번호,지역,행정동,정류소ID,정류소 명칭,안내기유형,세부유형,,,,,,,,
667,오정,원종동,13088,영화아파트,LCD,독립형,,,,,,,,
668,오정,원종동,13089,영화아파트,LED,독립형,,,,,,,,
669,오정,여월동,13090,여월휴먼시아5단지,LCD,쉘터(거치형),,,,,,,,
670,오정,원종동,13091,성지아파트,LED,독립형,,,,,,,,
671,오정,원종동,13092,성지아파트,LCD,독립형,,,,,,,,
672,오정,여월동,13093,오정경찰서.여월휴먼시아5단지,LCD,쉘터(거치형),,,,,,,,
673,오정,여월동,13094,성곡치안센터입구,LED,쉘터(거치형),,,,,,,,
674,오정,여월동,13096,성곡치안센터입구,LED,쉘터(거치형),,,,,,,,
675,오정,원종동,13098,동산빌리지.대한노인회,LCD,독립형,,,,,,,,
676,오정,원종동,13099,화정빌라.대한노인회,LED,표지판일체형,,,,,,,,
677,오정,원종동,13100,베르네천,LED,표지판일체형,,,,,,,,
678,오정,원종동,13101,베르네천,LED,쉘터(거치형),,,,,,,,
679,오정,고강동,13102,부대앞.아시아나항공입구,LED,쉘터(거치형),,,,,,,,
680,오정,원종동,13104,동문아파트,LED,쉘터(거치형),,,,,,,,
681,오정,원종동,13105,동문아파트,LCD,쉘터(독립형),,,,,,,,
682,오정,여월동,13106,성곡동행정복지센터.홈플러스여월점,LCD,쉘터(독립형),,,,,,,,
683,오정,원종동,13107,방배아파트,LED,독립형,,,,,,,,
684,오정,여월동,13108,성곡동행정복지센터.홈플러스여월점,LCD,쉘터(거치형),,,,,,,,
685,오정,원종동,13109,방배아파트,LCD,쉘터(독립형),,,,,,,,
686,오정,원종동,13110,서림아파트,LCD,쉘터(독립형),,,,,,,,
687,오정,원종동,13111,원종종합시장.성곡사거리,LED,쉘터(거치형),,,,,,,,
688,오정,원종동,13112,오건아파트,LCD,쉘터(거치형),,,,,,,,
689,오정,원종동,13113,원종사거리,LCD,쉘터(거치형),,,,,,,,
690,오정,원종동,13114,오정농협,LCD,쉘터(거치형),,,,,,,,
691,오정,원종동,13115,오건아파트,LCD,쉘터(독립형),,,,,,,,
692,오정,원종동,13116,원종사거리,LCD,쉘터(거치형),,,,,,,,
693,오정,원종동,13117,원종종합시장.성곡사거리,LED,쉘터(거치형),,,,,,,,
694,오정,원종동,13118,오정농협,LCD,쉘터(거치형),,,,,,,,
695,오정,원종동,13119,욱일아파트,LED,쉘터(거치형),,,,,,,,
696,오정,원종동,13120,욱일아파트,LED,쉘터(거치형),,,,,,,,
697,오정,원종동,13127,성진그린타운,LCD,독립형,,,,,,,,
698,오정,원종동,13128,성진그린타운,LCD,독립형,,,,,,,,
699,오정,원종동,13131,대성연립,LCD,독립형,,,,,,,,
700,오정,원종동,13134,대성연립,LCD,독립형,,,,,,,,
701,오정,원종동,13135,서림아파트,LCD,쉘터(독립형),,,,,,,,
702,오정,작동,13136,까치울전원마을1.2단지,LED,쉘터(거치형),,,,,,,,
703,오정,고강동,13137,부강아파트,LCD,쉘터(독립형),,,,,,,,
704,오정,고강동,13138,고강1주민지원센터.수주어린이공원,LED,쉘터(거치형),,,,,,,,
705,오정,고강동,13139,고강1주민지원센터.수주어린이공원,LED,쉘터(거치형),,,,,,,,
706,오정,작동,13140,까치울전원마을1.2단지,LED,쉘터(거치형),,,,,,,,
707,오정,고강동,13141,부강아파트,LCD,쉘터(독립형),,,,,,,,
708,오정,성곡동 ,13142,까치울초등학교,LED,쉘터(거치형),,,,,,,,
709,오정,작동,13143,까치울초등학교,LED,쉘터(거치형),,,,,,,,
710,오정,작동,13144,성곡중학교.장애인복지회관,LED,쉘터(거치형),,,,,,,,
711,오정,작동,13145,성곡중학교.장애인복지회관,LCD,쉘터(독립형),,,,,,,,
712,오정,고강동,13146,부대앞,LED,쉘터(거치형),,,,,,,,
713,오정,고강동,13147,부대앞,LCD,쉘터(독립형),,,,,,,,
714,오정,고강동,13148,상구빌딩,LED,쉘터(거치형),,,,,,,,
715,오정,고강동,13149,상구빌딩,LCD+LED,쉘터(거치형),,,,,,,,
716,오정,고강동,13150,고강동.국민은행,LED,쉘터(거치형),,,,,,,,
717,오정,고강동,13151,고강선사유적공원앞,LED,쉘터(거치형),,,,,,,,
718,오정,고강동,13152,고강선사유적공원앞,LED,쉘터(거치형),,,,,,,,
719,오정,작동 3,13154,성곡중학교,LCD+LED,쉘터(거치형),,,,,,,,
720,오정,고강동,13156,수주로.수주초등학교,LED,쉘터(거치형),,,,,,,,
721,오정,고강동,13157,고강동.국민은행,LCD+LED,쉘터(거치형),,,,,,,,
722,오정,고강동,13158,수주초등학교,LED,독립형,,,,,,,,
723,오정,고강동,13160,고강동우체국,LED,독립형,,,,,,,,
724,오정,고강동,13161,고강동우체국,LED,표지판일체형,,,,,,,,
725,오정,고강동,13165,상우아파트.청소년문화의집,LCD,독립형,,,,,,,,
726,오정,고강동,13168,청실빌라,LED,독립형,,,,,,,,
727,오정,고강동,13169,새보미아파트.고리울동굴시장,LED,쉘터(독립형),,,,,,,,
728,오정,고강동,13170,새보미아파트.고리울동굴시장,LED,표지판,,,,,,,,
729,오정,고강동,13171,진영아파트,LED,독립형,,,,,,,,
730,오정,고강동,13172,남정빌라,LCD,독립형,,,,,,,,
731,오정,고강동,13173,남정빌라,LED,독립형,,,,,,,,
732,오정,고강동,13174,진영아파트,LED,독립형,,,,,,,,
733,오정,원종동,13175,원종하이트,LED,쉘터(거치형),,,,,,,,
734,오정,원종동,13177,고강시장입구,LED,표지판,,,,,,,,
735,오정,고강동,13178,고강시장입구,LED,표지판,,,,,,,,
736,오정,원종동,13179,밝은비젼의원,LED,쉘터(거치형),,,,,,,,
737,오정,고강동,13180,밝은비젼의원,LED,쉘터(거치형),,,,,,,,
738,오정,원종동,13181,삼화연립주택,LED,쉘터(거치형),,,,,,,,
739,오정,고강동,13182,삼화연립주택,LED,쉘터(거치형),,,,,,,,
740,오정,원종동,13183,동신주택,LED,쉘터(거치형),,,,,,,,
741,오정,고강동,13184,유림빌라,LED,쉘터(거치형),,,,,,,,
742,오정,원종동,13185,은데미공원,LED,표지판,,,,,,,,
743,오정,성곡동,13186,은데미공원,LED,표지판,,,,,,,,
744,오정,성곡동,13187,로얄아파트,LED,쉘터(거치형),,,,,,,,
745,오정,작동,13188,까치울역3번출구,LED,쉘터(거치형),,,,,,,,
746,오정,성곡동,13189,로얄아파트,LED,표지판,,,,,,,,
747,오정,작동35,13193,작동로터리,LED,표지판일체형,,,,,,,,
748,오정,작동,13196,로얄아파트,LED,쉘터(거치형),,,,,,,,
749,오정,원종동,13208,원종동금호어울림,LED,쉘터(거치형),,,,,,,,
750,오정,원종2동,13209,원종주공아파트,LED,표지판일체형,,,,,,,,
751,오정,원종2동,13210,원종고등학교,LED,독립형,,,,,,,,
752,오정,고강동,13211,수주중학교,LED,독립형,,,,,,,,
753,오정,고강동,13212,동원아파트,LED,독립형,,,,,,,,
754,오정,고강동,13213,동원아파트,LED,독립형,,,,,,,,
755,오정,삼정동,13218,부천테크노파크1.2단지,LED,쉘터(거치형),,,,,,,,
756,오정,삼정동,13219,부천테크노파크1단지,LCD,쉘터(독립형),,,,,,,,
757,오정,신흥동,13220,부천자동차검사소,LED,쉘터(거치형),,,,,,,,
758,오정,성곡동,13221,원종종합시장,LED,표지판일체형,,,,,,,,
759,오정,고강동,13223,청실빌라,LED,쉘터(거치형),,,,,,,,
760,오정,오정동,13224,휴먼시아3단지,LCD,독립형,,,,,,,,
761,오정,고강동,13229,삼거리,LED,독립형,,,,,,,,
762,오정,원종2동,13234,원종주공아파트,LED,독립형,,,,,,,,
763,오정,원종2동,13235,원종동금호어울림,LED,독립형,,,,,,,,
764,오정,고강동,13237,삼거리.고강아파트입구,LED,독립형,,,,,,,,
765,오정,여월동,13248,여월휴먼시아1단지.까치울중학교,LED,쉘터(거치형),,,,,,,,
766,오정,성곡동 ,13249,여월휴먼시아1단지.까치울중학교,LCD,쉘터(독립형),,,,,,,,
767,오정,작동,13250,여월휴먼시아3단지,LED,쉘터(거치형),,,,,,,,
768,오정,작동,13251,여월휴먼시아3단지,LCD,쉘터(독립형),,,,,,,,
769,오정,작동,13252,여월단독주택,LED,쉘터(거치형),,,,,,,,
770,오정,작동,13253,여월단독주택,LCD,독립형,,,,,,,,
771,오정,여월동,13254,여월휴먼시아2.3단지,LED,쉘터(거치형),,,,,,,,
772,오정,여월동,13255,여월휴먼시아2.3단지,LED,쉘터(거치형),,,,,,,,
773,오정,여월동,13256,여월휴먼시아4.5단지,LCD,쉘터(독립형),,,,,,,,
774,오정,여월동,13257,여월휴먼시아4.5단지,LCD,쉘터(독립형),,,,,,,,
775,오정,신흥동,13262,쌍용3차.부천아트벙커B39,LCD,쉘터(독립형),,,,,,,,
776,오정,삼정동,13263,쌍용3차.부천아트벙커B39,LCD,독립형,,,,,,,,
777,오정,삼정동,13264,제일주유소,LCD,독립형,,,,,,,,
778,오정,고강동,13284,고강아파트,LED,표지판,,,,,,,,
779,오정,고강동,13286,민속가든,LED,표지판,,,,,,,,
780,오정,고강동,13290,수주고등학교,LED,쉘터(거치형),,,,,,,,
781,오정,내동,13292,KEB하나은행도당동지점,LED,독립형,,,,,,,,
782,오정,내동,13293,도당사거리,LED,독립형,,,,,,,,
783,오정,내동,13294,도당사거리.도당중학교,LCD,쉘터(독립형),,,,,,,,
784,오정,성곡동,13295,부천종합운동장역4번출구,LCD+LED,쉘터(거치형),,,,,,,,
785,오정,성곡동,13296,부천종합운동장역5번출구,LCD+LED,쉘터(거치형),,,,,,,,
786,원미,춘의동,13297,부천종합운동장역,LCD,쉘터(독립형),,,,,,,,
787,오정,성곡동2,13298,부천상록학교.은행나무주유소,LCD,쉘터(독립형),,,,,,,,
788,오정,작동,13299,까치울역5번출구.까치울전원마을3.4단지,LED,쉘터(거치형),,,,,,,,
789,오정,작동,13301,까치울역4번출구.까치울전원마을3.4단지,LED,쉘터(거치형),,,,,,,,
790,오정,신흥동,13302,부천테크노파크3단지301동앞,LCD,독립형,,,,,,,,
791,오정,내동,13303,도당소공원,LCD,쉘터(독립형),,,,,,,,
792,오정,삼정동,13304,제일주유소,LCD,독립형,,,,,,,,
793,오정,삼정동,13305,삼정동중소기업협동화단지,LED,독립형,,,,,,,,
794,오정,성곡동,13306,원종종합시장,LCD,독립형,,,,,,,,
795,오정,작동,13307,신작동사거리,LED,표지판일체형,,,,,,,,
796,오정,성곡동,13309,롯데아파트,LED,독립형,,,,,,,,
797,오정,성곡동,13310,롯데아파트,LED,독립형,,,,,,,,
798,오정,작동,13311,복지교회.여월성당,LED,표지판일체형,,,,,,,,
799,오정,작동,13313,복지교회.여월성당,LED,표지판,,,,,,,,
800,오정,삼정동,13317,신흥시장입구,LED,독립형,,,,,,,,
801,오정,성곡동,13325,여월휴먼시아1단지,LED,쉘터(거치형),,,,,,,,
802,오정,내동 2,57010,약대사거리(파라다이스앞),LED,쉘터(거치형),,,,,,,,
803,오정,여월동,13333,오정경찰서.부천옹기박물관,LED,쉘터(거치형),,,,,,,,
804,오정,내동,13334,부천IC,LED,쉘터(거치형),,,,,,,,
805,오정,오정동,13341,휴먼시아3단지,LED,표지판일체형,,,,,,,,
806,오정,원종동,57047,원종IC(중),LCD,쉘터(거치형),,,,,,,,
807,오정,원종동,57046,원종IC(중),LCD,쉘터(거치형),,,,,,,,
808,오정,오정동,57045,오정휴먼시아(중),LCD,쉘터(거치형),,,,,,,,
809,오정,오정동,57044,오정휴먼시아(중),LCD,쉘터(거치형),,,,,,,,
810,오정,오정동,57043,부천오정물류단지(중),LCD,쉘터(거치형),,,,,,,,
811,오정,오정동,57042,부천오정물류단지(중),LCD,쉘터(거치형),,,,,,,,
812,오정,원종2동,13355,백산빌라,LED,표지판,,,,,,,,
813,오정,고강동,13356,백산빌라,LED,독립형,,,,,,,,
814,소사,옥길동,12465,옥길브리즈힐후문,LED,쉘터(거치형),,,,,,,,
815,소사,옥길동,12192,스타필드시티부천,LCD+LED,쉘터(거치형),,,,,,,,
816,소사,옥길동,11566,제이드카운티1단지,LED,쉘터(거치형),,,,,,,,
817,소사,옥길동,12131,옥길자이아파트,LED,쉘터(거치형),,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
