시군명,구/읍면동명,업종구분명,시설명,교습과정명,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
부천시,소사본동,학교교과교습학원,경선음악학원,음악,경기도 부천시 소사본동 216-34번지 3층 일부,"경기도 부천시 소사구 소사로 156, 3층일부 (소사본동)",37.47206937,126.7957367
부천시,소사본동,학교교과교습학원,공감음악학원,음악,경기도 부천시 소사본동 277-12번지 한신아파트 상가동 4층일부(동남쪽),경기도 부천시 소사구 은성로 76번길 17 한신아파트 상가동 4층일부(동남쪽),37.47396049,126.8003778
부천시,소사본동,학교교과교습학원,조나단영어보습학원,보습,경기도 부천시 소사본동 409-6번지 아크리아Ⅲ 501호,경기도 부천시 소사구 소사동로72번길 17 아크리아Ⅲ 501호 (소사본동),37.47246089,126.803355
부천시,소사본동,학교교과교습학원,설리반보습학원,보습,"경기도 부천시 소사본동 135번지 2층 204호, 205호, 206호","경기도 부천시 소삼로 60, 2층 204호, 205호, 206호 (소사본동)",37.47712256,126.8001319
부천시,소사본동,학교교과교습학원,분석수학소사보습학원,보습,경기도 부천시 소사본동 409-1번지 3층 302호,"경기도 부천시 소사동로 78, 3층 302호 (소사본동)",37.47274001,126.8032412
부천시,소사본동,학교교과교습학원,YTN(와이티앤)키즈보습학원,보습,경기도 부천시 소사본동 409-1번지 유성메트로 404호,경기도 부천시 소사구 소사동로 78 유성메트로 404호 (소사본동),37.47274001,126.8032412
부천시,소사본동,학교교과교습학원,셀파우등생교실직영보습학원,보습,경기도 부천시 소사본동 183-3번지 부천농업협동조합 2층 일부,"경기도 부천시 소사로 175-1, 2층 일부 (소사본동)",37.47396063,126.795268
부천시,소사본동,학교교과교습학원,뉴라임음악학원,음악,"경기도 부천시 소사본동 244-66번지 동문밀리언상가 204,205,206호","경기도 부천시 소사구 소안로 10, 204,205,206호 (소사본동,동문밀리언상가)",37.47568268,126.8011306
부천시,소사본동,학교교과교습학원,프랭클린영어보습학원,보습,경기도 부천시 소사본동 409-6번지 아크리아Ⅲ 302호,"경기도 부천시 소사구 소사동로72번길 17, 302호 (소사본동,아크리아Ⅲ)",37.47246089,126.803355
부천시,소사본동,학교교과교습학원,오성독서실,독서실(유아/초·중·고),"경기도 부천시 소사본동 409-1번지 유성메트로 604호, 605호","경기도 부천시 소사구 소사동로 78 유성메트로 604호, 605호(소사본동)",37.47274001,126.8032412
부천시,송내동,학교교과교습학원,눈높이러닝성주보습학원,보습,경기도 부천시 송내동 586-3번지 2층 일부,"경기도 부천시 소사구 경인로134번길 14, 2층일부 (송내동)",37.48345479,126.7698591
부천시,송내동,학교교과교습학원,에이플러스방과후보습학원,보습,경기도 부천시 송내동 609-10번지 3층,"경기도 부천시 소사구 성주로 125-1, 3층 (송내동)",37.47962655,126.7703572
부천시,송내동,학교교과교습학원,TIME(타임)어학원,실용외국어(유아/초·중·고),경기도 부천시 송내동 372번지 푸르지오 상가 105호,"경기도 부천시 소사구 중동로 64, 푸르지오상가 105호 (송내동,부천중동역푸르지오)",37.48484213,126.7652418
부천시,송내동,학교교과교습학원,새도레미음악학원,음악,경기도 부천시 송내동 349-9번지 2층,경기도 부천시 소사구 송내대로42번길 61 2층 (송내동),37.48709519,126.7567206
부천시,송내동,학교교과교습학원,필하모니음악학원,음악,경기도 부천시 송내동 588-9번지 2층 8호,"경기도 부천시 소사구 경인로134번길 58, 2층8호 (송내동)",37.48145446,126.7697975
부천시,송내동,평생직업교육학원,서울도배학원,도배,경기도 부천시 송내동 355-8번지 3층,경기도 부천시 소사구 송내대로42번길 97 3층 (송내동),37.48695551,126.7588807
부천시,송내동,학교교과교습학원,한영검정고시학원,검정,경기도 부천시 송내동 382-3번지 1층 전체,"경기도 부천시 중동로22번길 93, 1층 전체 (송내동)",37.48257021,126.7690478
부천시,송내동,평생직업교육학원,대신IT(아이티)컴퓨터학원,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",경기도 부천시 송내동 433-25번지 3층,경기도 부천시 소사구 성주로 79 3층 (송내동),37.47976065,126.7653031
부천시,송내동,학교교과교습학원,사라피아노학원,음악,경기도 부천시 송내동 327-2번지 송내동성호아파트 2층 1호,"경기도 부천시 소사구 경인로3번길 28, 2층 1호 (송내동, 송내동성호아파트)",37.48403728,126.7550234
부천시,송내동,학교교과교습학원,송내베스트보습학원,보습,경기도 부천시 송내동 335-17번지 2층,"경기도 부천시 소사구 송내대로30번길 86, 2층 (송내동)",37.48571042,126.758048
부천시,송내동,학교교과교습학원,플랜비미술학원,미술,"경기도 부천시 송내동 708-7번지 대한빌딩 501, 502","경기도 부천시 소사구 송내대로 15, 대한빌딩 501, 502 (송내동,송내동708-7근생)",37.48501432,126.7526345
부천시,송내동,학교교과교습학원,꿈열매음악학원,음악,경기도 부천시 송내동 612-2번지 2층,경기도 부천시 소사구 성주로 128 2층 (송내동),37.47934729,126.7703807
부천시,송내동,학교교과교습학원,편샘보습학원,보습,경기도 부천시 송내동 373번지 대우프라자 706호,경기도 부천시 소사구 중동로 48 대우프라자 706 (송내동),37.48426338,126.7641921
부천시,송내동,학교교과교습학원,스터디아이클럽원격학원,기타(소),경기도 부천시 송내동 709-2번지 라라스타찌오네 4층,"경기도 부천시 소사구 송내대로 37, 4층 (송내동,라라스타찌오네)",37.48678958,126.7527755
부천시,송내동,학교교과교습학원,영재주니어미술학원,미술,경기도 부천시 송내동 396번지 2층,"경기도 부천시 소사구 경인로 60, 2층 (송내동)",37.48332172,126.7619113
부천시,송내동,평생직업교육학원,부천공무원합격의신고시학원,성인고시,경기도 부천시 송내동 373번지 대우프라자 10층 1001호,"경기도 부천시 중동로 48, 10층 1001호 (송내동,대우프라자)",37.48426338,126.7641921
부천시,송내동,학교교과교습학원,훈남토익어학원,실용외국어(유아/초·중·고),경기도 부천시 송내동 299-2번지 6층,"경기도 부천시 소사구 송내대로 38, 6층 (송내동)",37.48692678,126.7537475
부천시,송내동,학교교과교습학원,얼라이브연기연극학원,연극,경기도 부천시 송내동 349-8번지 2층,경기도 부천시 소사구 송내대로42번길 65 2층 (송내동),37.48709564,126.7569354
부천시,송내동,학교교과교습학원,YBM(와이비엠)시사Engloo(잉글루)송내외국어학원,실용외국어(유아/초·중·고),경기도 부천시 송내동 614-3번지 4층,경기도 부천시 소사구 성주로 120 4층 (송내동),37.47931856,126.7695215
부천시,송내동,학교교과교습학원,부천베가스어학원,실용외국어(유아/초·중·고),경기도 부천시 송내동 373번지 대우프라자 5층 506호,"경기도 부천시 중동로 48, 5층 506호 (송내동,대우프라자)",37.48426338,126.7641921
부천시,송내동,학교교과교습학원,창작미술음악학원,미술,경기도 부천시 송내동 433-11번지 부천축협송내지점 3층 일부,"경기도 부천시 소사구 성주로 77, 3층일부 (송내동,부천축협송내지점)",37.47987733,126.7650766
부천시,송내동,학교교과교습학원,박현주해법학원,보습,경기도 부천시 송내동 368번지 뉴서울아파트 뉴서울상가 305호,"경기도 부천시 소사구 중동로 57, 뉴서울상가 305호 (송내동,뉴서울아파트)",37.48571099,126.7627177
부천시,송내동,학교교과교습학원,삼성데이비드영·수보습학원,보습,경기도 부천시 송내동 614-3번지 2층 전체,"경기도 부천시 소사구 성주로 120, 2층전체 (송내동)",37.47931856,126.7695215
부천시,송내동,학교교과교습학원,스마트스터디보습학원,보습,경기도 부천시 송내동 365-5번지 동궁빌딩 4층 일부,경기도 부천시 소사구 경인로53번길 30 4층 일부 (송내동),37.48484372,126.7615785
부천시,송내동,학교교과교습학원,비바체음악학원,음악,경기도 부천시 송내동 373번지 대우프라자 705호,경기도 부천시 소사구 중동로 48 대우프라자 705 (송내동),37.48426338,126.7641921
부천시,송내동,학교교과교습학원,송내정미정수학보습학원,보습,경기도 부천시 송내동 393번지 성보빌딩 4층 403호,"경기도 부천시 경인로 74, 4층 403호 (송내동)",37.48345993,126.7634145
부천시,송내동,학교교과교습학원,한솔플러스수학보습학원,보습,"경기도 부천시 송내동 372번지 부천중동역푸르지오상가동 101호, 102호","경기도 부천시 소사구 중동로 64 부천중동역푸르지오상가동 101호, 102호",37.48484213,126.7652418
부천시,송내동,학교교과교습학원,미래음악학원,음악,경기도 부천시 송내동 453-20번지 2층,"경기도 부천시 소사구 성주로 74-3, 2층 (송내동)",37.47970541,126.7647154
부천시,송내동,학교교과교습학원,새한음악학원,음악,경기도 부천시 송내동 454-18번지 2층,"경기도 부천시 소사구 성주로 107, 2층 (송내동)",37.47967638,126.7682202
부천시,송내동,학교교과교습학원,새열린음악학원,음악,경기도 부천시 송내동 463-68번지 3층,경기도 부천시 소사구 성주로 90 3층 (송내동),37.47917667,126.7661303
부천시,송내동,평생직업교육학원,메이저실용음악학원,실용음악(성악),경기도 부천시 송내동 709-1번지 5층 일부,경기도 부천시 소사구 송내대로 39 5층일부 (송내동),37.48696081,126.7527976
부천시,송내동,학교교과교습학원,논리수학보습학원,보습,경기도 부천시 송내동 433-14번지 2층,경기도 부천시 소사구 성주로 73-1 2층 (송내동),37.47995764,126.764692
부천시,송내동,학교교과교습학원,송내지엠에스아카데미보습학원,보습,경기도 부천시 송내동 464-1번지 한빛삼성유니스쿨 제일빌딩 3층,"경기도 부천시 소사구 성주로 96, 제일빌딩3층 (송내동,한빛삼성유니스쿨)",37.47929502,126.7667404
부천시,송내동,학교교과교습학원,새샘2보습학원,보습,경기도 부천시 송내동 363-3번지 지동빌딩 3층,경기도 부천시 소사구 중동로71번길 90 3층 (송내동),37.48695677,126.7594912
부천시,송내동,학교교과교습학원,중동수학보습학원,보습,경기도 부천시 송내동 370-3번지 대지빌딩 5층,경기도 부천시 소사구 중동로 65 대지빌딩 5층 (송내동),37.48582175,126.7640176
부천시,송내동,학교교과교습학원,새샘보습학원,보습,경기도 부천시 송내동 363-6번지 2층,경기도 부천시 소사구 중동로71번길 78 2층 (송내동),37.48690397,126.760102
부천시,송내동,교습소,예율음악교습소,음악,경기도 부천시 송내동 461-4번지,경기도 부천시 성주로 115,37.47965088,126.7689891
부천시,송내동,교습소,씽크앤아트부천송내점미술교습소,미술,경기도 부천시 송내동 315번지 송내역파인푸르지오1단지 가동 B115호,경기도 부천시 송내대로 16,37.48540509,126.7542161
부천시,송내동,교습소,새유진음악교습소,음악,경기도 부천시 송내동 372번지 부천중동역푸르지오 상가동 106호,경기도 부천시 중동로 64,37.48484213,126.7652418
부천시,송내동,교습소,A.1English(에이원잉글리쉬)영어교습소,보습,경기도 부천시 송내동 368번지 뉴서울아파트 216-1호,경기도 부천시 중동로 57,37.48571099,126.7627177
부천시,송내동,교습소,지니소프트컴퓨터교습소,컴퓨터(소),경기도 부천시 송내동 368번지 3층 302호 좌측 일부,경기도 부천시 중동로 57,37.48571099,126.7627177
부천시,송내동,교습소,리틀스케치미술교습소,미술,경기도 부천시 송내동 373번지 대우프라자 703호,경기도 부천시 중동로 48,37.48426338,126.7641921
부천시,송내동,교습소,즐거운조이아트(Joy Art)미술교습소,보습,경기도 부천시 송내동 461-17번지 1층 일부,경기도 부천시 성주로 117-2,37.4796788,126.7694413
부천시,송내동,교습소,stella(스텔라)해법영어교습소,보습,"경기도 부천시 송내동 377-7번지 부천 중동역 2차 푸르지오 A단지 203호 202호,203호",경기도 부천시 중동로70번길 32,37.48517951,126.767242
부천시,송내동,교습소,하은음악교습소,음악,경기도 부천시 송내동 463-106번지 송내e-편한세상 110호,경기도 부천시 성주로 100,37.47859376,126.7675001
부천시,송내동,교습소,이화영어교습소,보습,경기도 부천시 송내동 368번지 뉴서울아파트상가동 130호,경기도 부천시 중동로 57,37.48571099,126.7627177
부천시,송내동,교습소,푸른나무수학교습소,보습,경기도 부천시 송내동 368번지 뉴서울아파트 215호,경기도 부천시 중동로 57,37.48571099,126.7627177
부천시,송내동,교습소,맑은소리음악교습소,음악,경기도 부천시 송내동 609번지 2층,경기도 부천시 경인로134번길 89,37.48001326,126.7699942
부천시,송내동,교습소,엠투유수학교습소,보습,경기도 부천시 송내동 433-17번지 2층 전체,경기도 부천시 성주로 69-1,37.48003789,126.7642734
부천시,송내동,교습소,푸른빌피아노교습소,음악,경기도 부천시 송내동 377-7번지 부천 중동역 2차 푸르지오 A단지 중동역2차푸르지오A단지상가동 201호,경기도 부천시 중동로70번길 32,37.48517951,126.767242
부천시,송내동,교습소,단테음악교습소,음악,경기도 부천시 송내동 315-3번지 송내역파인푸르지오2단지 G동 1층 103호,경기도 부천시 송내대로 14,37.48440459,126.7540272
부천시,송내동,교습소,삼성영어교습소,보습,경기도 부천시 송내동 463-62번지 1층 108호,경기도 부천시 성주로 100-6,37.47925947,126.7669892
부천시,송내동,교습소,신나라아트미술교습소,미술,경기도 부천시 송내동 588-2번지 2층 우측일부,경기도 부천시 경인로134번길 46,37.48204022,126.7698522
부천시,송내동,교습소,ELYON(엘리온)영어교습소,보습,경기도 부천시 송내동 368번지 상가동 2층 201호,경기도 부천시 중동로 57,37.48571099,126.7627177
부천시,송내동,교습소,하늘빛미술교습소,미술,경기도 부천시 송내동 372번지 대우푸르지오 상가 1층 110호,경기도 부천시 중동로 64,37.48484213,126.7652418
부천시,송내동,교습소,빛나는음악교습소,음악,경기도 부천시 송내동 461-21번지 1층 일부,경기도 부천시 심곡로46번길 109,37.48003924,126.7694627
부천시,송내동,교습소,바른피아노교습소,음악,경기도 부천시 송내동 460-1번지 1층 일부,경기도 부천시 경인로120번길 93,37.47982157,126.7687399
부천시,송내동,교습소,1:3(일대삼)영어교습소,보습,경기도 부천시 송내동 463-71번지 1층 일부,경기도 부천시 성주로 112,37.47943365,126.7684923
부천시,송내동,교습소,백선생수학교습소,보습,경기도 부천시 송내동 368번지 상가동 2층 204호,경기도 부천시 중동로 57,37.48571099,126.7627177
부천시,송내동,교습소,김현수학교습소,보습,경기도 부천시 송내동 368번지 뉴서울아파트 302호,경기도 부천시 중동로 57,37.48571099,126.7627177
부천시,송내동,교습소,작은화가마을미술교습소,미술,경기도 부천시 송내동 588-1번지 1층 일부,경기도 부천시 경인로134번길 42,37.48214834,126.7698519
부천시,송내동,교습소,Wings(윙스)영어교습소,보습,경기도 부천시 송내동 454-14번지 1층 일부,경기도 부천시 경인로120번길 92,37.47987514,126.768491
부천시,송내동,교습소,김윤수수학교습소,보습,경기도 부천시 송내동 439-21번지 2층,경기도 부천시 성주로 103,37.47968418,126.7676097
부천시,송내동,학교교과교습학원,판테온미술학원,미술,경기도 부천시 송내동 365-5번지 동궁빌딩 3층 일부,경기도 부천시 소사구 경인로53번길 30 3층일부 (송내동),37.48484372,126.7615785
부천시,송내동,교습소,찬미피아노교습소,음악,경기도 부천시 송내동 336-15번지 2층 일부,경기도 부천시 송내대로30번길 95,37.48590068,126.7585562
부천시,송내동,교습소,김미라음악교습소,음악,경기도 부천시 송내동 396번지 1층 일부,경기도 부천시 경인로 60,37.48332172,126.7619113
부천시,송내동,교습소,기초튼튼영어교습소,보습,경기도 부천시 송내동 363-10번지 덕산빌딩 107호,경기도 부천시 중동로71번길 66,37.48684239,126.7608258
부천시,송내동,교습소,정수학교습소,보습,경기도 부천시 송내동 377-7번지 중동역2차푸르지오단지 상가 2층 204호,경기도 부천시 중동로70번길 32,37.48517951,126.767242
부천시,송내동,학교교과교습학원,업앤업보습학원,보습,경기도 부천시 송내동 373번지 대우프라자 707호,경기도 부천시 소사구 중동로 48 대우프라자 707 (송내동),37.48426338,126.7641921
부천시,송내동,학교교과교습학원,끈기와열정보습학원,보습,경기도 부천시 송내동 464-1번지 한빛삼성유니스쿨 2층,"경기도 부천시 소사구 성주로 96, 2층 (송내동,한빛삼성유니스쿨)",37.47929502,126.7667404
부천시,송내동,학교교과교습학원,김윤영음악학원,음악,경기도 부천시 송내동 368번지 뉴서울아파트 상가동 308호,경기도 부천시 소사구 중동로 57 뉴서울아파트상가동 308호,37.48571099,126.7627177
부천시,송내동,학교교과교습학원,에이치앤제이(HnJ)영어수학보습학원,보습,경기도 부천시 송내동 454번지 3층,"경기도 부천시 소사구 경인로120번길 88-4, 3층 (송내동)",37.48018132,126.7684109
부천시,송내동,학교교과교습학원,HUN DANCE COMPANY(훈댄스컴퍼니)무용학원,무용,경기도 부천시 송내동 572-9번지 3층 전체,"경기도 부천시 경인로 167, 3층 전체 (송내동)",37.4840667,126.7740745
부천시,송내동,학교교과교습학원,송내우리독서실,독서실(유아/초·중·고),경기도 부천시 송내동 366-7번지 2층 일부,경기도 부천시 소사구 경인로 65 2층일부 (송내동),37.48387268,126.7625766
부천시,송내동,학교교과교습학원,송일음악학원,음악,경기도 부천시 송내동 398-2번지 2층 전체,경기도 부천시 소사구 경인로60번길 14-11 2층전체 (송내동),37.48260035,126.7616309
부천시,송내동,평생직업교육학원,가원조경기술학원,조경,경기도 부천시 송내동 389-2번지 (주)넷웨이브본사사옥 2층 일부,"경기도 부천시 소사구 경인로 88, 2층일부 (송내동)",37.48348091,126.7648843
부천시,송내동,학교교과교습학원,율곡독서실,독서실(유아/초·중·고),"경기도 부천시 송내동 464-1번지 한빛삼성유니스쿨 5층,6층","경기도 부천시 소사구 성주로 96, 5층,6층 (송내동,한빛삼성유니스쿨)",37.47929502,126.7667404
부천시,송내동,학교교과교습학원,단비무용학원,무용,경기도 부천시 송내동 373번지 대우프라자 607호,"경기도 부천시 소사구 중동로 48, 607호 (송내동, 대우프라자)",37.48426338,126.7641921
부천시,송내동,학교교과교습학원,THE(더)좋은보습학원,보습,경기도 부천시 송내동 398-2번지 3층,경기도 부천시 소사구 경인로60번길 14-11 3층 (송내동),37.48260035,126.7616309
부천시,송내동,학교교과교습학원,최고보습학원,보습,경기도 부천시 송내동 400-35번지 서울빌딩 5층,"경기도 부천시 소사구 경인로 48, 서울빌딩 5층 (송내동)",37.48321064,126.7604644
부천시,송내동,학교교과교습학원,토즈스터디센터송내독서실,독서실(유아/초·중·고),경기도 부천시 송내동 381번지 501호 일부,"경기도 부천시 경인로 124, 501호 일부 (송내동)",37.48373233,126.7689651
부천시,송내동,평생직업교육학원,유앤아이용접학원,기계,경기도 부천시 송내동 400-16번지 동원빌딩 6층,"경기도 부천시 소사구 경인로 56, 6층 (송내동)",37.48326704,126.7616062
부천시,송내동,학교교과교습학원,다니엘영수보습학원,보습,경기도 부천시 송내동 588-9번지 2층 일부,"경기도 부천시 소사구 경인로134번길 58, 2층일부 (송내동)",37.48145446,126.7697975
부천시,송내동,학교교과교습학원,트인수학보습학원,보습,경기도 부천시 송내동 393번지 성보빌딩 3층 일부,"경기도 부천시 경인로 74, 3층일부 (송내동)",37.48345993,126.7634145
부천시,송내동,학교교과교습학원,메가수학카이영어보습학원,보습,경기도 부천시 송내동 366-7번지 4층,경기도 부천시 소사구 경인로 65 4층 (송내동),37.48387268,126.7625766
부천시,송내동,학교교과교습학원,애플비보습학원,보습,경기도 부천시 송내동 396-1번지 5층전체 및 6층일부,"경기도 부천시 소사구 경인로 62, 5층전체 및 6층일부 (송내동)",37.48334921,126.7621373
부천시,송내동,학교교과교습학원,숲속산소독서실,독서실(유아/초·중·고),경기도 부천시 송내동 393-6번지 경복빌딩 5층,경기도 부천시 소사구 경인로 70 경복빌딩 5층 (송내동),37.48340467,126.7628268
부천시,송내동,학교교과교습학원,하이스트음악학원,음악,경기도 부천시 송내동 369-1번지 2층 일부,경기도 부천시 소사구 중동로49번길 44-1 2층일부 (송내동),37.48523149,126.7617468
부천시,송내동,학교교과교습학원,쎈수학러닝센터송내서진보습학원,보습,경기도 부천시 송내동 464-2번지 2층 일부,"경기도 부천시 소사구 성주로 90-1, 2층일부 (송내동)",37.47917716,126.766379
부천시,송내동,학교교과교습학원,바른독서실,독서실(유아/초·중·고),경기도 부천시 송내동 366번지 상승프라자 4층 402호,경기도 부천시 소사구 경인로53번길 8 상승프라자 4층 402호 (송내동),37.48387047,126.7614912
부천시,송내동,학교교과교습학원,하우스터디부천송내센터독서실,독서실(유아/초·중·고),"경기도 부천시 송내동 464-1번지 5층일부,6층전체","경기도 부천시 성주로 96, 5층일부,6층전체 (송내동)",37.47929502,126.7667404
부천시,송내동,학교교과교습학원,류수학보습학원,보습,경기도 부천시 송내동 393-6번지 경복빌딩 2층,"경기도 부천시 경인로 70, 2층 (송내동,경복빌딩)",37.48340467,126.7628268
부천시,송내동,학교교과교습학원,아이위시영어보습학원,보습,"경기도 부천시 송내동 450-3번지 유진프라자 103호, 104호","경기도 부천시 성주로 86-10, 103호, 104호 (송내동, 유진프라자)",37.47896009,126.7659614
부천시,송내동,학교교과교습학원,송내이화보습학원,보습,경기도 부천시 송내동 588-3번지 3층,경기도 부천시 소사구 경인로134번길 52 3층 (송내동),37.48167971,126.7697968
부천시,송내동,학교교과교습학원,송내이스턴보습학원,보습,경기도 부천시 송내동 369-1번지 3층 일부,경기도 부천시 소사구 중동로49번길 44-1 3층일부 (송내동),37.48523149,126.7617468
부천시,송내동,학교교과교습학원,Arte(아르테)음악학원,음악,경기도 부천시 송내동 463-62번지 4층,경기도 부천시 소사구 성주로 100-6 4층 (송내동),37.47925947,126.7669892
부천시,송내동,학교교과교습학원,현대해법영어보습학원,보습,경기도 부천시 송내동 433-25번지 2층,경기도 부천시 소사구 성주로 79 2층 (송내동),37.47976065,126.7653031
부천시,송내동,학교교과교습학원,Marvelous(마블러스)영어수학보습학원,보습,경기도 부천시 송내동 709-7번지 2층 204호,"경기도 부천시 소사구 송내대로 29, 2층 204호 (송내동)",37.48604164,126.7527215
부천시,송내동,학교교과교습학원,창작미술음악학원,음악,경기도 부천시 송내동 433-11번지 부천축협송내지점 3층 일부,"경기도 부천시 소사구 성주로 77, 3층일부 (송내동,부천축협송내지점)",37.47987733,126.7650766
부천시,송내동,학교교과교습학원,고려e(이)스쿨보습학원,보습,경기도 부천시 송내동 396-1번지 송내메디칼빌딩 2층 전체,"경기도 부천시 경인로 62, 2층 전체 (송내동)",37.48334921,126.7621373
부천시,심곡동,학교교과교습학원,정한리더스보습학원,보습,경기도 부천시 심곡동 92-17번지 2층,경기도 부천시 원미구 부천로121번길 34 2층 (심곡동),37.49550873,126.783267
부천시,심곡동,학교교과교습학원,알찬미술음악학원,음악,"경기도 부천시 심곡동 334-2번지 2,3층","경기도 부천시 원미구 신흥로67번길 73 2,3층",37.49020992,126.7732756
부천시,심곡동,학교교과교습학원,뉴챌린지보습학원,보습,경기도 부천시 심곡동 188-5번지 3층 3층 및 4층,"경기도 부천시 원미구 부흥로 433, 3층 및 4층 (심곡동)",37.48803928,126.7880491
부천시,심곡동,학교교과교습학원,APPLE(애플)컴퓨터디자인학원,디자인,경기도 부천시 심곡동 169-8번지 2층,"경기도 부천시 원미구 부일로 489, 2층 (심곡동)",37.4857895,126.7846071
부천시,심곡동,학교교과교습학원,Gets(겟츠)정한보습학원,보습,경기도 부천시 심곡동 327-6번지 연빌딩 2층,경기도 부천시 원미구 장말로 312 연빌딩 2층 (심곡동),37.49081995,126.7765755
부천시,심곡동,학교교과교습학원,호크마보습학원,보습,경기도 부천시 심곡동 155-2번지 3층 일부 (좌측),경기도 부천시 원미구 부흥로 406 3층 일부(좌측) (심곡동),37.4894038,126.7853202
부천시,심곡동,학교교과교습학원,신나라음악학원,음악,경기도 부천시 심곡동 345-52번지 2층,경기도 부천시 원미구 심중로60번길 27 2층 (심곡동),37.48834571,126.773711
부천시,심곡동,평생직업교육학원,대한폴댄스연맹댄스학원,댄스,"경기도 부천시 심곡동 145-6번지 부천역 푸르지오시티 2층 205,206호","경기도 부천시 부일로 500, 2층 205,206호 (심곡동, 부천역 푸르지오시티)",37.48515142,126.7854908
부천시,심곡동,학교교과교습학원,소리사랑음악학원,보습,경기도 부천시 심곡동 155-2번지 4층 부천한의원,"경기도 부천시 원미구 부흥로 406, 4층 (심곡동,부천한의원)",37.4894038,126.7853202
부천시,심곡동,학교교과교습학원,와이제이검정고시학원,검정,경기도 부천시 심곡동 145-11번지 5층,경기도 부천시 원미구 부일로 496 5층 (심곡동),37.48523195,126.7851853
부천시,심곡동,학교교과교습학원,배우리보습학원,보습,경기도 부천시 심곡동 155-17번지 동강빌딩 2층,"경기도 부천시 원미구 부흥로 414, 2층 (심곡동)",37.48895459,126.7860225
부천시,심곡동,평생직업교육학원,엠비씨아카데미뷰티미용학원,이·미용,경기도 부천시 심곡동 173-1번지 3층,경기도 부천시 원미구 부천로 3-1 3층 (심곡동),37.48459528,126.7819648
부천시,심곡동,학교교과교습학원,예가람음악학원,음악,경기도 부천시 심곡동 155-17번지 동강빌딩 4층,경기도 부천시 원미구 부흥로 414 4층 (심곡동),37.48895459,126.7860225
부천시,심곡동,학교교과교습학원,부천간호학원,간호조무사,경기도 부천시 심곡동 168-8번지 삼영빌딩 4층 일부,경기도 부천시 원미구 부천로 20 4층 일부 (심곡동),37.48598575,126.7835437
부천시,심곡동,학교교과교습학원,싱어송뮤직랩실용음악학원,음악,경기도 부천시 심곡동 377-46번지 5층 전체,"경기도 부천시 부천로39번길 52, 5층 전체 (심곡동)",37.48834998,126.7806648
부천시,심곡동,학교교과교습학원,APPLE(애플)컴퓨터디자인학원,컴퓨터(소),경기도 부천시 심곡동 169-8번지 2층,"경기도 부천시 원미구 부일로 489, 2층 (심곡동)",37.4857895,126.7846071
부천시,심곡동,학교교과교습학원,크리스챤쇼보뷰티미용학원,이·미용,경기도 부천시 심곡동 355-5번지 정일빌딩 2층,경기도 부천시 원미구 부천로 53 2층 (심곡동),37.48906694,126.7834329
부천시,심곡동,학교교과교습학원,부천경희실용음악학원,음악,경기도 부천시 심곡동 349-6번지 3층,"경기도 부천시 원미구 부천로 43, 3층 (심곡동)",37.48812065,126.7833
부천시,심곡동,평생직업교육학원,정상컴퓨터전산회계학원,전산회계,경기도 부천시 심곡동 164-3번지 김흥균산부인과 3층,경기도 부천시 원미구 부천로 34 김흥균산부인과 3층 (심곡동),37.48709424,126.7836874
부천시,심곡동,평생직업교육학원,연세간호학원,간호조무사,경기도 부천시 심곡동 169-8번지 3층,"경기도 부천시 원미구 부일로 489, 3층 (심곡동)",37.4857895,126.7846071
부천시,심곡동,평생직업교육학원,부천박문각고시학원,성인고시,경기도 부천시 심곡동 349-10번지 5층 일부,"경기도 부천시 원미구 부천로39번길 8, 5층일부 (심곡동)",37.48803925,126.7831306
부천시,심곡동,평생직업교육학원,이지댄스학원,"무용(전통무용,현대무용)",경기도 부천시 심곡동 164-12번지 2층,경기도 부천시 원미구 부천로 36-1 2층 (심곡동),37.48742771,126.783743
부천시,심곡동,학교교과교습학원,이림보습학원,보습,경기도 부천시 심곡동 800번지 하나리아벨주상복합아파트 2층 204호,"경기도 부천시 부흥로 424, 2층 204호 (심곡동, 하나리아벨 주상복합 아파트)",37.48834308,126.7866575
부천시,심곡동,평생직업교육학원,가바플러스어학원,어학(성인),경기도 부천시 심곡동 173-1번지 지지아나 신관 3층 일부,경기도 부천시 원미구 부천로 3-1 지지아나 신관 3층일부,37.48459528,126.7819648
부천시,심곡동,평생직업교육학원,부천애견미용학원,애견미용,경기도 부천시 심곡동 367-32번지 민연빌딩 3층,"경기도 부천시 부천로 67, 3층 (심곡동)",37.49029298,126.7838024
부천시,심곡동,학교교과교습학원,소리사랑음악학원,음악,경기도 부천시 심곡동 155-2번지 4층 부천한의원,"경기도 부천시 원미구 부흥로 406, 4층 (심곡동,부천한의원)",37.4894038,126.7853202
부천시,심곡동,학교교과교습학원,뉴챌린지미술학원,미술,경기도 부천시 심곡동 188-5번지 2층,"경기도 부천시 부흥로 433, 2층 (심곡동)",37.48803928,126.7880491
부천시,심곡동,평생직업교육학원,부천전자기기학원,전자,"경기도 부천시 심곡동 351-2번지 2층, 3층일부","경기도 부천시 원미구 부일로 407 2층, 3층일부",37.48712358,126.7753768
