"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000024619,순천인안초등학교,초등학교,1958-04-07,공립,본교,운영,전라남도 순천시 인월동 142,전라남도 순천시 순천만길 950,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2020-09-22,34.8904779615,127.4806707614,2021-03-25
B000002571,금빛초등학교,초등학교,2012-03-01,공립,본교,운영,부산광역시 금정구 장전동 714,부산광역시 금정구 소정로 31,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.2279775143,129.0803609828,2021-03-25
B000022955,논산대건고등학교,고등학교,1946-04-05,사립,본교,운영,충청남도 논산시 등화동 5,충청남도 논산시 논산대로 119,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.1848039405,127.0784383035,2021-03-25
B000026693,남양주월산초등학교,초등학교,2015-09-01,공립,본교,운영,경기도 남양주시 화도읍 월산리 1528-1,경기도 남양주시 화도읍 경춘로2290번길 50,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2020-09-22,37.6540002253,127.3404193,2021-03-25
B000010113,진산중학교,중학교,1953-04-18,공립,본교,운영,충청남도 금산군 진산면 읍내리 606,충청남도 금산군 진산면 대둔산로 413,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2020-09-22,36.1453448018,127.3702039729,2021-03-25
B000005079,춘당초등학교,초등학교,1937-04-30,공립,본교,운영,강원도 횡성군 청일면 춘당리 759,강원도 횡성군 청일면 청정로 1461,7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2020-09-22,37.63030887,128.1447801644,2021-03-25
B000011605,주산산업고등학교,고등학교,1933-04-01,공립,본교,운영,충청남도 보령시 주산면 금암리 506,충청남도 보령시 주산면 만세운동길 58,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2020-09-22,36.1986075848,126.6363603655,2021-03-25
B000004948,왕산초등학교,초등학교,1936-09-25,공립,본교,운영,강원도 강릉시 왕산면 도마리 595,강원도 강릉시 왕산면 백두대간로 2011-8,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2020-09-22,37.6735989795,128.8368585448,2021-03-25
B000011013,창원중학교,중학교,1950-04-06,사립,본교,운영,경상남도 창원시 의창구 도계동 901,경상남도 창원시 의창구 도계로107번길 10,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.25582016,128.6414038963,2021-03-25
B000006501,순천용당초등학교,초등학교,1993-03-01,공립,본교,운영,전라남도 순천시 용당동 607-1,전라남도 순천시 용당초등길 33-10,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2020-09-22,34.9755721045,127.4899534448,2021-03-25
B000005186,비봉초등학교,초등학교,1966-03-01,공립,본교,운영,강원도 양구군 양구읍 하리 43,강원도 양구군 양구읍 관공서로 56,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2020-09-22,38.1105895522,127.9880675396,2021-03-25
B000007800,칠서초등학교이룡분교장,초등학교,1943-04-14,공립,분교,운영,경상남도 함안군 칠서면 이룡리 900,경상남도 함안군 칠서면 삼칠로 1335,9010000,경상남도교육청,9131000,경상남도함안교육지원청,2013-11-29,2020-09-22,35.3875989606,128.5056420693,2021-03-25
B000007792,칠원초등학교,초등학교,1906-10-08,공립,본교,운영,경상남도 함안군 칠원읍 구성리 730,경상남도 함안군 칠원읍 성내길 32,9010000,경상남도교육청,9131000,경상남도함안교육지원청,2013-11-29,2020-09-22,35.3063838873,128.5193030756,2021-03-25
B000013519,호산고등학교,고등학교,2009-03-02,공립,본교,운영,대구광역시 달서구 호산동 357-59,대구광역시 달서구 달서대로109길 86,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8490572957,128.4818071167,2021-03-25
B000011236,합천여자중학교,중학교,1966-11-17,사립,본교,운영,경상남도 합천군 합천읍 합천리 943-1,경상남도 합천군 합천읍 남정길 25-5,9010000,경상남도교육청,9221000,경상남도합천교육지원청,2013-11-29,2020-09-22,35.56284985,128.1546742480,2021-03-25
B000005564,소망초등학교,초등학교,2006-09-01,공립,본교,운영,충청남도 천안시 서북구 성거읍 소우리 188-29,충청남도 천안시 서북구 성거읍 역전말3길 102,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2020-09-22,36.8759068703,127.1623964289,2021-03-25
B000007615,사량초등학교,초등학교,1934-11-20,공립,본교,운영,경상남도 통영시 사량면 금평리 120-1,경상남도 통영시 사량면 상도일주로 1584,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2020-09-22,34.8466334250,128.2198382946,2021-03-25
B000007758,숭덕초등학교,초등학교,1948-03-24,공립,본교,운영,경상남도 거제시 둔덕면 술역리 94,경상남도 거제시 둔덕면 거제남서로 4720,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2020-09-22,34.8360952191,128.495407,2021-03-25
B000005738,조치원대동초등학교,초등학교,1915-06-25,공립,본교,운영,세종특별자치시 조치원읍 신흥리 49-3,세종특별자치시 조치원읍 대동학교길 11,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.5969550577,127.2941193447,2021-03-25
B000006167,소성초등학교,초등학교,1924-04-25,공립,본교,운영,전라북도 정읍시 소성면 보화리 178-6,전라북도 정읍시 소성면 보화1길 130,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2020-09-22,35.5544278667,126.7772390397,2021-03-25
B000004445,금당초등학교,초등학교,1941-12-02,공립,본교,운영,경기도 여주시 가남읍 금당리 708-4,경기도 여주시 가남읍 가남로 649,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2020-09-22,37.1967631467,127.6054844280,2021-03-25
B000009495,김포여자중학교,중학교,1955-04-27,공립,본교,운영,경기도 김포시 사우동 216,경기도 김포시 봉화로 37-15,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2020-09-22,37.6183997786,126.7130089989,2021-03-25
B000003393,대전유평초등학교,초등학교,2002-02-18,공립,본교,운영,대전광역시 중구 태평동 343-3,대전광역시 중구 수침로 123,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.3301867,127.3972544489,2021-03-25
B000007845,원동초등학교,초등학교,1922-11-25,공립,본교,운영,경상남도 양산시 원동면 원리 951,경상남도 양산시 원동면 원동로 1508,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.3644275703,128.9226636268,2021-03-25
B000005126,거문초등학교,초등학교,1947-07-31,공립,본교,운영,강원도 평창군 진부면 거문리 240,강원도 평창군 진부면 거문길 24,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2020-09-22,37.6046609733,128.5318811,2021-03-25
B000003474,대덕초등학교,초등학교,1979-10-02,공립,본교,운영,대전광역시 유성구 도룡동 396,대전광역시 유성구 대덕대로556번길 102,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3850592209,127.3821058817,2021-03-25
B000002398,서울월곡초등학교,초등학교,1972-07-14,공립,본교,운영,서울특별시 성북구 장위동 246-194,서울특별시 성북구 장월로3길 42,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.6100244163,127.0460810367,2021-03-25
B000004980,소야초등학교,초등학교,2002-09-01,공립,본교,운영,강원도 속초시 노학동 1-36,강원도 속초시 배움터길 42,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-22,38.1996484279,128.5667194994,2021-03-25
B000011844,울산에너지고등학교,고등학교,1994-05-30,공립,본교,운영,울산광역시 북구 화봉동 453,울산광역시 북구 화동2길 28,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.59019598,129.3693917809,2021-03-25
B000008605,신라중학교,중학교,1967-10-28,사립,본교,운영,부산광역시 사상구 덕포동 66-1,부산광역시 사상구 백양대로700번길 35-8,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2020-09-22,35.1698887153,128.9928460387,2021-03-25
B000010078,설화중학교,중학교,2011-04-01,공립,본교,운영,충청남도 아산시 배방읍 장재리 1567,충청남도 아산시 배방읍 연화로 56,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2020-09-22,36.7858615054,127.0966823299,2021-03-25
B000002559,명동초등학교,초등학교,1987-03-01,공립,본교,운영,부산광역시 동래구 명장동 585-22,부산광역시 동래구 명장로63번길 60-5,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.2075914087,129.1062241,2021-03-25
B000002221,서울등양초등학교,초등학교,1994-11-30,공립,본교,운영,서울특별시 강서구 등촌동 691,서울특별시 강서구 강서로56나길 140,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5649470358,126.8447602497,2021-03-25
B000011528,한국도예고등학교,고등학교,2002-01-14,공립,본교,운영,경기도 이천시 신둔면 수남리 176-4,경기도 이천시 신둔면 둔터로 61,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2020-09-22,37.2888909228,127.3993265017,2021-03-25
B000006415,여수중앙초등학교,초등학교,1942-04-16,공립,본교,운영,전라남도 여수시 종화동 943,전라남도 여수시 하멜로 35,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2020-09-22,34.7410941464,127.7445078683,2021-03-25
B000011676,벌교상업고등학교,고등학교,1952-04-29,공립,본교,운영,전라남도 보성군 벌교읍 회정리 527,전라남도 보성군 벌교읍 홍암로 61,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2013-11-29,2020-09-22,34.8466786908,127.3495607,2021-03-25
B000012369,대전관저고등학교,고등학교,1998-03-05,공립,본교,운영,대전광역시 서구 관저동 983,대전광역시 서구 관저북로 94,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3108071066,127.3377630695,2021-03-25
B000010075,온양여자중학교,중학교,1956-04-01,공립,본교,운영,충청남도 아산시 풍기동 214-28,충청남도 아산시 온여고길21번길 22,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2020-09-22,36.77694367,127.0143735405,2021-03-25
B000010074,온양중학교,중학교,1947-05-20,공립,본교,운영,충청남도 아산시 용화동 276,충청남도 아산시 온중로 48,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2020-09-22,36.77372418,126.9983721041,2021-03-25
B000007882,고현초등학교,초등학교,1928-05-17,공립,본교,운영,경상남도 남해군 고현면 대사리 618,경상남도 남해군 고현면 고설로 31,9010000,경상남도교육청,9171000,경상남도남해교육지원청,2013-11-29,2020-09-22,34.8973197248,127.8777372946,2021-03-25
B000007937,웅양초등학교,초등학교,1920-05-01,공립,본교,운영,경상남도 거창군 웅양면 노현리 292,경상남도 거창군 웅양면 웅양로 1403,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2020-09-22,35.8032329248,127.9153636631,2021-03-25
B000003803,신도초등학교,초등학교,1995-03-01,공립,본교,운영,경기도 부천시 중동 1172-1,경기도 부천시 부흥로 137,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2020-09-22,37.4978318487,126.7581194510,2021-03-25
B000002814,대구인지초등학교,초등학교,1943-04-14,공립,본교,운영,대구광역시 서구 비산동 1025-10,대구광역시 서구 서대구로66길 20,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.8861834663,128.5672852182,2021-03-25
B000005633,광명초등학교,초등학교,1937-05-18,공립,본교,운영,충청남도 보령시 오천면 원산도리 756-1,충청남도 보령시 오천면 원산도3길 151-11,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2020-09-22,36.3714264718,126.4311730482,2021-03-25
B000002864,대구남덕초등학교,초등학교,1990-11-01,공립,본교,운영,대구광역시 남구 대명동 531-1,대구광역시 남구 앞산순환로93길 33,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8330628214,128.5739472367,2021-03-25
B000003265,효광초등학교,초등학교,1990-03-30,공립,본교,운영,광주광역시 서구 광천동 650-290,광주광역시 서구 광천2길 33,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1668180955,126.8794246520,2021-03-25
B000009986,덕산중학교,중학교,1955-09-25,공립,본교,운영,충청북도 진천군 덕산읍 용몽리 566-1,충청북도 진천군 덕산읍 몽촌2길 19,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2021-03-23,36.90726011,127.5104127991,2021-03-25
B000006312,청웅초등학교,초등학교,1922-03-16,공립,본교,운영,전라북도 임실군 청웅면 구고리 111,전라북도 임실군 청웅면 청웅로 188,8320000,전라북도교육청,8431000,전라북도임실교육지원청,2013-11-29,2020-09-22,35.5714258301,127.2049038216,2021-03-25
