"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000008133,신연중학교,중학교,1987-04-20,공립,본교,운영,서울특별시 서대문구 연희동 1-107,서울특별시 서대문구 모래내로 408,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.5827154293,126.9398363929,2021-03-25
B000006120,석불초등학교,초등학교,1967-03-01,공립,본교,운영,전라북도 익산시 삼기면 연동리 643-2,전라북도 익산시 삼기면 진북로 267,8320000,전라북도교육청,8351000,전라북도익산교육지원청,2013-11-29,2020-09-22,36.0299490256,127.0059679627,2021-03-25
B000009777,하랑중학교,중학교,1967-08-09,공립,본교,운영,강원도 동해시 발한동 377,강원도 동해시 발한로 347,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,2020-09-22,37.5604896610,129.1022817192,2021-03-25
B000011372,부산마케팅고등학교,고등학교,1953-07-03,사립,본교,운영,부산광역시 부산진구 전포동 487,부산광역시 부산진구 봉수로 13,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1510804365,129.0704528,2021-03-25
B000012988,전주기전여자고등학교,고등학교,1900-04-24,사립,본교,운영,전라북도 전주시 완산구 효자동3가 691-2,전라북도 전주시 완산구 유연로 133,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2020-09-22,35.8262390877,127.1006549506,2021-03-25
B000012912,대천고등학교,고등학교,1944-05-01,공립,본교,운영,충청남도 보령시 죽정동 562,충청남도 보령시 대고로 58,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2020-09-22,36.3658064285,126.6049566167,2021-03-25
B000004297,광주광명초등학교,초등학교,1961-04-03,공립,본교,운영,경기도 광주시 오포읍 신현리 365,경기도 광주시 오포읍 문형산길 7,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2020-09-22,37.3596069458,127.1607993814,2021-03-25
B000004851,조양초등학교,초등학교,1943-04-15,공립,본교,운영,강원도 춘천시 동산면 조양리 371-1,강원도 춘천시 동산면 조양길 257,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.75120029,127.7956209,2021-03-25
B000010418,백산중학교,중학교,1949-11-21,사립,본교,운영,전라북도 부안군 백산면 오곡리 547-5,전라북도 부안군 백산면 백산로 379,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2020-09-22,35.7080844897,126.7910026203,2021-03-25
B000002451,중리초등학교,초등학교,1988-09-27,공립,본교,운영,부산광역시 영도구 동삼동 454-34,부산광역시 영도구 와치로 286,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0742018903,129.0701925668,2021-03-25
B000007081,녹전초등학교원천분교장,초등학교,1949-10-10,공립,분교,운영,경상북도 안동시 녹전면 원천리 261-1,경상북도 안동시 녹전면 원당안길 12,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.7916126162,128.7567403746,2021-03-25
B000026781,별가람고등학교,고등학교,2016-03-01,공립,본교,운영,경기도 남양주시 별내동 909,경기도 남양주시 순화궁로 393,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2020-09-22,37.66143761,127.1221741668,2021-03-25
B000007700,이북초등학교,초등학교,1929-09-01,공립,본교,운영,경상남도 김해시 한림면 명동리 139,경상남도 김해시 한림면 한림로 98-9,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.3035261379,128.8097030554,2021-03-25
B000023846,오룡중학교,중학교,2014-03-01,공립,본교,운영,전라남도 무안군 삼향읍 남악리 2535,전라남도 무안군 삼향읍 남악5로22번길 38,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2013-11-29,2020-09-22,34.8078284165,126.4752255001,2021-03-25
B000007154,영천동부초등학교,초등학교,1949-09-01,공립,본교,운영,경상북도 영천시 조교동 425-1,경상북도 영천시 호국로 209,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2020-09-22,35.9782193055,128.9601297664,2021-03-25
B000005230,광산초등학교흘리분교장,초등학교,1961-04-01,공립,분교,운영,강원도 고성군 간성읍 흘리 55,강원도 고성군 간성읍 흘리령길 3-15,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2020-09-22,38.2668613623,128.3744283579,2021-03-25
B000026425,향산초등학교,초등학교,2020-09-01,공립,본교,운영,경기도 김포시 고촌읍 향산리 29-4,경기도 김포시 고촌읍 상미1로 26,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2020-12-08,37.62028277,126.749979,2021-03-25
B000005322,용원초등학교,초등학교,1923-04-24,공립,본교,운영,충청북도 충주시 신니면 용원리 245-3,충청북도 충주시 신니면 안용원로 6,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2020-09-22,36.9953212752,127.7357256090,2021-03-25
B000006652,득량남초등학교,초등학교,1944-04-01,공립,본교,운영,전라남도 보성군 득량면 해평리 588,전라남도 보성군 득량면 월평1길 50,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2013-11-29,2020-09-22,34.7520000719,127.1864241839,2021-03-25
B000012410,대송고등학교,고등학교,1999-03-01,공립,본교,운영,울산광역시 동구 화정동 223,울산광역시 동구 봉수로 210,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.5056685543,129.4190091004,2021-03-25
B000007207,은척초등학교무릉분교장,초등학교,1947-01-03,공립,분교,운영,경상북도 상주시 은척면 무릉리 153,경상북도 상주시 은척면 무릉2길 2,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2013-11-29,2020-09-22,36.5779030144,128.0884234943,2021-03-25
B000022939,강경고등학교,고등학교,1936-04-21,공립,본교,운영,충청남도 논산시 강경읍 남교리 48,충청남도 논산시 강경읍 계백로 188,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.1596285030,127.0198870587,2021-03-25
B000022943,강경산양초등학교,초등학교,1940-10-16,공립,본교,운영,충청남도 논산시 강경읍 산양리 237,충청남도 논산시 강경읍 산양길 45,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.1470775283,127.0214206254,2021-03-25
B000010162,화성중학교,중학교,1971-01-16,공립,본교,운영,충청남도 청양군 화성면 구재리 156-3,충청남도 청양군 화성면 무한로 226-15,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2020-09-22,36.4369338299,126.7220449203,2021-03-25
B000002610,학사초등학교,초등학교,2003-03-01,공립,본교,운영,부산광역시 북구 화명동 2296,부산광역시 북구 용당로15번길 20,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2020-09-22,35.2314327983,129.0080672,2021-03-25
B000004995,광정초등학교,초등학교,1967-03-20,공립,본교,운영,강원도 양양군 현북면 하광정리 193,강원도 양양군 현북면 하조대1길 38,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-22,38.0185835052,128.7251067827,2021-03-25
B000008553,장전중학교,중학교,1986-03-19,공립,본교,운영,부산광역시 금정구 장전동 521-183,부산광역시 금정구 금샘로18번길 39,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.2287881207,129.0779437,2021-03-25
B000009855,여량중학교,중학교,1964-12-19,공립,본교,운영,강원도 정선군 여량면 여량리 87,강원도 정선군 여량면 여량7길 42,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2020-09-22,37.4687804890,128.7263062289,2021-03-25
B000007228,가은초등학교희양분교장,초등학교,1935-05-13,공립,분교,운영,경상북도 문경시 가은읍 상괴리 450,경상북도 문경시 가은읍 대야로 1871,8750000,경상북도교육청,8841000,경상북도문경교육지원청,2013-11-29,2020-09-22,36.6707620542,128.0116525882,2021-03-25
B000011577,한림디자인고등학교,고등학교,1962-04-01,사립,본교,운영,충청북도 충주시 교현동 490,충청북도 충주시 야현1길 21,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2020-09-22,36.9800411299,127.9390386891,2021-03-25
B000004872,북원초등학교,초등학교,1985-05-04,공립,본교,운영,강원도 원주시 단계동 796,강원도 원주시 단구로 60,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.3430558838,127.9383478860,2021-03-25
B000002407,서울정수초등학교,초등학교,1986-04-06,공립,본교,운영,서울특별시 성북구 정릉동 431-62,서울특별시 성북구 정릉로24길 58,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.6037748856,127.0077188836,2021-03-25
B000008617,신곡중학교,중학교,1997-03-01,공립,본교,운영,부산광역시 해운대구 좌동 1329,부산광역시 해운대구 좌동순환로 316,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.1681464634,129.1818773196,2021-03-25
B000002228,서울가곡초등학교,초등학교,1993-04-13,공립,본교,운영,서울특별시 강서구 마곡동 728-28,서울특별시 강서구 공항대로36길 74,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5557076050,126.8361030745,2021-03-25
B000010618,함평손불중학교,중학교,1967-03-15,공립,본교,운영,전라남도 함평군 손불면 대전리 636,전라남도 함평군 손불면 손불중앙길 7-6,8490000,전라남도교육청,8671000,전라남도함평교육지원청,2013-11-29,2020-09-22,35.1441879199,126.4281757338,2021-03-25
B000005266,직지초등학교,초등학교,2009-03-01,공립,본교,운영,충청북도 청주시 흥덕구 복대동 3368,충청북도 청주시 흥덕구 공단로99번길 22,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.6400739311,127.4377965393,2021-03-25
B000013055,해리고등학교,고등학교,1972-03-08,공립,본교,운영,전라북도 고창군 해리면 하련리 570,전라북도 고창군 해리면 해리중앙로 146,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2020-09-22,35.4658241092,126.5381074831,2021-03-25
B000023212,대구가톨릭대학교사범대학부속무학고등학교,고등학교,1974-11-07,사립,본교,운영,경상북도 경산시 하양읍 도리리 76,경상북도 경산시 하양읍 금송로 71-11,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2020-09-22,35.9200286897,128.8159912400,2021-03-25
B000013046,산서고등학교,고등학교,1986-03-03,공립,본교,운영,전라북도 장수군 산서면 동화리 73,전라북도 장수군 산서면 보산로 1852-6,8320000,전라북도교육청,8421000,전라북도장수교육지원청,2013-11-29,2020-09-22,35.5838863794,127.3990161537,2021-03-25
B000002230,서울양천초등학교,초등학교,1900-04-01,공립,본교,운영,서울특별시 강서구 가양동 272-11,서울특별시 강서구 양천로 329,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5701881708,126.8395396603,2021-03-25
B000006129,성북초등학교,초등학교,1947-06-05,공립,본교,운영,전라북도 익산시 망성면 신작리 868,전라북도 익산시 망성면 신작길 17-5,8320000,전라북도교육청,8351000,전라북도익산교육지원청,2013-11-29,2020-09-22,36.1465224012,127.0081046390,2021-03-25
B000006584,무정초등학교,초등학교,1922-08-25,공립,본교,운영,전라남도 담양군 무정면 봉안리 68-1,전라남도 담양군 무정면 수문동길 26-11,8490000,전라남도교육청,8561000,전라남도담양교육지원청,2013-11-29,2020-09-22,35.2908484657,127.0403348677,2021-03-25
B000013548,세마고등학교,고등학교,2010-03-01,공립,본교,운영,경기도 오산시 세교동 626,경기도 오산시 수목원로 559-17,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2020-09-22,37.1805408832,127.0409970499,2021-03-25
B000012873,오송고등학교,고등학교,2012-03-01,공립,본교,운영,충청북도 청주시 흥덕구 오송읍 연제리 727,충청북도 청주시 흥덕구 오송읍 오송생명3로 95,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.6296200178,127.3259845789,2021-03-25
B000008421,자양중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 광진구 자양동 524-10,서울특별시 광진구 뚝섬로41길 33,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.5353980502,127.0743839716,2021-03-25
B000004894,신평초등학교,초등학교,1944-05-20,공립,본교,운영,강원도 원주시 지정면 신평리 681-3,강원도 원주시 지정면 신무로 336,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.3849121433,127.8923524,2021-03-25
B000023084,청아초등학교,초등학교,2016-10-04,공립,본교,운영,경기도 하남시 풍산동 561,경기도 하남시 미사강변중앙로132번길 45,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2020-09-22,37.55870172,127.1941910912,2021-03-25
B000012977,전일고등학교,고등학교,1981-03-09,사립,본교,운영,전라북도 전주시 완산구 효자동3가 523,전라북도 전주시 완산구 우전로 249,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2020-09-22,35.8156759316,127.0997119149,2021-03-25
B000012507,양명고등학교,고등학교,1974-03-09,사립,본교,운영,경기도 안양시 만안구 안양동 67,경기도 안양시 만안구 경수대로1001번길 184,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.4086403696,126.9200166694,2021-03-25
B000005694,학돌초등학교,초등학교,2001-09-01,공립,본교,운영,충청남도 서산시 읍내동 624-2,충청남도 서산시 부춘1로 35,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2020-09-22,36.7851290912,126.4445609641,2021-03-25
B000002148,서울석촌초등학교,초등학교,1990-05-10,공립,본교,운영,서울특별시 송파구 석촌동 267,서울특별시 송파구 가락로11길 26,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.5026306343,127.1052121944,2021-03-25
B000006568,광양칠성초등학교,초등학교,2003-04-01,공립,본교,운영,전라남도 광양시 광양읍 칠성리 1006,전라남도 광양시 광양읍 서평로 60,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2013-11-29,2020-09-22,34.9794256440,127.5786744368,2021-03-25
B000009192,수진중학교,중학교,2008-03-04,공립,본교,운영,경기도 성남시 수정구 수진동 4674,경기도 성남시 수정구 모란로 55,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2020-09-22,37.4371170051,127.1236375610,2021-03-25
B000005808,내산초등학교,초등학교,1931-08-27,공립,본교,운영,충청남도 부여군 내산면 운치리 442-6,충청남도 부여군 내산면 성충로 906,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2020-09-22,36.2818993201,126.7766004771,2021-03-25
B000002118,서울금양초등학교,초등학교,1915-09-15,공립,본교,운영,서울특별시 용산구 효창동 126-4,서울특별시 용산구 효창원로 137,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.5409423141,126.9618318731,2021-03-25
B000004740,삼숭초등학교,초등학교,2005-09-01,공립,본교,운영,경기도 양주시 삼숭동 679-2,경기도 양주시 삼숭로38번길 112,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.7967105349,127.1081899175,2021-03-25
B000006051,문창초등학교,초등학교,1945-11-15,공립,본교,운영,전라북도 군산시 산북동 2701,전라북도 군산시 공항로 394,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2020-09-22,35.9562471341,126.6549529402,2021-03-25
B000012968,송악고등학교,고등학교,1975-11-14,사립,본교,운영,충청남도 당진시 송악읍 가학리 395,충청남도 당진시 송악읍 송악로 165,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2020-09-22,36.9165824387,126.7047622346,2021-03-25
B000012757,춘천고등학교,고등학교,1924-04-25,공립,본교,운영,강원도 춘천시 소양로3가 149-1,강원도 춘천시 중앙로68번길 37,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.8819738125,127.7229921623,2021-03-25
B000011317,광운전자공업고등학교,고등학교,1934-05-20,사립,본교,운영,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6192397716,127.0565451668,2021-03-25
B000008002,구엄초등학교,초등학교,1923-04-01,공립,본교,운영,제주특별자치도 제주시 애월읍 구엄리 1065,제주특별자치도 제주시 애월읍 일주서로 6768,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-22,33.4735582732,126.3752766525,2021-03-25
B000008614,장산중학교,중학교,2007-03-01,공립,본교,운영,부산광역시 해운대구 반여동 1411-8,부산광역시 해운대구 선수촌로 47,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.19878198,129.1177118181,2021-03-25
B000007477,도계초등학교,초등학교,1992-03-01,공립,본교,운영,경상남도 창원시 의창구 도계동 357-1,경상남도 창원시 의창구 하남천동길 10,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.2586974237,128.6393103361,2021-03-25
B000009866,화천중학교,중학교,1954-11-05,공립,본교,운영,강원도 화천군 하남면 위라리 502,강원도 화천군 하남면 춘화로 3348-9,7800000,강원도교육청,7941000,강원도화천교육지원청,2013-11-29,2020-09-22,38.0969411877,127.7082684198,2021-03-25
B000006215,만경초등학교,초등학교,1909-04-03,공립,본교,운영,전라북도 김제시 만경읍 만경리 165,전라북도 김제시 만경읍 능제2길 2,8320000,전라북도교육청,8381000,전라북도김제교육지원청,2013-11-29,2020-09-22,35.8541727045,126.8229525097,2021-03-25
B000008933,상무중학교,중학교,1985-03-08,공립,본교,운영,광주광역시 서구 쌍촌동 471,광주광역시 서구 운천로 142,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1449205773,126.8579815451,2021-03-25
B000007153,영화초등학교,초등학교,1963-06-29,공립,본교,운영,경상북도 영천시 화룡동 196-1,경상북도 영천시 영화새싹길 22,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2020-09-22,35.9652095897,128.9222042010,2021-03-25
B000011376,부산전자공업고등학교,고등학교,1938-10-27,공립,본교,운영,부산광역시 동래구 온천동 362-3,부산광역시 동래구 금강로59번길 51,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.2156063065,129.0730587561,2021-03-25
B000013310,창원경일고등학교,고등학교,1986-03-05,사립,본교,운영,경상남도 창원시 성산구 중앙동 115,경상남도 창원시 성산구 두대로 165,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.2265865699,128.6612133590,2021-03-25
B000005407,군남초등학교,초등학교,1964-04-09,공립,본교,운영,충청북도 옥천군 옥천읍 서대리 279,충청북도 옥천군 옥천읍 서대구일로 10,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2013-11-29,2020-09-22,36.2781888383,127.5818094462,2021-03-25
B000003290,광주백운초등학교,초등학교,1966-07-30,공립,본교,운영,광주광역시 남구 백운동 217,광주광역시 남구 독립로 51,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1381742283,126.8999242468,2021-03-25
B000005816,석양초등학교,초등학교,1957-06-10,공립,본교,운영,충청남도 부여군 석성면 증산리 1271-2,충청남도 부여군 석성면 증산로39번길 31,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2020-09-22,36.2541203324,126.9982215008,2021-03-25
B000009820,한서중학교,중학교,1954-10-18,공립,본교,운영,강원도 홍천군 서면 모곡리 897-1,강원도 홍천군 서면 보리울길 3,7800000,강원도교육청,7881000,강원도홍천교육지원청,2013-11-29,2020-09-22,37.6874765299,127.5942167488,2021-03-25
B000003302,광주삼육초등학교,초등학교,1954-04-15,사립,본교,운영,광주광역시 남구 주월동 468-2,광주광역시 남구 회서로 30,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1302338978,126.8937319735,2021-03-25
B000007345,우곡초등학교,초등학교,1933-12-05,공립,본교,운영,경상북도 고령군 우곡면 연리 329,경상북도 고령군 우곡면 객기나루길 374,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2013-11-29,2020-09-22,35.6337823067,128.3673188346,2021-03-25
B000022847,청람중학교,중학교,2013-05-16,공립,본교,운영,전라남도 강진군 군동면 라천리 161,전라남도 강진군 군동면 석교로 395,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2013-11-29,2020-09-22,34.6492052,126.8203216,2021-03-25
B000013325,진주중앙고등학교,고등학교,2002-03-01,공립,본교,운영,경상남도 진주시 하대동 294-1,경상남도 진주시 하대로 59,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.1940098560,128.1190141583,2021-03-25
B000005601,귀산초등학교,초등학교,1941-06-15,공립,본교,운영,충청남도 공주시 우성면 귀산리 135,충청남도 공주시 우성면 귀산길 81-15,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2020-09-22,36.4999701100,127.1130512306,2021-03-25
B000012560,군포고등학교,고등학교,1989-03-02,사립,본교,운영,경기도 군포시 금정동 870-4,경기도 군포시 오금로 118,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2020-09-22,37.3576039286,126.9404490810,2021-03-25
B000007589,금호초등학교,초등학교,2008-03-01,공립,본교,운영,경상남도 진주시 금산면 장사리 961,경상남도 진주시 금산면 중천로67번길 25,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.2190172049,128.1436600587,2021-03-25
B000006465,여남초등학교,초등학교,1921-04-04,공립,본교,운영,전라남도 여수시 남면 우학리 263,전라남도 여수시 남면 금오로 836,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2020-09-22,34.5121329608,127.7668037837,2021-03-25
B000009538,한겨레중학교,중학교,2006-03-01,사립,본교,운영,경기도 안성시 죽산면 칠장리 10-1,경기도 안성시 죽산면 칠장로 107-9,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,37.03060318,127.4226896023,2021-03-25
B000007340,쌍림초등학교,초등학교,1925-04-20,공립,본교,운영,경상북도 고령군 쌍림면 귀원리 198,경상북도 고령군 쌍림면 귀원1길 6,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2013-11-29,2020-09-22,35.6818751032,128.2428707083,2021-03-25
B000005010,정라초등학교,초등학교,1941-07-19,공립,본교,운영,강원도 삼척시 정상동 344,강원도 삼척시 정상로3길 5,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2020-09-22,37.4442912069,129.1768806219,2021-03-25
B000010915,고령중학교,중학교,1947-11-08,공립,본교,운영,경상북도 고령군 대가야읍 쾌빈리 106-5,경상북도 고령군 대가야읍 가야금길 20,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2013-11-29,2020-09-22,35.7408382617,128.2720685450,2021-03-25
B000002112,서울이태원초등학교,초등학교,1943-05-01,공립,본교,운영,서울특별시 용산구 이태원동 406,서울특별시 용산구 녹사평대로40길 19,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.5364777066,126.9876726603,2021-03-25
B000003377,대전산성초등학교,초등학교,1971-04-15,공립,본교,운영,대전광역시 중구 사정동 419,대전광역시 중구 대둔산로 332,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.2992713438,127.3864684604,2021-03-25
B000026752,정산중학교,중학교,1952-05-28,공립,본교,운영,충청남도 청양군 정산면 역촌리 555-10,충청남도 청양군 정산면 역말길 42,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2020-09-22,36.4126109228,126.9561688410,2021-03-25
B000001908,선일초등학교,초등학교,1965-09-27,사립,본교,운영,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.6203042094,126.9119930732,2021-03-25
B000012219,효성여자고등학교,고등학교,1951-08-31,사립,본교,운영,대구광역시 달서구 월성동 247,대구광역시 달서구 월곡로94길 48,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8343042153,128.5284023789,2021-03-25
B000001859,서울면목초등학교,초등학교,1944-11-12,공립,본교,운영,서울특별시 중랑구 면목동 221,서울특별시 중랑구 면목로 434,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.5906965996,127.0872878229,2021-03-25
B000002759,대구동부초등학교,초등학교,1972-05-26,공립,본교,운영,대구광역시 동구 신암동 672-1,대구광역시 동구 신암북로7길 22,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8880246508,128.6198319742,2021-03-25
B000004947,임곡초등학교,초등학교,1944-06-13,공립,본교,운영,강원도 강릉시 강동면 임곡리 317,강원도 강릉시 강동면 임곡로 890-14,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2020-09-22,37.6772184536,128.9689053316,2021-03-25
B000010896,영양여자중학교,중학교,1973-03-04,사립,본교,운영,경상북도 영양군 영양읍 동부리 5,경상북도 영양군 영양읍 영양창수로 141,8750000,경상북도교육청,8891000,경상북도영양교육지원청,2013-11-29,2020-09-22,36.6618880785,129.1297625927,2021-03-25
B000002869,대구봉덕초등학교,초등학교,1965-06-30,공립,본교,운영,대구광역시 남구 봉덕동 1319-1,대구광역시 남구 효성로 71,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8396833398,128.5968429031,2021-03-25
B000011994,중앙여자고등학교,고등학교,1940-10-10,사립,본교,운영,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.5631767195,126.9540593212,2021-03-25
B000011029,구산중학교구남분교장,중학교,1971-01-16,공립,분교,운영,경상남도 창원시 마산합포구 구산면 반동리 383,경상남도 창원시 마산합포구 구산면 이순신로 7,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.0869581111,128.5870691532,2021-03-25
B000002093,서울효제초등학교,초등학교,1895-11-15,공립,본교,운영,서울특별시 종로구 효제동 255-4,서울특별시 종로구 대학로 12,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.57268283,127.0034909576,2021-03-25
B000009047,대전삼육중학교,중학교,1952-04-01,사립,본교,운영,대전광역시 서구 도마동 163-11,대전광역시 서구 도림1길 15,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3118434416,127.3724190575,2021-03-25
B000003485,대전두리초등학교,초등학교,2005-09-01,공립,본교,운영,대전광역시 유성구 송강동 162,대전광역시 유성구 와룡로 37,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.4292747009,127.3823802228,2021-03-25
B000005216,광산초등학교,초등학교,1942-06-07,공립,본교,운영,강원도 고성군 간성읍 광산리 193,강원도 고성군 간성읍 진부령로 2427,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2020-09-22,38.3752638287,128.4139175320,2021-03-25
B000008757,달서중학교,중학교,1968-03-01,사립,본교,운영,대구광역시 달성군 하빈면 감문리 816,대구광역시 달성군 하빈면 하빈로 118,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.8861992979,128.4214028172,2021-03-25
