시군명,시설구분명,시설명,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
부천시,체육도장업,경희태권도,경기도 부천시 소사본동 204-15번지 2층,"경기도 부천시 소사로159번길 6  (소사본동,2층)",37.4725999,126.7951813
부천시,체육도장업,경희대 석사 올림픽 태권도장,경기도 부천시 소사본동 409-6 504호,"경기도 부천시 소사동로72번길 17, 5층 504호 (소사본동, 아크리아Ⅲ)",37.47252504,126.8033941
부천시,체육도장업,도움태권도장,경기도 부천시 도당동 43-2번지 지하1층,"경기도 부천시 수도로 200, 지하1층 (도당동)",37.519401,126.7870995
부천시,체육도장업,이옥성.김정주 복싱다이어트클럽,"경기도 부천시 상동 538-7 다승프라자 203,204호","경기도 부천시 길주로 125, 203~204호 (상동, 다승프라자)",37.50615623,126.7563768
부천시,체육도장업,미리내 천마 태권도,경기도 부천시 중동 1179번지 한신한양금호상가 201호,"경기도 부천시 소향로 228, 201호 (중동, 한신한양금호상가)",37.4998147,126.7734044
부천시,체육도장업,세종태권도,경기도 부천시 내동 31번지,경기도 부천시 신흥로389번길 53  (내동),37.5182557,126.7722395
부천시,체육도장업,라온태권도장,"경기도 부천시 원미동 94-1 순복음성광교회 2,3층 ","경기도 부천시 원미로 130, 순복음성광교회 2,3층 (원미동)",37.49414955,126.7914511
부천시,체육도장업,SN boxing GYM,경기도 부천시 송내동 329-11번지,경기도 부천시 경인로 11 (송내동),37.4832653,126.7564392
부천시,체육도장업,신동아체육관,경기도 부천시 소사본동 180-4번지,경기도 부천시 은성로 36  (소사본동),37.4750133,126.7944624
부천시,체육도장업,상욱미션태권도,경기도 부천시 원종동 138-30번지 부일빌딩  3층,"경기도 부천시 성오로128번길 43-3 (원종동,부일빌딩  3층)",37.5259226,126.8015157
부천시,체육도장업,경찰대태권도,경기도 부천시 상동 536-2번지 503반,경기도 부천시 송내대로265번길 67  (상동),37.5071741,126.7547433
부천시,체육도장업,한울태권도장,경기도 부천시 송내동 372 중동역푸르지오아파트 ,"경기도 부천시 중동로 64, 103,104호 (송내동, 중동역푸르지오아파트)",37.48496235,126.7645046
부천시,체육도장업,원미꿈나무태권도,"경기도 부천시 원미동 151-1번지 두산아파트 단지상가 209,210호","경기도 부천시 원미로144번길 51, 단지상가동 209,210호 (원미동, 두산아파트)",37.4951768,126.7940219
부천시,체육도장업,금메달스포츠클럽,경기도 부천시 역곡동 66-16번지 3층 302호 ,"경기도 부천시 역곡로 51, 3층 302호 (역곡동)",37.4896798,126.8093246
부천시,체육도장업,통일체육관,경기도 부천시 원미동 58-1번지,,37.4964038,126.7898797
부천시,체육도장업,국제태권도체육관,경기도 부천시 도당동 263-29번지 2층,"경기도 부천시 부천로263번길 18  (도당동,2층)",37.5073686,126.7848269
부천시,체육도장업,연세대 꿈나무태권도,경기도 부천시 원종동 375-8번지 501호,"경기도 부천시 소사로 701, 501호 (원종동, 성산빌딩)",37.5185936,126.8045217
부천시,체육도장업,한국체대 상일태권스쿨,경기도 부천시 상동 235 ,"경기도 부천시 장말로 188, 3층 (상동)",37.49283014,126.7629003
부천시,체육도장업,경원대태권도장,경기도 부천시 심곡본동 678-15번지,경기도 부천시 성주로 257 (심곡본동),37.4812071,126.7817373
부천시,체육도장업,쿠바복싱다이어트 클럽 2관,경기도 부천시 심곡동 163-3번지,"경기도 부천시 부천로40번길 18, 3층 (심곡동)",37.487537,126.7843758
부천시,체육도장업,고리울태권도장,경기도 부천시 춘의동 221-28번지 3층,"경기도 부천시 부천로167번길 23, 3층 (춘의동)",37.4992598,126.7849071
부천시,체육도장업,하나 태권도장,"경기도 부천시 심곡동 334-40번지 2층,지층 ","경기도 부천시 장말로294번길 32-3, 2층,지층 (심곡동)",37.48984196,126.774023
부천시,체육도장업,동양태권도장,경기도 부천시 심곡본동 703-12번지,경기도 부천시 심곡로67번길 71  (심곡본동),37.4772641,126.7787417
부천시,체육도장업,용인대 고강 태권도장,경기도 부천시 고강동 358-5번지 상구빌딩 ,"경기도 부천시 고강로154번길 46, 상구빌딩 (고강동)",37.5295333,126.8224355
부천시,체육도장업,극동태권도체육관,경기도 부천시 상동 399번지,,37.4900638,126.7502431
부천시,체육도장업,경희대위너태권도장,경기도 부천시 원종동 209-5 210호,"경기도 부천시 성오로124번길 47, 210호 (원종동)",37.52506736,126.8023173
부천시,체육도장업,한일태권도장,경기도 부천시 괴안동 199번지 3층,"경기도 부천시 경인로587번길 16  (괴안동,3층)",37.4881281,126.8194031
부천시,체육도장업,부천검도관,경기도 부천시 심곡동 368-19번지,경기도 부천시 부흥로 370 (심곡동),37.4916778,126.7823849
부천시,체육도장업,역곡유도회관,경기도 부천시 역곡동 110-14번지,경기도 부천시 역곡로14번길 29  (역곡동),37.4869553,126.8127124
부천시,체육도장업,용인대타이곤태권도장,경기도 부천시 원미동 147-2번지,경기도 부천시 조종로20번길 33 (원미동),37.4916499,126.7867723
부천시,체육도장업,덕산태권도,경기도 부천시 오정동 573-6번지,경기도 부천시 오정로220번길 35  (오정동),37.5267052,126.7855512
부천시,체육도장업,역곡태권도,경기도 부천시 역곡동 34번지 3층,"경기도 부천시 지봉로 48, 3층 (역곡동, 거남빌딩)",37.4860147,126.8050488
부천시,체육도장업,경희대금메달태권도체육관,경기도 부천시 심곡본동 566-1번지 부천아파트 상가동 202호,"경기도 부천시 성주로 226-2, 상가동 202호 (심곡본동)",37.4769266,126.7813542
부천시,체육도장업,열린태권도체육관,경기도 부천시 중동 770-5번지,경기도 부천시 중동로 147 (중동),37.4928726,126.7665506
부천시,체육도장업,역곡트라이스톤,경기도 부천시 역곡동 82-7번지 3층,"경기도 부천시 부일로 745, 3층 (역곡동)",37.4862881,126.8124314
부천시,체육도장업,대일경희대태권도,경기도 부천시 상동 392번지 한아름상가 301호,"경기도 부천시 장말로 71, 상가동 301호 (상동, 한아름마을)",37.495009,126.749661
부천시,체육도장업,태권도백호체육관,경기도 부천시 고강동 310-3번지,경기도 부천시 성지로102번길 38  (고강동),37.5279513,126.8132984
부천시,체육도장업,팰리스 태권도장,경기도 부천시 중동 1288번지 팰리스카운티 ,"경기도 부천시 장말로216번길 3, 팰리스카운티 푸르지오상가 306,307호 (중동)",37.49045576,126.7654615
부천시,체육도장업,경희석사 백호태권도,경기도 부천시 여월동 334번지 여월프라자 5층 501호,"경기도 부천시 여월로 72, 501호 (여월동)",37.5116769,126.8062705
부천시,체육도장업,부천명문태권도,경기도 부천시 삼정동 296-13번지,경기도 부천시 중동로 433 (삼정동),37.5185121,126.7697388
부천시,체육도장업,태양체육관,경기도 부천시 괴안동 169-3번지 2층,"경기도 부천시 경인로 539 (괴안동,2층)",37.4858142,126.8147391
부천시,체육도장업,화랑태권도장,경기도 부천시 중동 749-16번지,경기도 부천시 중동로 159  (중동),37.4940085,126.7668863
부천시,체육도장업,BEAT복싱 역곡관,경기도 부천시 괴안동 167-16번지 ,"경기도 부천시 경인로536번길 49, 2층 (괴안동)",37.48437544,126.8164614
부천시,체육도장업,K-가온태권도장,경기도 부천시 괴안동 70-14번지 2층 ,"경기도 부천시 안곡로 37, 2층 (괴안동)",37.47929417,126.8064529
부천시,체육도장업,부천풍산복싱체육관,경기도 부천시 심곡본동 532-11번지 ,"경기도 부천시 경인로 183, 6층 (심곡본동)",37.48401586,126.775748
부천시,체육도장업,설악태권도아카데미,경기도 부천시 중동 1051-1번지,경기도 부천시 중동로 326 (중동),37.5086736,126.7699051
부천시,체육도장업,수방사 신화권투체육관,경기도 부천시 원종동 231번지 부원빌딩 지하1동 ,"경기도 부천시 소사로808번길 6, 지하1동 (원종동,부원빌딩)",37.5279289,126.8051305
부천시,체육도장업,꿈나무체육관(태권),경기도 부천시 송내동 333-1번지,경기도 부천시 송내대로30번길 82  (송내동),37.4856827,126.7577428
부천시,체육도장업,경희대석사스카이태권도,경기도 부천시 소사본동 409-6번지 504호,"경기도 부천시 소사동로72번길 17,  504호 (소사본동)",37.4724608,126.8033549
부천시,체육도장업,올림픽태권도장,경기도 부천시 중동 1051-1번지 단지내상가 302호,"경기도 부천시 중동로 326, 단지내상가동 302호 (중동)",37.5086736,126.7699051
부천시,체육도장업,역곡M복싱클럽,경기도 부천시 괴안동 114-7번지 ,"경기도 부천시 경인로 512, 3층 (괴안동)",37.4840712,126.8121543
부천시,체육도장업,부천왕호태권도장,경기도 부천시 괴안동 248-1번지 ,"경기도 부천시 부광로 56, 양지프라자 2층 (괴안동)",37.48001208,126.8148555
부천시,체육도장업,경희대큰나무태권도체육관,경기도 부천시 상동 557-3번지 늘푸른종합상가 403호,"경기도 부천시 조마루로 87, 403호 (상동, 늘푸른종합상가)",37.50059423,126.7534646
부천시,체육도장업,경희대 신어태권도장,경기도 부천시 원미동 83-9번지 2층호,"경기도 부천시 조마루로412번길 44, 2층 (원미동)",37.4955373,126.7890227
부천시,체육도장업,연세대준태권도장,경기도 부천시 원종동 70-1번지 동문아파트 상가 3층 2호,"경기도 부천시 소사로835번길 7 상가 3층 2호 (원종동,동문1차아파트)",37.5305671,126.8041279
부천시,체육도장업,역곡유도회관,경기도 부천시 역곡동 111-7번지 지하호,"경기도 부천시 부일로 757, 지하층 (역곡동)",37.4867045,126.8136514
부천시,체육도장업,JWC영어태권도장,경기도 부천시 중동 1056번지 제일프라자 ,"경기도 부천시 길주로 243, 제일프라자 204호 (중동)",37.50448362,126.769692
부천시,체육도장업,wawa이지유도클럽,경기도 부천시 상동 533-11 부건프라자 ,"경기도 부천시 길주로77번길 61, 부건프라자 501호 (상동)",37.50752809,126.7523805
부천시,체육도장업,CH복싱&크로스핏,경기도 부천시 원종동 222번지,경기도 부천시 원종로 30 (원종동),37.5237904,126.8033541
부천시,체육도장업,석천태권도체육관,경기도 부천시 상동 534-2번지 611반,경기도 부천시 상동로 109  (상동),37.5069269,126.7528893
부천시,체육도장업,용인대도전체육관(태권도),경기도 부천시 상동 235번지 301호(3층),"경기도 부천시 장말로 188, 301호 (상동)",37.4927299,126.7628308
부천시,체육도장업,상동검도관,경기도 부천시 상동 546-10 501반 ,"경기도 부천시 소향로 35, 501호 (상동)",37.50383666,126.7516027
부천시,체육도장업,백호 태권도,경기도 부천시 작동 71-5번지 2층,"경기도 부천시 까치로 86  (작동,2층)",37.5139572,126.8067396
부천시,체육도장업,최강태권도체육관,경기도 부천시 여월동 48-43번지 2층,"경기도 부천시 성오로 3  (여월동,2층)",37.5147281,126.8043736
부천시,체육도장업,한국체대 비전태권도,경기도 부천시 원종동 206-3번지,경기도 부천시 원종로 7  (원종동),37.5241733,126.8007399
부천시,체육도장업,우슈격투기비호관,경기도 부천시 춘의동 131-2번지 3층,"경기도 부천시 옥산로 138, 3층 (춘의동)",37.5056486,126.780489
부천시,체육도장업,검도스쿨중동점,"경기도 부천시 중동 1058-1 신명타운605,606호 ","경기도 부천시 길주로 273, 605~606호 (중동)",37.50398732,126.7728373
부천시,체육도장업,파이널 유도 멀티짐,경기도 부천시 송내동 586번지 4층,"경기도 부천시 경인로 132, 4층 (송내동)",37.48368,126.769881
부천시,체육도장업,퍼펙복싱,경기도 부천시 심곡본동 688-2번지,경기도 부천시 성주로 239 (심곡본동),37.4796837,126.78138
부천시,체육도장업,박사경희대태권도교육관 상인초점,경기도 부천시 상동 526-1 ,"경기도 부천시 도약로 54, 202, 205, 206호 (상동)",37.51190856,126.7552221
부천시,체육도장업,부광태권도,경기도 부천시 심곡동 181-12번지 3층,"경기도 부천시 부흥로 407  (심곡동,3층)",37.4896212,126.785964
부천시,체육도장업,소사체육관(태권),경기도 부천시 소사본동 199-20번지,경기도 부천시 소사로170번길 62 (소사본동),37.4731831,126.7989102
부천시,체육도장업,대한검도 검학당,경기도 부천시 상동 536-2번지 월드컵타운 6층 603호,"경기도 부천시 송내대로265번길 67, 603호 (상동, 월드컵타운)",37.5071741,126.7547433
부천시,체육도장업,세종태권도,경기도 부천시 내동 31 ,경기도 부천시 신흥로389번길 53 (내동),37.5182557,126.7722395
부천시,체육도장업,용인대한국키즈태권도,경기도 부천시 상동 533-11번지 부건프라자 501호,"경기도 부천시 길주로77번길 61, 501호 (상동, 부건프라자)",37.5074302,126.7522995
부천시,체육도장업,명성체육관,경기도 부천시 고강동 399번지,경기도 부천시 고리울로52번길 35  (고강동),37.5255674,126.8214043
부천시,체육도장업,뉴서울체육관,경기도 부천시 송내동 368번지 뉴서울상가 2층 219호,,37.4857109,126.7627176
부천시,체육도장업,금메달 체육관,경기도 부천시 고강동 390-3번지,경기도 부천시 고리울로51번길 7 (고강동),37.5275318,126.8216032
부천시,체육도장업,정인 태권도체육관,경기도 부천시 역곡동 212-2번지 한국아파트 상가 303호,"경기도 부천시 안곡로 292 상가 303호 (역곡동,한국아파트)",37.4927861,126.8135683
부천시,체육도장업,베스트 체대입시,경기도 부천시 소사본동 75-3번지,경기도 부천시 경인옛로 27  (소사본동),37.4809066,126.7948757
부천시,체육도장업,청무검도관,경기도 부천시 중동 1134-1번지 상지프라자 401호,"경기도 부천시 조마루로285번길 60, 401호 (중동, 상지프라자)",37.4999802,126.7751342
부천시,체육도장업,용승태권도체육관,경기도 부천시 소사본동 222-46번지 3층,"경기도 부천시 은성로62번길 111 (소사본동,3층)",37.4702075,126.7975731
부천시,체육도장업,태권도 영광체육관,경기도 부천시 상동 408-3번지 우신프라자 702호,"경기도 부천시 부일로191번길 26, 702호 (상동, 우신프라자)",37.489679,126.7514995
부천시,체육도장업,정무문쿵후체육관,경기도 부천시 심곡동 131-38번지 ,경기도 부천시 부일로517번길 22 (심곡동),37.48593085,126.7879873
부천시,체육도장업,청룡체육관,경기도 부천시 춘의동 222-13번지,경기도 부천시 조마루로 365  (춘의동),37.4983129,126.7844122
부천시,체육도장업,경희대석사위브태권도,경기도 부천시 중동 1111번지 위브더스테이트 상가 6동 209호,"경기도 부천시 신흥로 170-1, 6동 209호 (중동,위브더스테이트 상가)",37.4986532,126.7785195
부천시,체육도장업,태양복싱 다이어트,경기도 부천시 고강동 310-3번지 ,"경기도 부천시 성지로102번길 38, 지층 (고강동)",37.5279513,126.8132984
부천시,체육도장업,권영택유도교실,경기도 부천시 소사본동 233-30번지 2층,"경기도 부천시 소사로 143  (소사본동,2층)",37.4708795,126.7954687
부천시,체육도장업,용인대한얼태권도장,경기도 부천시 중동 765-1번지 3층,"경기도 부천시 장말로175번길 8-4  (중동,3층)",37.4934033,126.7616866
부천시,체육도장업,동신체육관,경기도 부천시 괴안동 199-2번지,경기도 부천시 경인로597번길 10 (괴안동),37.4882372,126.8200474
부천시,체육도장업,베스트 스포츠 클럽,경기도 부천시 범박동 44-16 보람월드프라자 ,"경기도 부천시 범안로 133, 보람월드프라자 5층 (범박동)",37.46984716,126.80939
부천시,체육도장업,검도스쿨원미관,경기도 부천시 상동 546-6번지 801반,경기도 부천시 소향로 25  (상동),37.5038676,126.7505471
부천시,체육도장업,부천검도관,경기도 부천시 심곡동 146-15번지 3층호,"경기도 부천시 부일로 495, 3층 (심곡동)",37.48565562,126.7852971
부천시,체육도장업,신성태권도,경기도 부천시 도당동 128번지,경기도 부천시 삼작로292번길 21-4 (도당동),37.519089,126.7939666
부천시,체육도장업,중동신인복싱클럽,"경기도 부천시 중동 1162-4번지 중동프라자 203,204호","경기도 부천시 석천로 171, 203~204호 (중동, 중동프라자)",37.5027571,126.7624368
부천시,체육도장업,금강태권도,경기도 부천시 중동 1027-2번지 예일빌딩 1층,"경기도 부천시 도약로 112  (중동,예일빌딩 1층)",37.5109278,126.7617999
부천시,체육도장업,화랑태권도,경기도 부천시 고강동 459-2번지 2층,,37.5253414,126.8151603
부천시,체육도장업,즐거운태권도,경기도 부천시 괴안동 204-5 삼익세라믹아파트 ,"경기도 부천시 소안로 20, 상가2층호 (괴안동, 삼익세라믹아파트)",37.47515138,126.8024424
부천시,체육도장업,베스트태권도장,경기도 부천시 범박동 152-2번지 상가동 301호,"경기도 부천시 범안로96번길 29, 상가동 301호 (범박동, 현대홈타운)",37.47273878,126.8075539
부천시,체육도장업,도원태권도체육관,경기도 부천시 심곡본동 630-25번지 ,"경기도 부천시 심곡로77번길 5, 2층 (심곡본동)",37.4770411,126.7751926
부천시,체육도장업,예스복싱클럽,경기도 부천시 중동 1079-1번지 뉴월드타워 701~702호,"경기도 부천시 길주로 315, 701~702호 (중동, 뉴월드타워)",37.5032914,126.7775217
부천시,체육도장업,맑음 태권도,경기도 부천시 상동 557-1번지 5층호,"경기도 부천시 조마루로85번길 18, 5층 (상동)",37.50095451,126.7534068
부천시,체육도장업,고려태권도세상,"경기도 부천시 상동 533-3번지 504,505호","경기도 부천시 상동로117번길 49  (상동,504,505호)",37.5076516,126.7505005
부천시,체육도장업,제일호키태권도,경기도 부천시 괴안동 166-4번지 2층,"경기도 부천시 경인로536번길 52  (괴안동,2층)",37.4839882,126.8166319
부천시,체육도장업,연세대꿈나무태권도장,경기도 부천시 심곡본동 703-9번지 아람빌딩 ,"경기도 부천시 성주로200번길 19, 아람빌딩 (심곡본동)",37.4774618,126.7784924
부천시,체육도장업,중동태권도,"경기도 부천시 중동 1208번지 계남아카데미빌딩 502,503호","경기도 부천시 부흥로 256, 502~503호 (중동, 계남아카데미빌딩)",37.4949262,126.7707733
부천시,체육도장업,슈퍼아이태권도장,경기도 부천시 중동 1103번지 ,"경기도 부천시 옥산로 71, 201, 203호 (중동, 꿈마을상가)",37.5000069,126.7796576
부천시,체육도장업,노블레스 태권도,경기도 부천시 송내동 504번지 2층,"경기도 부천시 중동로70번길 15, 2층 (송내동)",37.4861762,126.7655541
부천시,체육도장업,용인대 전진체육관,경기도 부천시 소사본동 195-1번지 3층 1호,"경기도 부천시 은성로 66,  1호 (소사본동,3층)",37.4749834,126.7979331
부천시,체육도장업,용인대 국가대표 태권도,"경기도 부천시 도당동 63-9번지 2,3층","경기도 부천시 삼작로256번길 11-22, 2,3층 (도당동)",37.5195612,126.7909903
부천시,체육도장업,부안 태권도장,경기도 부천시 괴안동 100-48 ,경기도 부천시 경인로484번길 82 (괴안동),37.4800257,126.8113208
부천시,체육도장업,연세태권도체육관,경기도 부천시 소사본동 174-10번지,경기도 부천시 호현로 417-1  (소사본동),37.4750177,126.7918509
부천시,체육도장업,C.M. 복싱,경기도 부천시 오정동 207-8번지 5층,"경기도 부천시 오정로 209-4, 5층 (오정동)",37.5273941,126.782936
부천시,체육도장업,SL태권도장,경기도 부천시 도당동 105-4번지 2층,"경기도 부천시 성곡로69번길 93, 2층 (도당동)",37.5185906,126.7923844
부천시,체육도장업,봉황태권도장,경기도 부천시 소사본동 159-48번지,경기도 부천시 은성로 57 (소사본동),37.475234,126.7969941
부천시,체육도장업,경희대충무태권도,경기도 부천시 상동 318-4번지 3층,"경기도 부천시 부일로297번길 3, 3층 (상동)",37.4884864,126.7629349
부천시,체육도장업,한체대리틀태권도,경기도 부천시 송내동 370번지 외 1필지,"경기도 부천시 중동로 71  (송내동,외 1필지)",37.4861822,126.7640729
부천시,체육도장업,경희대힘찬태권도장,경기도 부천시 도당동 42-4번지 2층호,"경기도 부천시 수도로 190, 2층 (도당동)",37.5189486,126.7860715
부천시,체육도장업,행복한 동행 삼성태권도장,경기도 부천시 오정동 192-8 ,"경기도 부천시 오정로252번길 16, 3층 (오정동)",37.52958377,126.7873359
부천시,체육도장업,경희대현대태권도,"경기도 부천시 범박동 154-2번지 현대홈타운1단지상가 301,302",,37.4745436,126.8096576
부천시,체육도장업,경희대석사 삼손참태권도장,경기도 부천시 원미동 122-4번지 4층 ,"경기도 부천시 조종로 34, 4층 (원미동)",37.49278803,126.7883295
부천시,체육도장업,고려태권도,경기도 부천시 약대동 91-3번지,"경기도 부천시 평천로 708, 6층 (약대동)",37.5147274,126.7694904
부천시,체육도장업,VICTOR MMA 아카데미,경기도 부천시 상동 545-8번지,"경기도 부천시 소향로37번길 31-17, 6층 (상동, 유원프라자)",37.5046793,126.7509402
부천시,체육도장업,백인태권도체육관,경기도 부천시 중동 1031-3번지,경기도 부천시 길주로 183 (중동),37.5051998,126.7629153
부천시,체육도장업,용인대 대동 태권도,경기도 부천시 심곡동 92-13번지 2층,"경기도 부천시 조마루로366번길 67, 2층 (심곡동)",37.4955715,126.7831085
부천시,체육도장업,홍익태권도장,경기도 부천시 괴안동 70-13번지,경기도 부천시 범안로 26 (괴안동),37.4792328,126.8066269
부천시,체육도장업,경희대 전진 태권도장,경기도 부천시 소사본동 194-18번지,경기도 부천시 소사로170번길 45 (소사본동),37.4733798,126.7980505
부천시,체육도장업,유성체육관,경기도 부천시 상동 536-4번지 506반,경기도 부천시 송내대로265번길 59  (상동),37.507094,126.7552186
부천시,체육도장업,청림태권도,경기도 부천시 작동 32-11번지,경기도 부천시 삼작로 485  (작동),37.5187285,126.8153805
부천시,체육도장업,금강태권도체육관,경기도 부천시 고강동 411-3번지 2층,"경기도 부천시 역곡로490번길 145  (고강동,2층)",37.5274278,126.824262
부천시,체육도장업,고려라온태권도장,경기도 부천시 중동 1172번지 301호,"경기도 부천시 부흥로 133, 301호 (중동)",37.49854103,126.7582775
부천시,체육도장업,중동체육관,경기도 부천시 중동 1129번지 이스트타원 5층,"경기도 부천시 조마루로285번길 34  (중동,이스트타원 5층)",37.4989267,126.7754427
부천시,체육도장업,금메달태권도체육관,경기도 부천시 괴안동 119,경기도 부천시 경인로498번길 77 (괴안동),37.4808738,126.8128521
부천시,체육도장업,경희 체대입시 & 유소년 스포츠클럽,경기도 부천시 송내동 450-1번지 현대종합상가 401호,"경기도 부천시 성주로 84, 4층 401호 (송내동, 현대아파트종합상가)",37.4793734,126.765406
부천시,체육도장업,용인대유도체육관,경기도 부천시 중동 711-12번지 현진빌딩,"경기도 부천시 중동로171번길 34, 현진빌딩 지하1층 (중동)",37.4954831,126.7653776
부천시,체육도장업,해병대태권도체육관,경기도 부천시 범박동 155-2번지 리치모아상가 512호,"경기도 부천시 범안로 117  (범박동,리치모아상가 512호)",37.4711289,126.8097116
부천시,체육도장업,위브꿈나무태권도,경기도 부천시 약대동 175번지 비동 2층,"경기도 부천시 도약로 207, 비동 2층 (약대동)",37.5107603,126.7726923
부천시,체육도장업,화랑태권스쿨,경기도 부천시 내동 326번지,경기도 부천시 삼작로 221  (내동),37.5202281,126.7861356
부천시,체육도장업,원광체육관,경기도 부천시 상동 239번지,경기도 부천시 석천로44번길 51  (상동),37.4910922,126.7638537
부천시,체육도장업,새나라태권도장,경기도 부천시 원종동 265-3번지 3층,"경기도 부천시 소사로794번길 27 (원종동,3층)",37.5275344,126.8063194
부천시,체육도장업,용인대S&S태권도장,경기도 부천시 중동 1027-2번지 왕성빌딩 101호,"경기도 부천시 도약로 112, 101호 (중동, 왕성빌딩)",37.5109278,126.7617999
부천시,체육도장업,대명체육관,경기도 부천시 원종동 138-1번지,,37.5264787,126.8000775
부천시,체육도장업,키즈펀태권도,경기도 부천시 송내동 369번지 301호,"경기도 부천시 경인로53번길 42, 301호 (송내동)",37.4853486,126.761769
부천시,체육도장업,태권도필승도장,경기도 부천시 원종동 372-2번지 ,경기도 부천시 삼작로396번길 18-1 (원종동),37.51895554,126.8054031
부천시,체육도장업,정우태권도체육관,경기도 부천시 고강동 369번지 ,경기도 부천시 고리울로 9 (고강동),37.5279842,126.8170203
부천시,체육도장업,경희대대웅태권도체육관,"경기도 부천시 심곡동 188-4번지 2층,3층호","경기도 부천시 부흥로 431, 2층3층 (심곡동)",37.48812023,126.7879698
부천시,체육도장업,MTA태권도,경기도 부천시 원미동 147-2번지,"경기도 부천시 조종로20번길 33, 3층 (원미동)",37.4916499,126.7867723
부천시,체육도장업,명성태권도체육관,경기도 부천시 괴안동 124-83번지 명성빌딩 301호,,37.48257,126.8143516
부천시,체육도장업,나토얀 체육관,경기도 부천시 원종동 134-7번지 수정상가 3층동 3호호,"경기도 부천시 소사로793번길 22, 3층동 3호호 (원종동,수정상가)",37.5267553,126.8037421
부천시,체육도장업,중앙태권도,경기도 부천시 중동 1152-3번지 메트로팰리스 비동 202호,"경기도 부천시 소향로 203, 비동 202호 (중동, 메트로팰리스)",37.501286,126.7701882
부천시,체육도장업,경희대정훈태권도,경기도 부천시 오정동 543 신오빌딩 401호,"경기도 부천시 오정로 250, 401호 (오정동, 신오빌딩)",37.52955188,126.7865326
부천시,체육도장업,국민엘리트체육관,경기도 부천시 심곡동 131-37번지,경기도 부천시 원미로31번길 6  (심곡동),37.4855992,126.7889606
부천시,체육도장업,MTA 태권도장,경기도 부천시 옥길동 726-2번지,"경기도 부천시 옥길로 121, 6층 601,602,603호 (옥길동, 씨티프라자)",37.4676259,126.8222905
부천시,체육도장업,상동용인대태권도체육관,경기도 부천시 상동 546-2번지 502호,"경기도 부천시 소향로 17,  502호 (상동)",37.5039828,126.7496307
부천시,체육도장업,중앙태권도체육관,경기도 부천시 중동 1099-2번지 2층,,37.4950372,126.7816626
부천시,체육도장업,비룡체육관,경기도 부천시 상동 535-3번지 502반,경기도 부천시 상동로 112  (상동),37.5069019,126.7538281
부천시,체육도장업,체대전진태권도,경기도 부천시 중동 1058-1번지 306반,경기도 부천시 길주로 273  (중동),37.503895,126.7727699
부천시,체육도장업,예전태권도,경기도 부천시 고강동 325-9번지 ,경기도 부천시 고리울로 92 (고강동),37.526818,126.8261866
부천시,체육도장업,경희대 효(孝)태권도장,경기도 부천시 송내동 373번지 대우프라자 ,"경기도 부천시 중동로 48, 대우프라자 604호 (송내동)",37.4842633,126.7641921
부천시,체육도장업,한미체육관,경기도 부천시 역곡동 110-14번지,경기도 부천시 역곡로14번길 29  (역곡동),37.4869553,126.8127124
부천시,체육도장업,용인대 일출 태권도장,경기도 부천시 원종동 141-17번지 3층,"경기도 부천시 성오로 127 (원종동,3층)",37.5247565,126.7993242
부천시,체육도장업,신인 권투체육관,경기도 부천시 중동 1163-3번지 301호,"경기도 부천시 석천로183번길 15,  301호 (중동)",37.5037023,126.7620267
부천시,체육도장업,경희대국제체육관,경기도 부천시 춘의동 491번지 우민늘사랑아파트 106동 201호,"경기도 부천시 계남로301번길 51, 2층 (춘의동, 춘의동우민늘사랑아파트)",37.5050703,126.7843812
부천시,체육도장업,고려튼튼태권도체육관,경기도 부천시 원종동 244-7번지,경기도 부천시 소사로862번길 89  (원종동),37.528896,126.806938
부천시,체육도장업,한국체육관(태권도),경기도 부천시 괴안동 72-1번지,경기도 부천시 범안로 42  (괴안동),37.4778733,126.8072183
부천시,체육도장업,자올태권도,경기도 부천시 중동 1295-2번지 2층호,"경기도 부천시 정주로 39, 2층 (중동)",37.5081207,126.7775185
부천시,체육도장업,고강 신흥태권도장,경기도 부천시 고강동 411-3번지 남평빌딩 ,"경기도 부천시 역곡로490번길 145, 남평빌딩 (고강동)",37.52742783,126.824262
부천시,체육도장업,중동 힘찬 태권도장,경기도 부천시 중동 1289번지 아이파크상가 214호,"경기도 부천시 중동로 100, 214호 (중동, 아이파크상가)",37.4898473,126.7675778
부천시,체육도장업,삼손태권도,경기도 부천시 심곡본동 688-2 ,"경기도 부천시 성주로 239, 4층 (심곡본동)",37.47976671,126.7814529
부천시,체육도장업,한국체대리틀태권도,경기도 부천시 송내동 504번지,경기도 부천시 중동로70번길 15 (송내동),37.4861762,126.7655541
부천시,체육도장업,우리태권도장,경기도 부천시 상동 523-8번지 402반,경기도 부천시 도약로 29  (상동),37.5125933,126.7524971
부천시,체육도장업,금메달 태권도,경기도 부천시 역곡동 70-2번지,경기도 부천시 지봉로83번길 25  (역곡동),37.4882899,126.8078809
부천시,체육도장업,부천정도태권도,경기도 부천시 송내동 453-29번지,경기도 부천시 성주로68번가길 4 (송내동),37.4793437,126.7640834
부천시,체육도장업,거북진호,경기도 부천시 춘의동 131-26번지,경기도 부천시 옥산로138번길 8  (춘의동),37.5056492,126.7807718
