시군명,시설구분명,시설명,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
부천시,체육도장업,항동 태권도,경기도 부천시 옥길동 482-4 ,"경기도 부천시 옥길로 171, 1층 (옥길동)",37.4713564,126.8256836
부천시,체육도장업,건무관,경기도 부천시 심곡본동 691번지 ,"경기도 부천시 경인로224번길 67, 2층 (심곡본동)",37.48027954,126.7798194
부천시,체육도장업,한얼합기도,경기도 부천시 도당동 61-4번지 에덴빌딩 ,"경기도 부천시 삼작로 265, 에덴빌딩 3층 (도당동)",37.52031805,126.7909656
부천시,체육도장업,하늘합기스쿨,경기도 부천시 상동 397번지 ,"경기도 부천시 상일로 69, 2층 206, 207, 208, 209호 (상동)",37.49267615,126.7499968
부천시,체육도장업,점프스타 태권줄넘기,경기도 부천시 도당동 67-28번지 ,"경기도 부천시 삼작로256번길 61, 3층 (도당동)",37.5173159,126.7899673
부천시,체육도장업,초석검도관,경기도 부천시 중동 713-3 ,"경기도 부천시 부흥로 216, 2층 (중동)",37.49563795,126.766538
부천시,체육도장업,경희대 한결 태권도장,경기도 부천시 고강동 398-2번지 DH(주상복합)빌딩 ,"경기도 부천시 고리울로52번길 29, 203호 (고강동, DH(주상복합)빌딩)",37.5258109,126.8215395
부천시,체육도장업,한국체대 길 태권도장,경기도 부천시 중동 1289번지 ,"경기도 부천시 중동로 108-2, 팰리스카운티 중앙상가 204,205,210호 (중동)",37.48996005,126.7680866
부천시,체육도장업,경희대 상동 태권도장,경기도 부천시 상동 394-1번지 ,"경기도 부천시 장말로 107-2, 301호,302(일부)호 (상동)",37.49551463,126.7544087
부천시,체육도장업,비앤지 주짓수&합기도,경기도 부천시 송내동 368 상가동 ,"경기도 부천시 중동로 57, 상가동 219호 (송내동)",37.485319,126.763879
부천시,체육도장업,현 검도관,경기도 부천시 소사본동 409-3 센트럴프라자 ,"경기도 부천시 소사동로 82, 센트럴프라자 301호 (소사본동)",37.47322238,126.8039531
부천시,체육도장업,대무관,경기도 부천시 괴안동 155-8 ,"경기도 부천시 범안로 60, 세경프라자 202~203호호 (괴안동)",37.47638177,126.8078143
부천시,체육도장업,용인대한울태권도,경기도 부천시 상동 590-1 목련마을 상가동 303호,"경기도 부천시 신상로 54, 상가동 303호 (상동, 목련마을)",37.49387887,126.7476749
부천시,체육도장업,원종검도관,경기도 부천시 여월동 5-20번지 4층 ,"경기도 부천시 성곡로 65, 4층 (여월동)",37.5190323,126.7975752
부천시,체육도장업,경희대석사등룡태권도장,경기도 부천시 여월동 7-4번지 ,"경기도 부천시 삼작로 338, 3층 (여월동)",37.51970181,126.7991796
부천시,체육도장업,강산권투체육관,경기도 부천시 소사본동 128-16 ,경기도 부천시 소사로 250 (소사본동),37.48068225,126.7957857
부천시,체육도장업,부천한국체대입시,경기도 부천시 중동 1149번지 부천중동리슈빌엔클래스,"경기도 부천시 길주로 246, B102호 (중동)",37.503231,126.7695715
부천시,체육도장업,데일리짐복싱,경기도 부천시 송내동 373 ,"경기도 부천시 중동로 48, 9층 902호 (송내동)",37.48440179,126.7642273
부천시,체육도장업,금홍복싱클럽,경기도 부천시 고강동 346-1 동림빌딩 ,"경기도 부천시 역곡로472번길 12, 동림빌딩 (고강동)",37.52656643,126.8166763
부천시,체육도장업,프로 스크린골프,경기도 부천시 상동 533-3번지 아트프라자 201호,"경기도 부천시 상동로117번길 49,  201호 (상동,아트프라자)",37.5076516,126.7505005
부천시,체육도장업,신정태권도장,경기도 부천시 괴안동 28-5 정석빌딩 ,"경기도 부천시 안곡로 3, 정석빌딩5층 5층 (괴안동)",37.47896643,126.8028367
부천시,체육도장업,충호체육관,경기도 부천시 심곡동 92-12번지,경기도 부천시 조마루로366번길 67  (심곡동),37.4955715,126.7831085
부천시,체육도장업,한국체대천지태권도(HSTM),경기도 부천시 원종동 366-2번지 ,"경기도 부천시 삼작로410번길 4, 2층 (원종동)",37.5196159,126.8070189
부천시,체육도장업,상승체육관,경기도 부천시 춘의동 214-33번지,"경기도 부천시 조마루로371번길 69, 2층 (춘의동)",37.5010903,126.7856821
