관리번호,노선명,노선번호,기점,종점,총연장,포장도연장 계(단위:㎞),포장도연장 2차선,포장도연장 4차선,포장도연장 6차선,포장도연장 8차선,미개설도연장(단위:㎞)
448,소로2류171호선,시도448호선(작동-작동),작동 329-9,작동 329-9,0.115,0.115,0.115,,,,
449,소로2류172호선,시도449호선(작동-작동),작동 329-21,작동 329-23,0.155,0.155,0.155,,,,
450,소로2류173호선,시도450호선(작동-작동),작동 329-30,작동 329-30,0.126,0.126,0.126,,,,
451,소로2류174호선,시도451호선(고강-고강),고강동 537-192,고강동 512,0.528,0.528,0.528,,,,
452,소로2류175호선,시도452호선(약대-약대),약대동 61,약대동 37-2,0.512,0.447,0.447,,,,0.065
453,소로2류176호선,시도453호선(약대-약대),약대동 82-1,약대동 67,0.184,0.184,0.184,,,,
454,소로2류177호선,시도454호선(약대-약대),약대동 84,약대동 109-9,0.129,0.129,0.129,,,,
455,소로2류178호선,시도455호선(약대-약대),약대동 77-1,약대동 34-24,0.221,0.221,0.221,,,,
456,소로2류179호선,시도456호선(약대-약대),약대동 52,약대동 40-2,0.111,0.111,0.111,,,,
457,소로2류180호선,시도457호선(약대-약대),약대동 106,약대동 60-8,0.361,0.361,0.361,,,,
458,소로2류181호선,시도458호선(약대-약대),약대동 139-7,약대동 70-5,0.067,0,,,,,0.067
459,소로2류182호선,시도459호선(중동-중동),중동 1227-1,중동 1227-1,0.076,0.076,0.076,,,,
460,소로2류183호선,시도460호선(중동-중동),중동 1227-1,중동 1227-1,0.076,0.076,0.076,,,,
461,소로2류184호선,시도461호선(중동-중동),중동 1227-1,중동 1227-1,0.111,0.111,0.111,,,,
462,소로2류185호선,시도462호선(중동-중동),중동 1227,중동 1227,0.333,0.333,0.333,,,,
463,소로2류186호선,시도463호선(중동-중동),중동 1227-2,중동 1227-12,0.105,0.105,0.105,,,,
464,소로2류187호선,시도464호선(중동-중동),중동 1227-1,중동 1227-3,0.262,0.262,0.262,,,,
465,소로2류188호선,시도465호선(약대-약대),약대동 141-1,약대동 138-1,0.12,0,,,,,0.12
466,소로2류189호선,시도466호선(약대-약대),약대동 139-6,약대동 143-4,0.195,0,,,,,0.195
467,소로2류190호선,시도467호선(약대-약대),약대동 산 3-1,약대동 12-2,0.182,0.182,0.182,,,,
468,소로2류191호선,시도468호선(약대-약대),약대동 44-29,약대동 138-1,0.124,0,,,,,0.124
469,소로2류192호선,시도469호선(약대-약대),약대동 342-2,약대동 343,0.077,0,,,,,0.077
470,소로2류193호선,시도470호선(약대-삼정),약대동 97-1,삼정동 377-1,0.216,0,,,,,0.216
471,소로2류194호선,시도471호선(삼정-삼정),삼정동 345-1,삼정동 344,0.073,0,,,,,0.073
472,소로2류195호선,시도472호선(삼정-삼정),삼정동 350-3,삼정동 338-1,0.07,0,,,,,0.07
473,소로2류196호선,시도473호선(약대-약대),약대동 154-1,약대동 128-6,0.318,0.318,0.318,,,,
474,소로2류197호선,시도474호선(약대-약대),약대동 159-1,약대동 164-1,0.096,0.096,0.096,,,,
475,소로2류198호선,시도475호선(약대-약대),약대동 122,약대동 175-74,0.373,0,,,,,0.373
476,소로2류199호선,시도476호선(약대-도당),약대동 113-18,도당동 218-10,0.122,0,,,,,0.122
477,소로2류200호선,시도477호선(도당-도당),도당동 217-6,도당동 214-9,0.122,0,,,,,0.122
478,소로2류201호선,시도478호선(약대-약대),약대동 169-66,약대동 169-61,0.1,0.1,0.1,,,,
479,소로2류202호선,시도479호선(약대-도당),약대동 169-109,도당동 214-19,0.32,0.2,0.2,,,,0.12
480,소로2류203호선,시도480호선(약대-약대),약대동 163,약대동 129,0.112,0.112,0.112,,,,
481,소로2류204호선,시도481호선(도당-약대),도당동 221-3,약대동 산 2-3,0.47,0.097,0.097,,,,0.373
482,소로2류205호선,시도482호선(약대-약대),약대동 33-8,약대동 166-66,0.202,0.202,0.202,,,,
483,소로2류206호선,시도483호선(약대-약대),약대동 157,약대동 149-1,0.162,0.162,0.162,,,,
484,소로2류207호선,시도484호선(약대-약대),약대동 144-5,약대동 144-39,0.055,0.055,0.055,,,,
485,소로2류208호선,시도485호선(약대-약대),약대동 169-19,약대동 50-2,0.336,0.146,0.146,,,,0.19
486,소로2류209호선,시도486호선(약대-중동),약대동 154,중동 45-6,0.091,0,,,,,0.091
487,소로2류210호선,시도487호선(약대-중동),약대동 175-20,중동 32-13,0.17,0,,,,,0.17
488,소로2류211호선,시도488호선(약대-중동),약대동 177-68,중동 31-1,0.219,0,,,,,0.219
489,소로2류212호선,시도489호선(약대-중동),약대동 153-42,중동 41-1,0.256,0,,,,,0.256
490,소로2류213호선,시도490호선(약대-중동),약대동 153-11,중동 35,0.187,0,,,,,0.187
491,소로2류214호선,시도491호선(도당-도당),도당동 196-11,도당동 93-1,0.081,0,,,,,0.081
492,소로2류215호선,시도492호선(도당-도당),도당동 197-1,도당동 172,0.335,0,,,,,0.335
493,소로2류216호선,시도493호선(도당-도당),도당동 226-2,도당동 237-2,0.323,0.323,0.323,,,,
494,소로2류217호선,시도494호선(도당-도당),도당동 172,도당동 172,0.486,0.321,0.321,,,,0.165
495,소로2류218호선,시도495호선(도당-도당),도당동 172,도당동 236-2,0.393,0,,,,,0.393
496,소로2류219호선,시도496호선(약대-약대),약대동 3-60,약대동 178-32,0.123,0,,,,,0.123
497,소로2류220호선,시도497호선(도당-중동),도당동 242,중동 3-352,0.393,0.393,0.393,,,,
498,소로2류221호선,시도498호선(도당-도당),도당동 246-110,도당동 246-125,0.108,0.108,0.108,,,,
499,소로2류222호선,시도499호선(도당-중동),도당동 281,중동 3-173,0.462,0.462,0.462,,,,
500,소로2류223호선,시도500호선(도당-약대),도당동 246-57,약대동 177-12,0.115,0.115,0.115,,,,
501,소로2류224호선,시도501호선(도당-약대),도당동 248-2,약대동 178-116,0.172,0.112,0.112,,,,0.06
502,소로2류225호선,시도502호선(도당-도당),도당동 282,도당동 282,0.053,0.053,0.053,,,,
503,소로2류226호선,시도503호선(약대-도당)),약대동 3-245,도당동 250-4,0.09,0.09,0.09,,,,
504,소로2류227호선,시도504호선(춘의-도당),춘의동 134,도당동 262-34,0.09,0.09,0.09,,,,
505,소로2류228호선,시도505호선(중동-중동),중동 1240,중동 1240,0.1,0.1,0.1,,,,
506,소로2류229호선,시도506호선(중동-중동),중동 1240,중동 1240,0.051,0.051,0.051,,,,
507,소로2류230호선,시도507호선(중동-중동),중동 1240-1,중동 1240-1,0.123,0.123,0.123,,,,
508,소로2류231호선,시도508호선(중동-중동),중동 1240-2,중동 1240-2,0.108,0.108,0.108,,,,
509,소로2류232호선,시도509호선(중동-중동),중동 1240-6,중동 1240-6,0.146,0.146,0.146,,,,
510,소로2류233호선,시도510호선(중동-중동),중동 1240-3,중동 1240-3,0.093,0.093,0.093,,,,
511,소로2류234호선,시도511호선(중동-중동),중동 1240-4,중동 1240-9,0.293,0.293,0.293,,,,
512,소로2류235호선,시도512호선(중동-중동),중동 1240-5,중동 1240-5,0.063,0.063,0.063,,,,
513,소로2류236호선,시도513호선(중동-중동),중동 1240-5,중동 1240-5,0.06,0.06,0.06,,,,
514,소로2류237호선,시도514호선(중동-중동),중동 1240-5,중동 1240-5,0.098,0.098,0.098,,,,
515,소로2류238호선,시도515호선(중동-중동),중동 1240-7,중동 1240-7,0.06,0.06,0.06,,,,
516,소로2류239호선,시도516호선(중동-중동),중동 1240-8,중동 1240-8,0.06,0.06,0.06,,,,
517,소로2류240호선,시도517호선(중동-중동),중동 1240-9,중동 1240-9,0.1,0.1,0.1,,,,
518,소로2류241호선,시도518호선(중동-중동),중동 1240-9,중동 1240-9,0.148,0.148,0.148,,,,
519,소로2류242호선,시도519호선(중동-중동),중동 1241-1,중동 1241-1,0.096,0.096,0.096,,,,
520,소로2류243호선,시도520호선(중동-중동),중동 1241-1,중동 1241-1,0.072,0.072,0.072,,,,
521,소로2류244호선,시도521호선(도당-도당),도당동 155,도당동 155,0.484,0.484,0.484,,,,
522,소로2류245호선,시도522호선(도당-도당),도당동 155,도당동 155,0.339,0.339,0.339,,,,
523,소로2류246호선,시도523호선(도당-도당),도당동 155,도당동 155,0.385,0.385,0.385,,,,
524,소로2류247호선,시도524호선(도당-도당),도당동 155,도당동 155,0.364,0.364,0.364,,,,
525,소로2류248호선,시도525호선(중동-중동),중동 1241,중동 1241,0.085,0.085,0.085,,,,
526,소로2류249호선,시도526호선(도당-춘의),도당동   267,춘의동 134,0.668,0.668,0.668,,,,
527,소로2류250호선,시도527호선(춘의-도당),춘의동 134,도당동 267,0.766,0.766,0.766,,,,
528,소로2류251호선,시도528호선(도당-도당),도당동 267,도당동 267,0.399,0.399,0.399,,,,
529,소로2류252호선,시도529호선(도당-도당),도당동 267,도당동 267,0.462,0.462,0.462,,,,
530,소로2류253호선,시도530호선(도당-도당),도당동 267,도당동 267,0.51,0.51,0.51,,,,
531,소로2류254호선,시도531호선(춘의-춘의),춘의동 134,춘의동 134,0.145,0.145,0.145,,,,
532,소로2류255호선,시도532호선(춘의-춘의),춘의동 134,춘의동 134,0.049,0.049,0.049,,,,
533,소로2류256호선,시도533호선(도당-도당),도당동 181,도당동 181,0.808,0.808,0.808,,,,
534,소로2류257호선,시도534호선(춘의-춘의),춘의동 76,춘의동 76,0.26,0.26,0.26,,,,
535,소로2류258호선,시도535호선(춘의-도당),춘의동 76,도당동 78,1.212,1.212,1.212,,,,
536,소로2류259호선,시도536호선(도당-도당),도당동 78,도당동 78,0.202,0.202,0.202,,,,
537,소로2류260호선,시도537호선(도당-도당),도당동 78,도당동 78,0.059,0.059,0.059,,,,
538,소로2류261호선,시도538호선(도당-도당),도당동 181,도당동 181,0.166,0.166,0.166,,,,
539,소로2류262호선,시도539호선(도당-도당),도당동 181,도당동 181,0.193,0.193,0.193,,,,
540,소로2류263호선,시도540호선(도당-춘의),도당동 181,춘의동 76,0.532,0.532,0.532,,,,
541,소로2류264호선,시도541호선(춘의-춘의),춘의동 76,춘의동 76,0.049,0.049,0.049,,,,
542,소로2류265호선,시도542호선(춘의-춘의),춘의동 76-2,춘의동 76-1,0.367,0.367,0.367,,,,
543,소로2류266호선,시도543호선(작동-춘의),작동 산 46,춘의동 48-1,0.203,0.203,0.203,,,,
544,소로2류267호선,시도544호선(작동-작동),작동 산 46,작동 산 49,0.146,0.146,0.146,,,,
545,소로2류268호선,시도545호선(작동-작동),작동 산 46,작동 산 47,0.162,0.162,0.162,,,,
546,소로2류269호선,시도546호선(작동-작동),작동 산 70,작동 산 46,0.178,0.178,0.178,,,,
547,소로2류270호선,시도547호선(작동-작동),작동 산 46,작동 산 45,0.073,0.073,0.073,,,,
548,소로2류271호선,시도548호선(작동-작동),작동 산 70,작동 산 45,0.187,0.187,0.187,,,,
549,소로2류272호선,시도549호선(작동-작동),작동 산 70,작동 산 76,0.34,0.34,0.34,,,,
550,소로2류273호선,시도550호선(작동-작동),작동 산 71-1,작동 산 71-1,0.03,0.03,0.03,,,,
551,소로2류274호선,시도551호선(작동-작동),작동 산 70,작동 산 70,0.06,0.06,0.06,,,,
552,소로2류275호선,시도552호선(작동-작동),작동 산 76-2,작동 산 72-2,0.128,0.128,0.128,,,,
553,소로2류276호선,시도553호선(작동-작동),작동 산 72-2,작동 산 76-2,0.057,0.057,0.057,,,,
554,소로2류277호선,시도554호선(작동-작동),작동 산 72-1,작동 산 72-1,0.089,0.089,0.089,,,,
555,소로2류278호선,시도555호선(작동-작동),작동 243,작동 76-2,0.147,0.147,0.147,,,,
556,소로2류279호선,시도556호선(작동-작동),작동 산 69-1,작동 산 52-6,0.247,0.247,0.247,,,,
557,소로2류280호선,시도557호선(작동-작동),작동 산 53-1,작동 166-21,0.055,0.055,0.055,,,,
558,소로2류281호선,시도558호선(작동-작동),작동 산 53-2,작동 164-2,0.099,0.099,0.099,,,,
559,소로2류282호선,시도559호선(작동-작동),작동 산 53-2,작동 산 53-2,0.097,0.097,0.097,,,,
560,소로2류283호선,시도560호선(작동-작동),작동 산 50,작동 산 68-1,0.126,0.126,0.126,,,,
561,소로2류284호선,시도561호선(작동-작동),작동 산 69-1,작동 산 68-1,0.101,0.101,0.101,,,,
562,소로2류285호선,시도562호선(작동-작동),작동 산 76,작동 산 76,0.192,0.192,0.192,,,,
563,소로2류286호선,시도563호선(작동-작동),작동 산 76,작동 산 74-1,0.044,0.044,0.044,,,,
564,소로2류287호선,시도564호선(작동-작동),작동 산 76,작동 산 76,0.047,0.047,0.047,,,,
565,소로2류288호선,시도565호선(작동-작동),작동 산 76,작동 산 76,0.047,0.047,0.047,,,,
566,소로2류289호선,시도566호선(작동-작동),작동 산 76,작동 산 76,0.047,0.047,0.047,,,,
567,소로2류290호선,시도567호선(상동-상동),상동 477,상동 477,0.063,0.063,0.063,,,,
568,소로2류291호선,시도568호선(상동-상동),상동 478,상동 478,0.065,0.065,0.065,,,,
569,소로2류292호선,시도569호선(상동-상동),상동 479,상동 479,0.061,0.061,0.061,,,,
570,소로2류293호선,시도570호선(상동-상동),상동 489,상동 489,0.09,0.09,0.09,,,,
571,소로2류294호선,시도571호선(상동-상동),상동 491,상동 491,0.085,0.085,0.085,,,,
572,소로2류295호선,시도572호선(상동-상동),상동 492,상동 492,0.064,0.064,0.064,,,,
573,소로2류296호선,시도573호선(상동-상동),상동 492,상동 492,0.079,0.079,0.079,,,,
574,소로2류297호선,시도574호선(상동-상동),상동 487,상동 487,0.222,0.222,0.222,,,,
575,소로2류298호선,시도575호선(상동-상동),상동 486,상동 486,0.219,0.219,0.219,,,,
576,소로2류299호선,시도576호선(상동-상동),상동 486,상동 486,0.094,0.094,0.094,,,,
577,소로2류300호선,시도577호선(상동-상동),상동 486,상동 486,0.064,0.064,0.064,,,,
578,소로2류301호선,시도578호선(상동-상동),상동 486,상동 486,0.097,0.097,0.097,,,,
579,소로2류302호선,시도579호선(상동-상동),상동 487,상동 487,0.094,0.094,0.094,,,,
580,소로2류303호선,시도580호선(상동-상동),상동 486,상동 486,0.064,0.064,0.064,,,,
581,소로2류304호선,시도581호선(상동-상동),상동 486,상동 486,0.097,0.097,0.097,,,,
582,소로2류305호선,시도582호선(상동-상동),상동 495,상동 495,0.236,0.236,0.236,,,,
583,소로2류306호선,시도583호선(상동-상동),상동 496,상동 496,0.271,0.271,0.271,,,,
584,소로2류307호선,시도584호선(상동-상동),상동 495,상동 495,0.12,0.12,0.12,,,,
585,소로2류308호선,시도585호선(상동-상동),상동 495,상동 495,0.084,0.084,0.084,,,,
586,소로2류309호선,시도586호선(상동-상동),상동 496,상동 495,0.268,0.268,0.268,,,,
587,소로2류310호선,시도587호선(상동-상동),상동 498,상동 495,0.221,0.221,0.221,,,,
588,소로2류311호선,시도588호선(상동-상동),상동 498,상동 495,0.182,0.182,0.182,,,,
589,소로2류312호선,시도589호선(상동-상동),상동 498,상동 495,0.182,0.182,0.182,,,,
590,소로2류313호선,시도590호선(상동-상동),상동 498,상동 498,0.118,0.118,0.118,,,,
591,소로2류314호선,시도591호선(중동-중동),중동 968,중동 968,0.111,0.111,0.111,,,,
592,소로2류315호선,시도592호선(중동-중동),중동 968,중동 968,0.115,0.115,0.115,,,,
593,소로2류316호선,시도593호선(중동-중동),중동 967,중동 967,0.129,0.129,0.129,,,,
594,소로2류317호선,시도594호선(중동-중동),중동 967,중동 967,0.524,0.524,0.524,,,,
595,소로2류318호선,시도595호선(중동-중동),중동 968,중동 968,0.317,0.317,0.317,,,,
596,소로2류319호선,시도596호선(중동-중동),중동 971,중동 971,0.308,0.308,0.308,,,,
597,소로2류320호선,시도597호선(중동-중동),중동 972,중동 972,0.31,0.31,0.31,,,,
598,소로2류321호선,시도598호선(중동-중동),중동 973,중동 973,0.304,0.304,0.304,,,,
599,소로2류322호선,시도599호선(중동-중동),중동 974,중동 974,0.306,0.306,0.306,,,,
600,소로2류323호선,시도600호선(중동-중동),중동 974,중동 973,0.234,0.234,0.234,,,,
601,소로2류324호선,시도601호선(중동-중동),중동 970,중동 973,0.518,0.518,0.518,,,,
602,소로2류325호선,시도602호선(중동-중동),중동 974,중동 971,0.473,0.473,0.473,,,,
603,소로2류326호선,시도603호선(중동-중동),중동 970,중동 974,0.5,0.5,0.5,,,,
604,소로2류327호선,시도604호선(중동-중동),중동 1265,중동 1265,0.076,0.076,0.076,,,,
605,소로2류328호선,시도605호선(중동-중동),중동 1265,중동 1265,0.076,0.076,0.076,,,,
606,소로2류329호선,시도606호선(중동-중동),중동 1265,중동 1265,0.11,0.11,0.11,,,,
607,소로2류330호선,시도607호선(중동-중동),중동 1265,중동 1265,0.044,0.044,0.044,,,,
608,소로2류331호선,시도608호선(중동-중동),중동 1265,중동 1265,0.11,0.11,0.11,,,,
609,소로2류332호선,시도609호선(중동-중동),중동 1266,중동 1266,0.113,0.113,0.113,,,,
610,소로2류333호선,시도610호선(중동-중동),중동 1266,중동 1266,0.071,0.071,0.071,,,,
611,소로2류334호선,시도611호선(중동-중동),중동 1266,중동 1266,0.11,0.11,0.11,,,,
612,소로2류335호선,시도612호선(중동-중동),중동 1266,중동 1266,0.044,0.044,0.044,,,,
613,소로2류336호선,시도613호선(중동-중동),중동 1266,중동 1266,0.09,0.09,0.09,,,,
614,소로2류337호선,시도614호선(중동-중동),중동 977,중동 977,0.286,0.286,0.286,,,,
615,소로2류338호선,시도615호선(중동-중동),중동 977,중동 977,0.061,0.061,0.061,,,,
616,소로2류339호선,시도616호선(심곡-심곡),심곡동 364-1,심곡동 364-1,0.062,0.062,0.062,,,,
617,소로2류340호선,시도617호선(중동-중동),중동 1269,중동 1268,0.161,0.161,0.161,,,,
618,소로2류341호선,시도618호선(중동-중동),중동 1269,중동 1269,0.086,0.086,0.086,,,,
619,소로2류342호선,시도619호선(중동-중동),중동 1269,중동 1269,0.087,0.087,0.087,,,,
620,소로2류343호선,시도620호선(중동-중동),중동 1269,중동 1268,0.164,0.164,0.164,,,,
621,소로2류344호선,시도621호선(중동-중동),중동 1270,중동 1270,0.064,0.064,0.064,,,,
622,소로2류345호선,시도622호선(중동-중동),중동 1268,중동 1268,0.179,0.179,0.179,,,,
623,소로2류346호선,시도623호선(중동-중동),중동 1268,중동 1268,0.1,0.1,0.1,,,,
624,소로2류347호선,시도624호선(중동-중동),중동 1269,중동 1269,0.179,0.179,0.179,,,,
625,소로2류348호선,시도625호선(중동-중동),중동 1270,중동 1270,0.175,0.175,0.175,,,,
626,소로2류349호선,시도626호선(심곡-심곡),심곡동 289-3,심곡동 295-4,0.158,0.158,0.158,,,,
627,소로2류350호선,시도627호선(심곡-심곡),심곡동 464-1,심곡동 464-1,0.15,0.15,0.15,,,,
628,소로2류351호선,시도628호선(중동-중동),중동 1270,중동 1270,0.33,0.33,0.33,,,,
629,소로2류352호선,시도629호선(중동-중동),중동 1271,중동 1271,0.118,0.118,0.118,,,,
630,소로2류353호선,시도630호선(중동-심곡),중동 1271,심곡동 364-7,0.232,0.232,0.232,,,,
631,소로2류354호선,시도631호선(중동-중동),중동 1272,중동 1272,0.127,0.127,0.127,,,,
632,소로2류355호선,시도632호선(심곡-심곡),심곡동 364-3,심곡동 364-3,0.2,0.2,0.2,,,,
633,소로2류356호선,시도633호선(심곡-심곡),심곡동 364-4,심곡동 364-4,0.31,0.31,0.31,,,,
634,소로2류357호선,시도634호선(심곡-심곡),심곡동 364-5,심곡동 364-5,0.169,0.169,0.169,,,,
635,소로2류358호선,시도635호선(심곡-심곡),심곡동 364-6,심곡동 364-6,0.124,0.124,0.124,,,,
636,소로2류359호선,시도636호선(중동-중동),중동 1270,중동 1270,0.105,0.105,0.105,,,,
637,소로2류360호선,시도637호선(중동-중동),중동 1270,중동 1270,0.105,0.105,0.105,,,,
638,소로2류361호선,시도638호선(중동-중동),중동 1271,중동 1271,0.126,0.126,0.126,,,,
639,소로2류362호선,시도639호선(중동-중동),중동 1271,중동 1271,0.126,0.126,0.126,,,,
640,소로2류363호선,시도640호선(심곡-중동),심곡동 364-4,중동 1271,0.369,0.369,0.369,,,,
641,소로2류364호선,시도641호선(심곡-심곡),심곡동 364-7,심곡동 364-7,0.121,0.121,0.121,,,,
642,소로2류365호선,시도642호선(심곡-심곡),심곡동 364-6,심곡동 364-6,0.176,0.176,0.176,,,,
643,소로2류366호선,시도643호선(심곡-심곡),심곡동 364-5,심곡동 364-5,0.082,0.082,0.082,,,,
644,소로2류367호선,시도644호선(심곡-중동),심곡동 364-5,중동 1270,0.277,0.277,0.277,,,,
645,소로2류368호선,시도645호선(상동-상동),상동 337,상동 332,0.498,0.498,0.498,,,,
646,소로2류369호선,시도646호선(상동-상동),상동 333,상동 333,0.32,0.32,0.32,,,,
647,소로2류370호선,시도647호선(상동-상동),상동 337,상동 337,0.056,0.056,0.056,,,,
648,소로2류371호선,시도648호선(상동-상동),상동 346,상동 336,0.083,0.083,0.083,,,,
649,소로2류372호선,시도649호선(상동-상동),상동 344,상동 334,0.443,0.443,0.443,,,,
650,소로2류373호선,시도650호선(상동-상동),상동 345,상동 335,0.455,0.455,0.455,,,,
651,소로2류374호선,시도651호선(상동-상동),상동 331,상동 334,0.424,0.424,0.424,,,,
652,소로2류375호선,시도652호선(상동-상동),상동 331,상동 334,0.383,0.383,0.383,,,,
653,소로2류376호선,시도653호선(상동-상동),상동 331,상동 331,0.049,0.049,0.049,,,,
654,소로2류377호선,시도654호선(상동-상동),상동 334,상동 336,0.33,0.33,0.33,,,,
655,소로2류378호선,시도655호선(중동-중동),중동 981,중동 980,0.43,0.43,0.43,,,,
656,소로2류379호선,시도656호선(중동-중동),중동 979,중동 979,0.27,0.27,0.27,,,,
657,소로2류380호선,시도657호선(심곡-심곡),심곡동 413-5,심곡동 413-5,0.23,0.23,0.23,,,,
658,소로2류381호선,시도658호선(심곡-심곡),심곡동 413-3,심곡동 413-3,0.085,0.085,0.085,,,,
659,소로2류382호선,시도659호선(중동-중동),중동 980,중동 980,0.074,0.074,0.074,,,,
660,소로2류383호선,시도660호선(중동-중동),중동 981,중동 981,0.134,0.134,0.134,,,,
661,소로2류384호선,시도661호선(심곡-심곡),심곡동 413-3,심곡동 413-3,0.236,0.236,0.236,,,,
662,소로2류385호선,시도662호선(중동-중동),중동 983,중동 983,0.214,0.214,0.214,,,,
663,소로2류386호선,시도663호선(심곡-심곡),심곡동 413-7,심곡동 413-7,0.257,0.257,0.257,,,,
664,소로2류387호선,시도664호선(심곡-심곡),심곡동 413-8,심곡동 413-2,0.418,0.418,0.418,,,,
665,소로2류388호선,시도665호선(심곡-심곡),심곡동 413-9,심곡동 413-1,0.435,0.435,0.435,,,,
666,소로2류389호선,시도666호선(심곡-심곡),심곡동 413-1,심곡동 413-3,0.396,0.396,0.396,,,,
667,소로2류390호선,시도667호선(심곡-심곡),심곡동 413-2,심곡동 413-3,0.466,0.466,0.466,,,,
668,소로2류391호선,시도668호선(중동-중동),중동 1282,중동 1282,0.123,0.123,0.123,,,,
669,소로2류392호선,시도669호선(중동-중동),중동 1282,중동 1282,0.078,0.078,0.078,,,,
670,소로2류393호선,시도670호선(중동-중동),중동 1282,중동 1282,0.172,0.172,0.172,,,,
671,소로2류394호선,시도671호선(중동-중동),중동 1282,중동 1282,0.138,0.138,0.138,,,,
672,소로2류395호선,시도672호선(중동-중동),중동 1282,중동 1282,0.105,0.105,0.105,,,,
673,소로2류396호선,시도673호선(중동-중동),중동 1284,중동 1284,0.091,0.091,0.091,,,,
674,소로2류397호선,시도674호선(중동-중동),중동 1284,중동 1284,0.091,0.091,0.091,,,,
675,소로2류398호선,시도675호선(중동-중동),중동 1284,중동 1284,0.117,0.117,0.117,,,,
676,소로2류399호선,시도676호선(중동-중동),중동 1284,중동 1284,0.199,0.199,0.199,,,,
677,소로2류400호선,시도677호선(춘의-춘의),춘의동 38-5,춘의동 213,0.151,0.151,0.151,,,,
678,소로2류401호선,시도678호선(춘의-춘의),춘의동 185,춘의동 185,0.175,0.175,0.175,,,,
679,소로2류402호선,시도679호선(춘의-춘의),춘의동 213,춘의동 185,0.389,0.389,0.389,,,,
680,소로2류403호선,시도680호선(춘의-춘의),춘의동 185,춘의동 189,0.37,0.37,0.37,,,,
681,소로2류404호선,시도681호선(춘의-춘의),춘의동 213,춘의동 213,0.265,0.265,0.265,,,,
682,소로2류405호선,시도682호선(춘의-춘의),춘의동 213,춘의동 213,0.192,0.192,0.192,,,,
683,소로2류406호선,시도683호선(심곡-심곡),심곡동 38-5,심곡동 64-2,0.3,0.3,0.3,,,,
684,소로2류407호선,시도684호선(심곡-심곡),심곡동 90,심곡동 111,0.626,0.626,0.626,,,,
685,소로2류408호선,시도685호선(심곡-심곡),심곡동 33-2,심곡동 90,0.194,0.194,0.194,,,,
686,소로2류409호선,시도686호선(심곡-심곡),심곡동 90,심곡동 40-142,0.194,0.194,0.194,,,,
687,소로2류410호선,시도687호선(심곡-심곡),심곡동 101,심곡동 101,0.194,0.194,0.194,,,,
688,소로2류411호선,시도688호선(심곡-심곡),심곡동 111,심곡동 101,0.273,0.273,0.273,,,,
689,소로2류412호선,시도689호선(심곡-심곡),심곡동 111,심곡동 111,0.036,0.036,0.036,,,,
690,소로2류413호선,시도690호선(중동-중동),중동 1276,중동 1276,0.165,0.165,0.165,,,,
691,소로2류414호선,시도691호선(중동-중동),중동 1287,중동 1287,0.155,0.155,0.155,,,,
692,소로2류415호선,시도692호선(심곡-심곡),심곡동 189,심곡동 189,0.084,0.084,0.084,,,,
693,소로2류416호선,시도693호선(심곡-심곡),심곡동 191,심곡동 191,0.082,0.082,0.082,,,,
694,소로2류417호선,시도694호선(심곡-심곡),심곡동 191,심곡동 191,0.26,0.26,0.26,,,,
695,소로2류418호선,시도695호선(심곡-심곡),심곡동 189,심곡동 189,0.335,0.335,0.335,,,,
696,소로2류419호선,시도696호선(중동-심곡),중동 1273,심곡동 509,0.351,0.351,0.351,,,,
697,소로2류420호선,시도697호선(심곡-심곡),심곡동 509,심곡동 189,0.401,0.401,0.401,,,,
698,소로2류421호선,시도698호선(심곡-심곡),심곡동 509,심곡동 509,0.27,0.27,0.27,,,,
699,소로2류422호선,시도699호선(심곡-심곡),심곡동 509,심곡동 509,0.27,0.27,0.27,,,,
700,소로2류423호선,시도700호선(심곡-심곡),심곡동 509,심곡동 509,0.095,0.095,0.095,,,,
701,소로2류424호선,시도701호선(심곡-심곡),심곡동 509,심곡동 506,0.3,0.3,0.3,,,,
702,소로2류425호선,시도702호선(심곡-심곡),심곡동 507,심곡동 507,0.151,0.151,0.151,,,,
703,소로2류426호선,시도703호선(심곡-심곡),심곡동 505,심곡동 505,0.223,0.223,0.223,,,,
704,소로2류427호선,시도704호선(심곡-심곡),심곡동 505,심곡동 505,0.07,0.07,0.07,,,,
705,소로2류428호선,시도705호선(심곡-심곡),심곡동 505,심곡동 505,0.223,0.223,0.223,,,,
706,소로2류429호선,시도706호선(심곡-심곡),심곡동 505,심곡동 505,0.223,0.223,0.223,,,,
707,소로2류430호선,시도707호선(심곡-심곡),심곡동 505,심곡동 505,0.25,0.25,0.25,,,,
708,소로2류431호선,시도708호선(심곡-심곡),심곡동 511,심곡동 511,0.212,0.212,0.212,,,,
709,소로2류432호선,시도709호선(심곡-심곡),심곡동 511,심곡동 511,0.22,0.22,0.22,,,,
710,소로2류433호선,시도710호선(심곡-심곡),심곡동 511,심곡동 405-11,0.27,0.27,0.27,,,,
711,소로2류434호선,시도711호선(심곡-심곡),심곡동 503,심곡동 503,0.212,0.212,0.212,,,,
712,소로2류435호선,시도712호선(심곡-심곡),심곡동 503,심곡동 503,0.212,0.212,0.212,,,,
713,소로2류436호선,시도713호선(심곡-심곡),심곡동 503,심곡동 503,0.25,0.25,0.25,,,,
714,소로2류437호선,시도714호선(춘의-춘의),춘의동 159,춘의동 159,0.172,0.172,0.172,,,,
