,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
42273,201503,경인선,소사,216,3,16719,3046,20885,10010,53632,16795,51052,26171,34254,19131,26355,20212,24288,15497,24749,19644,22800,25208,20318,22080,22678,21923,27142,24844,29356,29871,27781,40054,18653,43688,14542,31194,12539,29037,8928,29950,3624,20533,271,4409,0,0,0,0,0,0,20151223
42275,201503,경인선,역곡,227,6,22546,3456,52140,11864,147583,16066,145754,59641,78143,53374,52040,34568,48103,39439,50021,35803,48785,40066,43298,39144,44769,44874,51343,56662,57461,69395,56261,108968,39593,120006,30533,78459,31250,74287,28527,70538,13768,46185,879,8754,1,0,0,0,0,0,20151223
42281,201503,경인선,중동,564,2,10687,1372,21591,4367,54934,7755,45824,18366,25496,11652,19632,9675,17678,10003,17242,12075,17111,12419,13601,13219,13402,15201,14271,19060,16442,23054,16665,32619,10769,38005,8593,25262,8383,24018,6205,22698,2581,17298,247,4224,0,0,0,0,0,0,20151223
42630,201502,7호선,까치울,2,0,1821,242,5741,1562,17829,2630,20964,5045,10698,3471,7231,2824,6761,3556,7448,4589,7343,4764,6636,5233,6231,6014,6166,7216,6845,9209,7190,13074,4889,14005,3751,10290,3243,9001,2515,9010,1051,5936,149,1666,0,7,0,0,0,0,20151223
42650,201502,7호선,상동,1,0,3928,1446,12418,4592,33091,9681,27807,23083,15927,20969,13737,16092,14600,15916,17184,18599,18336,20686,18763,19494,20271,20677,21742,20897,23473,25014,27730,33000,20497,35929,18037,24287,18908,18484,18964,16214,8496,13011,1418,4117,7,428,0,0,0,0,20151223
42655,201502,7호선,신중동,2,0,3660,885,12093,3968,37615,11532,32925,31966,18169,23249,15104,13707,15937,12958,17428,13945,17886,16435,17742,16965,18658,17314,19525,18730,22601,23076,31900,29853,20748,38675,21803,23549,15004,19453,12025,18015,5770,13957,802,5420,4,22,0,0,0,0,20151223
42669,201502,7호선,춘의,2,0,2803,729,6439,3683,16047,18654,17542,37572,9849,9610,7916,5920,7522,4989,8383,5369,8490,6026,8070,6576,7692,6632,8606,7256,15213,9126,25100,12251,13749,14531,10671,11392,10659,8877,4956,8763,2242,6912,354,2225,3,13,0,0,0,0,20151223
42823,201502,경인선,소사,154,3,12300,2124,15399,7580,37405,12486,36743,16528,27255,12200,22089,12614,21515,13665,21717,16513,20168,21836,18223,18972,19669,18637,21226,20497,23113,23748,20901,30795,13613,33569,10782,24786,8856,23191,6362,23725,2738,16483,232,2583,2,57,0,0,0,0,20151223
42825,201502,경인선,역곡,200,5,17158,2412,37689,10009,101297,13242,106986,25943,58767,23079,41359,20785,39092,23099,41528,27560,41531,31071,36740,32370,33507,37456,34035,45057,38169,53080,37120,83604,26889,90424,20800,62211,19824,57189,16200,53669,7999,35882,576,7695,2,84,0,0,0,0,20151223
42831,201502,경인선,중동,442,3,8031,1137,15799,3860,38889,5675,32449,14081,19122,9537,15139,7771,15098,8444,15270,10259,15141,11144,12713,11525,12229,12801,12710,15380,13228,18115,14076,24977,9613,28152,7396,19821,6845,18540,4769,16977,2289,13629,205,2265,2,28,0,0,0,0,20151223
43180,201501,7호선,까치울,2,0,2070,303,6890,2098,21147,2915,25092,5593,12660,3711,8450,3246,7494,4259,8315,5023,8287,5688,7440,5738,7061,6763,7185,8115,8028,10598,8283,16651,5451,17391,4399,11512,3773,10382,2638,10743,1109,6766,158,1942,0,0,0,0,0,0,20151223
43200,201501,7호선,상동,5,0,4794,1550,15302,5435,40583,11039,33634,27778,18849,25379,16572,19092,17260,18959,19601,22974,21376,23870,22062,23414,23377,22617,25713,23762,27454,29688,32729,38816,23840,43863,21331,28089,21959,21560,21480,18516,9558,14888,1516,4551,0,434,0,0,0,0,20151223
43205,201501,7호선,신중동,2,0,4361,1077,14883,4927,46018,13311,40464,36484,21159,28428,17332,15804,19022,15557,20256,16222,20345,19204,20236,19372,21160,19890,22142,22003,26602,27372,37305,36225,23890,48397,25376,27430,17226,22708,14016,20249,6700,16396,982,5924,0,0,0,0,0,0,20151223
43219,201501,7호선,춘의,3,0,3226,659,7567,4378,18667,22089,20054,44148,11449,12284,8350,6521,8307,5829,9229,6171,9570,6916,8910,6952,8367,7079,9361,8392,17908,10260,30832,14655,16569,16668,12309,12231,12433,10043,5345,9759,2408,7562,387,2568,0,0,0,0,0,0,20151223
43374,201501,경인선,소사,206,8,15295,2416,18256,9101,45050,13684,44108,18714,31338,13084,24898,13692,23651,14981,24236,18104,22393,23267,19645,20545,21135,20924,23689,22836,25024,28478,24143,38015,14614,39709,11597,28230,9665,25751,7081,27041,3001,19376,285,2756,0,0,0,0,0,0,20151223
43376,201501,경인선,역곡,234,2,20837,2833,45021,12004,123038,13287,130210,31482,69069,27731,48437,23009,46723,25659,47741,29650,46778,33936,39903,36298,37409,41327,37865,51543,43140,61114,42671,101935,29641,109587,22906,70524,21501,66378,17796,61482,8937,41855,589,9185,0,0,0,0,0,0,20151223
43382,201501,경인선,중동,590,0,9675,1382,19090,4485,46060,6806,39518,16011,23103,10842,17369,9132,16882,9750,17220,11814,17014,12419,14350,12738,14024,14666,14349,17570,15533,20797,16541,29703,10577,34058,8285,22978,7743,21512,5577,19505,2293,16234,188,2533,0,0,0,0,0,0,20151223
