,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
13433,201905,7호선,신중동,14,2,6151,1497,19037,5969,53848,17049,52422,48035,29511,33686,22365,18168,21022,16795,22718,17690,21977,19397,20983,19908,22511,21616,25160,25359,31274,31011,47493,49291,23361,53764,23692,27958,16454,23065,13490,21764,6739,17273,1070,6543,0,22,0,0,0,0,20190603
13447,201905,7호선,춘의,0,0,5499,1474,10804,6220,27159,30525,27516,55035,17203,17951,11804,10608,10933,8404,11754,8041,11884,9858,11003,9322,10866,10067,12767,11664,26967,14592,47056,20550,18247,21331,12879,14127,10193,12878,5268,11986,2248,8359,329,3036,0,0,0,0,0,0,20190603
13627,201905,경인선,소사,1090,18,19246,4049,18321,9517,43426,11286,40558,25639,27809,15806,21877,17544,19430,14583,21134,16751,19294,16286,17652,15516,19339,17401,23557,20490,23085,26583,22008,33971,13842,33829,9843,22233,8653,20409,6668,21059,3094,13850,200,4440,0,0,0,0,0,0,20190603
13629,201905,경인선,역곡,904,8,30226,4531,53449,14558,150258,16592,146222,45454,85055,50198,56527,33478,48343,37902,51045,34332,49274,43161,41752,40951,44441,48650,52606,59479,58009,78228,53765,127007,35134,120596,29270,77047,27009,68912,23647,66519,13665,44059,1061,9352,0,0,0,0,0,0,20190603
13635,201905,경인선,중동,665,4,12092,1860,20313,4834,50655,7464,42510,16899,27274,11271,18474,8676,16775,10277,17241,11656,16380,12650,13326,13140,13063,15176,14842,18912,15264,25101,16408,34687,9803,34175,8259,22213,6738,19758,4937,18507,2254,14411,283,3623,0,0,0,0,0,0,20190603
14005,201904,7호선,까치울,1,0,3696,886,11183,3922,36225,5758,45978,11333,22930,6280,12090,6427,10793,8578,11050,9459,11990,9993,11555,9548,11564,10939,13206,14423,13247,20112,13436,30031,8611,29000,6000,17516,5059,16013,3641,15891,1409,8860,205,2652,0,0,0,0,0,0,20190503
14025,201904,7호선,상동,2,0,5263,2034,17881,7557,50075,14512,44993,34119,25553,30657,18728,20929,18651,21392,20963,21827,22079,24587,22424,24266,23921,24683,26523,26502,29973,34494,36769,54925,23992,49269,20793,28684,22688,22196,21870,18738,8131,14453,1624,5079,1,340,0,0,0,0,20190503
14030,201904,7호선,신중동,10,0,5731,1380,18923,5381,54443,16527,53276,49732,28999,32833,21614,17191,20172,16230,22079,16471,21604,19110,19791,18817,21506,21516,23392,24128,29912,29860,46854,50137,22652,53050,22953,28074,16097,22804,13039,21332,6315,16105,1047,6108,1,29,0,0,0,0,20190503
14044,201904,7호선,춘의,0,0,5495,1362,10496,5622,27393,31314,27442,57678,16950,18235,11305,9497,10628,7799,11161,8092,11720,10112,11254,9584,11144,10592,12665,11844,26979,14591,47443,21516,18400,21789,13765,13924,10937,13083,5429,11201,2410,7765,318,2839,0,0,0,0,0,0,20190503
14226,201904,경인선,소사,917,28,17835,3243,17604,9216,43912,11022,39999,26139,26194,15878,20742,17958,18417,14372,20335,16340,19114,16111,17561,15194,19503,17286,22404,20047,22582,25697,21919,33032,13517,32767,9550,21471,8238,19593,6523,19467,2810,12977,231,3995,0,0,0,0,0,0,20190503
14228,201904,경인선,역곡,614,12,28344,3972,52361,13614,153758,16563,144548,45572,82434,51238,54002,32242,45835,36546,48028,33865,46307,41218,39999,39039,42566,45430,49629,56738,53995,76592,51411,123153,33653,119892,27338,74494,26498,67477,23719,62808,12434,40747,993,8328,0,0,0,0,0,0,20190503
14234,201904,경인선,중동,610,5,11207,1731,20002,4539,51157,7137,42512,17068,25862,11107,18115,8511,16263,10033,16970,11721,16655,11995,12911,12831,12476,14491,14026,18501,14785,23760,15518,34469,9578,34646,7335,21619,6584,19912,4554,17804,2037,13600,250,3384,0,0,0,0,0,0,20190503
14605,201903,7호선,까치울,2,0,3532,846,10240,3984,34298,5598,42407,10645,22093,5798,12156,5359,11112,7084,11076,7940,11028,8307,10006,8762,9817,10145,11000,13813,11960,18921,12363,29014,8129,27155,5778,17609,4839,15624,3545,16286,1367,9120,189,2380,0,0,0,0,0,0,20190403
14625,201903,7호선,상동,12,0,4965,1998,16016,6865,47179,13374,42663,32148,24494,29976,18316,21329,19028,22372,20992,23672,22821,25070,23800,25031,24772,25662,28304,27108,31078,35285,37210,54335,24936,48036,21520,28157,23588,21689,22639,19097,8723,14797,1411,4546,1,410,0,0,0,0,20190403
14630,201903,7호선,신중동,10,1,5435,1353,17163,5246,51573,15786,50313,45882,28178,32239,21264,16895,20388,16262,21919,17246,21808,18964,20175,19320,22011,21068,24060,23833,29658,31042,45067,47628,22895,51868,23661,28354,16476,22643,13525,21629,6231,15758,864,5738,2,94,0,0,0,0,20190403
14644,201903,7호선,춘의,2,0,5221,1107,9917,5392,26079,29045,26513,52996,16865,17160,11668,8691,10625,6991,11389,7527,11443,8895,10267,8933,10269,9334,11928,11302,25110,14383,43928,20741,16950,20865,12610,14113,10829,12729,5353,11307,2330,8128,268,2486,0,35,0,0,0,0,20190403
14824,201903,경인선,소사,888,32,17219,3318,16507,9045,41632,10705,38652,24296,26125,17207,21593,17251,19719,14270,21554,16396,20095,16937,18880,15575,20485,17775,23283,20782,22981,25803,20951,32315,12848,31871,8897,21807,7673,19375,5996,19439,2709,12735,212,3788,0,0,0,0,0,0,20190403
14826,201903,경인선,역곡,546,17,26395,4004,48423,13181,143372,15849,138309,44424,80309,48162,54852,32181,48914,36372,50989,34105,48952,41180,41935,39600,45078,47165,51912,59391,56253,77707,52340,119584,34252,117639,27398,73500,26835,67382,23614,64717,12333,41572,861,8023,0,0,0,0,0,0,20190403
14832,201903,경인선,중동,466,3,10698,1785,17783,4394,48365,6827,40864,16393,25429,10918,18486,8813,17119,9425,17514,11557,16831,12131,13560,13062,12822,14775,14518,18807,15029,23064,15417,33048,9574,33057,7286,21329,6482,19550,4700,18102,2036,13803,244,3387,0,0,0,0,0,0,20190403
15203,201902,7호선,까치울,2,0,2770,639,8198,2773,24477,3854,32688,7694,17145,4742,9951,4322,9198,5375,9676,6781,9659,7075,8820,7114,8453,8325,8933,10665,9683,14810,10381,22987,6521,22079,4865,14524,4119,12558,3180,12995,1146,7378,169,1883,2,25,0,0,0,0,20190303
15223,201902,7호선,상동,7,0,3999,1646,12658,5584,35740,10106,32905,25073,17756,26147,14762,18410,15968,19727,18496,21086,19996,22891,20512,22611,22709,22566,25499,23781,27448,27574,31891,44076,21966,39700,19134,23196,20797,17867,19177,15722,7947,12503,1435,3736,9,325,0,0,0,0,20190303
15228,201902,7호선,신중동,6,0,4397,1171,13499,4054,39821,12426,39674,36112,21535,27259,17414,14786,17440,14530,19399,15214,19026,17044,18934,17322,20080,18073,21402,21501,25505,23807,39230,39906,20080,43031,20104,23278,13924,18758,11530,18026,5962,13447,865,4775,6,48,0,0,0,0,20190303
15242,201902,7호선,춘의,0,0,4179,937,7903,4264,20224,23759,20793,45195,13628,14653,9794,7652,9517,6421,10149,6718,10591,8029,9695,7593,9790,8111,10753,9371,20527,11869,37288,17005,14781,17404,10988,11655,9305,10872,4863,9997,2160,6893,245,2134,3,19,0,0,0,0,20190303
15423,201902,경인선,소사,665,8,12498,2316,13101,7103,32431,7884,30711,12366,20832,9724,18461,10448,16813,11052,18011,12434,16214,13631,14968,12947,14791,15043,15700,17272,16369,20309,15514,26012,10252,26185,7070,17749,5807,15636,4337,16100,2287,10547,149,3339,4,61,0,0,0,0,20190303
15425,201902,경인선,역곡,410,19,20218,3111,37971,10310,110640,11684,109431,23448,62673,21652,44802,20888,41252,24251,43312,26816,42410,31868,36652,32680,35945,40221,36088,49185,38087,62003,37292,99353,24762,95498,20031,61068,18568,55037,15258,52040,7900,33981,601,6838,4,66,0,0,0,0,20190303
15431,201902,경인선,중동,314,4,8226,1357,14197,3475,36957,4566,31489,11858,19374,9194,15342,7371,14222,8463,15253,10491,14824,10499,12644,10998,12202,12562,12293,15935,12319,18591,13327,26007,8157,27513,6242,17381,5282,16154,4238,14212,1739,11612,215,2690,4,27,0,0,0,0,20190303
15801,201901,7호선,까치울,3,0,3248,876,10004,3350,30096,4549,40315,9282,19807,5467,11392,4549,10519,5991,10431,6890,10609,7525,9660,7854,9539,9266,9964,11447,10516,17057,12197,28611,7372,27329,5166,17343,4650,14643,3610,14761,1329,8191,165,2325,0,0,0,0,0,0,20190203
15821,201901,7호선,상동,14,3,5028,1929,16340,6445,44977,12172,40385,31696,20358,31560,16799,20970,17811,22082,20464,23445,22042,25837,22557,24415,25824,24802,28998,25809,31598,31752,37211,52936,24691,47824,21837,27446,23657,21177,21826,18016,8807,14202,1689,4489,2,290,0,0,0,0,20190203
15826,201901,7호선,신중동,9,1,4951,1354,16675,4913,50700,15389,49156,45053,24733,32125,19562,17430,19664,16465,21711,17068,21495,18643,20683,19314,22096,20444,24567,23478,30079,27759,47590,47000,22709,53209,23633,27161,16156,21856,13543,20431,6382,15948,1010,5526,0,24,0,0,0,0,20190203
15840,201901,7호선,춘의,0,0,4831,1254,9707,5214,25287,29741,25755,56753,15278,17574,10604,9106,10181,7098,10969,7434,10914,8807,10688,8534,10639,9037,12150,10879,25730,13242,47867,20609,18055,21322,13171,13767,10907,12628,5261,10950,2369,7725,285,2584,0,0,0,0,0,0,20190203
16020,201901,경인선,소사,854,18,15885,2766,16235,7919,40308,9123,37825,14204,24332,11102,20592,11664,17980,12094,19459,13324,17622,14658,15812,13879,16118,16292,17129,19334,18300,23535,16909,31401,10909,31942,8002,20967,6057,18582,4818,18431,2550,12431,196,3853,0,0,0,0,0,0,20190203
16022,201901,경인선,역곡,501,22,24254,3711,46246,12459,139670,13573,136481,28416,73712,25811,50507,23017,46575,25044,47661,28808,45105,34322,38212,35165,37846,43536,39371,54885,42893,70046,41529,118521,26603,119326,21046,71649,20087,64003,16533,61433,8179,38698,588,7655,0,0,0,0,0,0,20190203
16028,201901,경인선,중동,455,3,9720,1587,17731,4046,45976,5412,38742,15218,22766,10283,17133,8245,15972,9618,16581,11653,16443,11491,13483,12430,13345,14228,13805,17663,14260,21609,15724,31245,9062,33692,6983,20536,5998,18433,4615,16974,1887,13318,220,3208,0,0,0,0,0,0,20190203
16399,201812,7호선,까치울,1,0,3304,926,9218,3573,29517,4542,38950,10180,20309,6008,12164,5172,10773,6824,10766,7940,11307,8263,10506,8675,10234,10238,11138,13038,12212,18673,12541,26905,7713,24218,5603,16290,4777,14990,3800,15092,1478,9025,171,2604,7,38,0,0,0,0,20190103
16419,201812,7호선,상동,13,0,4670,1859,14797,6305,41292,11340,39169,30677,21638,30647,17673,20874,18373,22832,21345,24921,23526,27190,24451,25769,27813,26722,30716,28872,33459,35394,36536,55290,24889,44767,22810,26577,24712,21499,23623,18644,10447,15698,1988,4863,23,631,0,10,0,0,20190103
16424,201812,7호선,신중동,8,0,4936,1303,14887,4958,45736,14611,45716,43335,25079,30218,20387,17409,20028,17071,21827,18027,22259,19421,21887,19747,23428,20851,25872,25918,31953,29357,44783,48173,22463,47452,23925,25780,16343,22198,14732,20884,7298,17365,1081,6053,27,28,0,18,0,0,20190103
16438,201812,7호선,춘의,0,0,4794,1408,9090,5114,23467,26701,25335,50256,15635,15403,11599,8645,10929,6929,11386,7661,11381,8909,10681,8666,11115,9913,13152,11186,25330,14268,41935,19696,16102,19624,11156,12529,9804,12708,5240,11210,2416,8835,290,2764,2,36,0,2,0,0,20190103
16620,201812,경인선,소사,892,20,16473,2989,15776,8111,38468,9380,37381,16504,24619,13171,21999,13137,20018,13811,20807,15674,19988,16051,18482,14925,18712,17914,20516,20732,20529,25268,17956,30414,11366,30307,8134,20035,6837,19064,5421,19779,2661,13624,194,4630,1,3,0,0,0,0,20190103
16622,201812,경인선,역곡,526,8,24064,3523,43581,12364,129523,14855,131371,33270,74420,34191,53896,25685,48489,29758,50383,31123,49350,38469,42565,37993,44034,46232,47884,58750,50506,75574,44695,111744,28958,107333,23448,69592,22434,64402,20000,61955,10489,42549,802,9061,0,3,0,0,0,0,20190103
16628,201812,경인선,중동,540,6,9798,1600,16729,3923,43873,5924,37367,16742,22870,10615,18180,8819,16740,9801,17539,11785,17178,12064,14434,12878,14350,14991,16002,18509,16118,22811,15628,30364,9075,30238,7211,20504,6449,18629,4861,17539,2125,14639,257,3591,0,3,0,0,0,0,20190103
16998,201811,7호선,까치울,0,0,3592,891,10557,3956,35036,5130,43909,11199,21750,6484,11945,5228,10629,6506,10521,7353,10624,8341,9447,8519,9683,9898,10502,13053,12002,19242,12547,29321,7566,27814,5219,17651,4494,14979,3547,15683,1468,8611,178,2558,0,0,0,0,0,0,20181203
17018,201811,7호선,상동,13,0,5155,2070,16330,6571,47609,12375,44206,34304,24182,32256,17653,21310,17772,21417,20453,23154,22508,25869,23166,24242,25303,25164,28846,27422,32153,35380,36963,55887,24288,49239,21672,27964,23165,21688,21755,17796,8636,14665,1682,4568,0,278,0,0,0,0,20181203
17023,201811,7호선,신중동,7,0,5463,1479,16938,5386,53167,15523,51683,46630,27175,31454,20356,17087,19202,15903,20939,16271,20522,18866,19477,18597,21200,19966,23579,24094,30769,29335,46312,48540,21997,53061,22416,27533,15312,22096,13636,20378,6361,16237,982,5859,0,0,0,0,0,0,20181203
17037,201811,7호선,춘의,0,0,5607,1537,9756,5009,27164,28818,28548,56713,16222,17046,11413,8420,10092,6739,11230,7483,10769,8716,9886,8335,10314,9310,12403,11111,26339,14298,45873,21353,17662,22107,12061,13453,10527,12538,5067,11156,2469,7985,299,2737,0,0,0,0,0,0,20181203
17209,201811,경인선,소사,1130,15,18199,3782,17749,8840,43339,10420,41777,25749,26222,16119,21342,17011,18912,13909,21307,16559,19561,17013,17749,15339,20149,18208,22702,21319,24409,27075,21891,33710,13338,34201,9350,21150,8119,19031,6820,19570,3003,13445,245,3984,0,4,0,0,0,0,20181203
17211,201811,경인선,역곡,804,12,27706,4123,48546,13426,147065,15998,149169,43087,81419,47178,53083,32221,45876,34105,47568,31531,47999,39957,39009,38587,42403,44564,49698,57211,55629,78141,50820,122665,31350,120587,25341,73564,25025,64939,21803,62517,11312,40511,911,8105,0,2,0,0,0,0,20181203
17217,201811,경인선,중동,777,5,11092,1708,18695,4315,50001,6697,42635,17575,24898,11151,17947,8720,15980,9567,16636,11355,15965,12353,13336,12170,13136,14843,14936,18692,15190,23731,15948,33871,9340,34675,7256,21139,6399,18777,4846,17307,1942,14011,238,3581,0,2,0,0,0,0,20181203
17588,201810,7호선,까치울,2,0,4019,938,10771,4171,35150,5449,42569,11374,21680,6304,12266,5931,10685,7825,11021,8423,11546,9203,10585,9183,11235,10616,12030,13627,12779,20120,13431,29160,8307,28086,5622,17686,4876,15758,3553,16078,1468,8793,184,2363,0,0,0,0,0,0,20181103
17608,201810,7호선,상동,16,0,5549,2161,16019,7053,48460,13737,42735,34262,24095,32640,18271,21930,18615,22936,21277,23717,23195,26305,23636,24837,26417,25981,28750,28082,31807,34388,37101,54091,24806,48409,21677,28900,23911,21725,22964,18387,8593,14378,1598,4633,2,182,0,0,0,0,20181103
17613,201810,7호선,신중동,7,1,5961,1634,17857,6146,53267,16142,50578,45256,27720,31278,21109,18108,20312,16692,22489,17120,21346,19723,20584,19623,21777,21175,23973,24520,30727,29771,44990,47403,22583,52431,23434,27715,15798,22852,13398,21183,6379,16173,940,5608,0,63,0,0,0,0,20181103
17627,201810,7호선,춘의,0,0,5605,1447,9731,5163,27656,30456,28106,56093,16784,15966,11933,8664,10479,6831,11089,7458,10865,9009,10321,8686,10585,9562,12057,11616,25082,14475,44958,21230,18314,21502,12878,14070,11567,13164,5259,11337,2340,7862,286,2543,0,28,0,0,0,0,20181103
17799,201810,경인선,소사,1362,11,19321,4034,18559,9536,44640,11325,41948,25581,27536,16186,22445,17289,20206,14517,21921,17586,20454,17083,18799,15808,20048,18557,23095,21671,24468,27422,22402,34282,13950,34305,9976,22625,8356,20418,6921,20231,2899,13123,234,4097,3,3,0,0,0,0,20181103
17801,201810,경인선,역곡,932,17,29898,4532,51136,13373,149117,17114,146980,43807,80976,49923,55914,31248,48955,35381,50741,33230,50231,42166,42284,39506,43966,47064,50761,59471,55741,78716,51883,122051,32401,121705,25632,76484,25239,67318,22140,64204,11517,40482,873,7888,0,1,0,0,0,0,20181103
17807,201810,경인선,중동,899,13,12051,1901,19607,4827,49965,7232,42466,17256,25644,11016,18436,8878,16483,9345,17427,11017,16600,11863,13150,12877,12794,14656,14368,19655,15065,24114,15867,34361,10025,34329,7452,22515,6681,19727,4611,17447,2062,13768,220,3519,1,3,0,0,0,0,20181103
18178,201809,7호선,까치울,5,0,3364,847,9053,3578,29243,4879,35119,9718,18573,5969,11126,5034,10142,6817,10128,7527,10683,8357,9573,8413,9865,9681,10737,12671,11410,17885,11879,24509,7755,23876,5431,15650,4713,14203,3382,13890,1424,8149,141,2097,6,32,0,0,0,0,20181003
18198,201809,7호선,상동,22,1,4875,1892,13931,6382,39731,12625,35003,28464,20253,29177,16568,19105,16701,20449,19277,21024,20185,23179,21111,22776,23360,22948,25985,24951,27626,30823,32104,45000,22365,41721,19501,24042,21244,18653,20821,15816,8022,13111,1351,4030,18,196,0,0,0,0,20181003
18203,201809,7호선,신중동,8,0,4976,1449,15164,5416,43985,13977,41220,36627,24106,26779,18767,16058,18529,15110,19718,15669,19827,17405,18923,17993,19846,19252,22089,22561,26807,27420,37370,40415,20281,44234,21397,24485,14566,19692,12116,18906,5945,14427,822,5118,6,37,0,0,0,0,20181003
18217,201809,7호선,춘의,0,0,4713,1181,8699,4812,23268,25614,23707,45479,15113,13224,11130,7872,10190,6374,10763,6934,10043,8368,9826,7812,10081,8671,11414,10603,21300,12939,36341,18331,15554,18510,11105,12633,10403,11769,4951,10800,2038,7232,237,2207,2,25,0,0,0,0,20181003
18389,201809,경인선,소사,1362,16,16157,3416,16404,8330,38181,10032,35694,21734,24478,15601,20921,15358,18536,13462,20513,15312,18819,15730,17051,14333,18992,16873,21298,19443,21530,23514,19300,30393,12800,28268,9460,20821,7779,18187,6102,18272,2650,12520,187,3853,0,74,0,0,0,0,20181003
18391,201809,경인선,역곡,1073,28,24839,3882,43785,11487,124737,14811,123234,38786,70951,41715,50392,28739,44878,31728,46954,30025,46262,37078,39125,35923,40337,42802,45863,54177,50625,69986,48125,106366,30808,102437,24463,66293,22683,60607,18962,57363,10335,38116,765,7118,1,88,0,0,0,0,20181003
18397,201809,경인선,중동,885,11,10438,1617,16921,4182,41481,6181,34757,14985,22262,10494,16761,8372,15497,8991,16165,10471,15157,11498,13081,11854,12220,13644,13506,17110,14017,21995,14666,29196,9226,29441,7106,19755,5922,17478,4490,15300,1933,11935,218,3578,0,35,0,0,0,0,20181003
18768,201808,7호선,까치울,3,0,3471,1041,9909,4222,31991,5190,37535,9550,19009,5319,10949,4792,9570,6420,9927,6980,10039,6983,8761,7716,8873,8273,9341,11706,10348,16897,11857,27225,8167,26636,6025,16881,4857,14953,3731,14925,1376,8061,172,2178,0,0,0,0,0,0,20180903
18788,201808,7호선,상동,15,0,5481,1935,15640,6770,43011,13829,36704,30461,19082,32727,16125,19844,16906,21188,19368,21997,19839,22770,20665,24418,23650,22351,26777,25225,30560,31358,35540,47902,24366,45519,21320,26372,23358,19819,23591,17149,8771,13418,1676,4383,1,286,0,0,0,0,20180903
18793,201808,7호선,신중동,5,0,5422,1517,17366,6365,49260,15483,44530,39836,23336,28201,18500,15895,18300,14667,19863,16690,19800,18551,19028,16518,20315,20103,23294,22321,28883,27665,42447,44881,22114,49783,23357,26322,15131,20855,13220,20316,6156,15268,1036,5559,1,1,0,0,0,0,20180903
18807,201808,7호선,춘의,0,0,4920,1175,10160,5053,24993,29444,25144,51062,15152,14173,10747,7876,10115,6499,10385,7124,10103,8640,9483,7238,9529,8987,11233,9833,23465,13054,42045,19613,17403,20259,12782,13629,10562,12152,5062,11430,2123,7484,298,2593,0,0,0,0,0,0,20180903
18981,201808,경인선,소사,1505,27,17440,3331,17812,9609,40992,10408,37582,17670,24067,11738,18795,11784,16857,10770,17537,12187,15521,12491,14760,12053,14486,13899,16007,16570,18363,21920,17474,30020,11252,29893,8580,20616,6542,19114,4863,18237,2524,12407,186,3651,0,0,0,0,0,0,20180903
18983,201808,경인선,역곡,1116,15,26685,3918,48332,12081,136772,15171,131266,32378,69423,31016,47534,23431,42431,25751,42451,26783,42573,32390,34739,32302,34924,38223,39238,49955,43330,68155,41333,114288,27196,111839,22507,71496,20725,62285,16832,59807,8540,37619,706,7357,0,0,0,0,0,0,20180903
18989,201808,경인선,중동,982,10,10782,1817,18705,4047,44473,6495,37345,14923,21294,10561,15570,8377,14190,8757,14830,9889,13706,10439,11485,10548,11169,12093,12903,15475,13707,20144,15151,30639,9550,32026,7237,20707,5876,17828,4689,16390,1936,12264,219,3179,0,0,0,0,0,0,20180903
19359,201807,7호선,까치울,4,0,3795,990,10641,4105,33465,5895,40037,10793,19507,5710,11116,4991,9445,6751,9882,7625,10065,7420,8980,8197,8956,8475,10105,11704,11096,17060,12455,27568,8356,27799,6346,16970,5560,15703,4003,15517,1523,8676,193,2321,1,0,0,0,0,0,20180803
19379,201807,7호선,상동,16,1,5608,1953,16406,7002,46292,14536,38582,32541,20109,33931,16450,20991,17054,21204,19238,22667,20642,23683,21315,24581,23933,23011,26947,25320,30592,32169,36726,49296,25164,47736,22179,27545,24899,20589,23951,18090,9117,14015,1635,4582,1,264,0,0,0,0,20180803
19384,201807,7호선,신중동,5,0,5955,1708,18132,6805,52123,16608,46717,42212,24334,28477,18962,16850,18639,15175,19782,16930,20078,18889,19305,17378,20963,20338,23322,22388,29270,27817,43698,46176,22664,51086,24042,27175,16086,22219,13876,21337,6441,15886,1101,5531,0,1,0,0,0,0,20180803
19398,201807,7호선,춘의,0,0,4901,1401,10260,5387,26509,30565,26709,55966,16108,15491,10938,8423,10078,6893,10340,7256,10027,8957,9920,7345,9673,9037,11784,9886,24707,12798,45032,20110,18800,20607,13551,13784,10744,13052,5445,11750,2181,7603,310,2735,0,0,0,0,0,0,20180803
19569,201807,경인선,소사,1375,14,19332,3761,18201,10523,42760,11822,39742,15840,24510,12105,19035,11658,16653,11599,17134,11847,15573,13826,13975,12412,14336,14107,16256,17375,18692,22189,17867,31607,11830,30620,8931,21882,7267,19284,5220,19572,2920,13109,217,3864,0,0,0,0,0,0,20180803
19571,201807,경인선,역곡,1144,15,28771,4391,51737,12526,145689,16477,139927,32238,73298,27782,48516,22829,42674,25193,43038,27199,42182,33651,33855,33729,33765,40258,36937,50938,43473,68320,41741,117405,28042,115458,23195,75920,21332,65105,17741,62690,8720,39581,679,7695,0,5,0,0,0,0,20180803
19577,201807,경인선,중동,974,5,11985,2008,20034,4302,48106,6802,40046,16588,23130,11050,15644,8609,14607,9592,15403,10522,14663,11332,12076,11279,11823,12904,13634,15858,13673,22016,16101,31211,10163,33645,7877,21590,6764,19279,5090,17562,2248,13644,225,3607,0,3,0,0,0,0,20180803
19947,201806,7호선,까치울,6,1,3671,1002,9970,4126,31331,5528,38898,10575,19656,6523,11408,6267,10423,7767,10661,8669,10978,8639,10367,8715,10614,9869,11797,12730,12250,18956,12693,25681,8548,24946,6415,16802,5721,15028,3788,15479,1595,8899,175,2367,0,0,0,0,0,0,20180703
19967,201806,7호선,상동,18,1,5780,1939,15762,6950,42651,14180,37029,30706,21253,31004,16903,20645,17551,22064,20111,22555,21527,23577,22149,22433,23608,23621,26122,25054,29071,31156,34007,47695,23333,43721,20503,27193,22386,20311,22340,17631,8574,14071,1447,4559,0,278,0,0,0,0,20180703
19972,201806,7호선,신중동,6,0,5898,2066,17333,5953,48353,15635,45289,39434,25121,26822,19642,17070,19455,15839,20337,16255,20215,18251,19511,18975,21172,19965,22951,23535,27736,28107,39543,42439,21348,48516,23249,26254,15476,22073,13108,20862,6424,15448,1005,5891,0,0,0,0,0,0,20180703
19986,201806,7호선,춘의,0,0,4999,1328,9590,5139,24795,30032,25851,51713,15893,15150,11108,9708,10191,7995,10963,7850,11147,8981,10388,8903,10684,9248,12560,10788,23666,13501,41555,19309,17419,19594,13292,13162,10844,12514,5258,11238,2283,7560,261,2678,0,0,0,0,0,0,20180703
20157,201806,경인선,소사,1245,8,20663,4212,19647,11285,44754,13538,42898,21064,28978,15896,23150,15299,21212,14586,21725,16769,20446,16930,18500,15815,19441,18178,21525,22419,23798,28319,21546,33707,14142,34464,10412,24716,8631,22582,6343,22512,3124,15922,258,4277,1,1,0,0,0,0,20180703
20159,201806,경인선,역곡,859,7,28890,4362,49243,13123,135507,17652,136317,39486,73784,40793,51525,28700,46653,32226,46678,32326,45907,37710,39876,37754,41089,42899,45748,54455,49567,71520,46089,111867,31616,112891,26507,70310,24461,65742,22257,60387,11709,40947,854,8429,0,4,0,0,0,0,20180703
20165,201806,경인선,중동,912,7,12049,2088,18824,4102,44397,6972,39452,16198,23526,10941,17080,8639,16273,9483,16182,11371,15550,11686,12914,12075,12479,14061,13528,17329,14463,21998,15387,30435,9826,31926,8263,20868,6828,19539,5120,17017,2249,13804,242,3781,0,0,0,0,0,0,20180703
20534,201805,7호선,까치울,2,0,3688,928,10474,4016,33379,5438,41598,10946,20853,7140,12174,6718,11225,8361,11190,8776,11849,9083,11377,9476,11045,10424,12371,13126,12924,19204,12967,27429,8362,27300,6319,17858,5539,15735,3962,16376,1608,9263,177,2657,0,0,0,0,0,0,20180603
20554,201805,7호선,상동,18,2,5628,2081,16269,7205,46352,14226,41149,31841,23537,31769,18363,20359,18579,21657,20746,22607,21957,24511,22666,23844,24198,24437,26632,26895,30180,32977,35508,51395,24421,47374,21823,28783,23841,21977,23509,19360,9132,15516,1527,5196,0,286,0,0,0,0,20180603
20559,201805,7호선,신중동,7,0,6020,1967,18009,5773,51790,16759,48765,42669,27533,27895,20808,16918,20402,15802,21875,16984,21016,18909,20611,19110,21481,20970,24066,24624,28137,28825,41447,45645,22394,51025,24056,27929,16397,23427,13705,22088,6500,17136,1056,6184,0,0,0,0,0,0,20180603
20573,201805,7호선,춘의,0,0,5239,1269,9930,5328,25689,31113,28068,54552,16961,14988,11521,9689,10744,8561,11477,8361,11631,9510,11065,9215,10903,9687,13104,11152,24692,14016,41390,20624,18284,20549,13433,14477,12235,13343,5787,12203,2912,7999,302,2804,0,0,0,0,0,0,20180603
20746,201805,경인선,소사,1082,11,21572,4230,22598,12214,51112,15323,49329,29065,33740,19182,26990,18900,24083,16688,25745,19696,23848,19334,21548,19047,22418,21843,25719,25636,28805,32330,26144,40293,16225,40727,12452,28679,10548,26772,8203,27234,3507,19348,288,4537,0,0,0,0,0,0,20180603
20748,201805,경인선,역곡,719,11,29562,4234,52311,13022,147744,18193,148181,46839,82292,47912,55247,32771,49082,36805,51346,32992,48267,40464,42038,40741,42938,46492,50429,58491,57238,76316,52917,120992,35486,120470,29194,75986,27394,73029,24374,64528,13524,46112,1053,8838,0,0,0,0,0,0,20180603
