,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,경도,위도,도로명주소
179628,올리브영,소매,종합소매점,시장/종합상가,126.781354364723,37.4855566583136,경기도 부천시 부천로9번길 28
179631,멀티카비젼,생활서비스,자동차/이륜차,자동차정비/카센타,126.806067059594,37.4823039494273,경기도 부천시 경인로 451
179645,객주식품,소매,음/식료품소매,식료품점,126.749724961456,37.490506214784,경기도 부천시 상일로 72
179646,농협안심축산물전문점,소매,음/식료품소매,정육점,126.753027597277,37.507462525641,경기도 부천시 상동로 113
179673,부동산써브그린타운공인중개사사무소,부동산,부동산중개,부동산중개,126.773257496123,37.4952941529912,경기도 부천시 부흥로303번길 31
179691,짠노래빠,음식,유흥주점,룸살롱/단란주점,126.812160578036,37.4859244826344,경기도 부천시 부일로 742
179712,고려왕족발,음식,한식,족발/보쌈전문,126.784467969115,37.4866970119636,경기도 부천시 부천로30번길 22
179739,휴대폰할인매장옥길지구점,소매,종합소매점,시장/종합상가,126.820039443607,37.4695323887855,경기도 부천시 양지로166번길 6
179817,썬마트,소매,종합소매점,편의점,126.811109547598,37.4844632354059,경기도 부천시 경인로 505
179840,트레인PC방,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,126.752482928172,37.4898956377271,경기도 부천시 상일로94번길 38
179913,GEOR,소매,의복의류,일반의류,126.784881403934,37.5016584741463,경기도 부천시 길주로378번길 35
179923,맛객미식쇼,음식,한식,한식/백반/한정식,126.777559173262,37.499879966364,경기도 부천시 신흥로 178
179929,사이참카페,음식,커피점/카페,커피전문점/카페/다방,126.768344459093,37.4825204008289,경기도 부천시 중동로22번길 79
179934,COCO,소매,의복의류,여성의류전문점,126.777971969253,37.5009204280852,경기도 부천시 신흥로 190-1
179948,의성부동산,부동산,부동산중개,부동산중개,126.763983848581,37.4877819627701,경기도 부천시 부일로308번길 16
179969,본비빔밥부천시청점,음식,한식,돌솥/비빕밥전문점,126.766780309514,37.5047596526043,경기도 부천시 길주로 219
179983,더페이스샵,소매,화장품소매,화장품판매점,126.802399749192,37.5158304775801,경기도 부천시 소사로 663
180033,행복한하루,음식,한식,한식/백반/한정식,126.793524330571,37.4804195015494,경기도 부천시 호현로 478-1
180110,THEBAKE,음식,제과제빵떡케익,제과점,126.764045387072,37.5046319528115,경기도 부천시 길주로 202
180111,구어조은닭,음식,닭/오리요리,후라이드/양념치킨,126.749724961456,37.490506214784,경기도 부천시 상일로 72
180147,네일봉봉,생활서비스,이/미용/건강,발/네일케어,126.750367418874,37.498775490417,경기도 부천시 부흥로 71
180161,기발한치킨,음식,닭/오리요리,후라이드/양념치킨,126.790421871024,37.4912182603821,경기도 부천시 원미로 97
180189,개미호프,음식,유흥주점,호프/맥주,126.807474536915,37.4869405002623,경기도 부천시 지봉로 72-1
180190,신앙촌상회,소매,가방/신발/액세서리,양품점,126.763113846898,37.4911697606656,경기도 부천시 석천로44번길 27-3
180212,한솥도시락,음식,패스트푸드,도시락전문점,126.761615053859,37.5024980793665,경기도 부천시 소향로 123
180246,J&J주니어랩영,학문/교육,학원-어학,학원-외국어/어학,126.803401273429,37.4729241764848,경기도 부천시 소사동로 78
180278,쿠쿠서비스센터,생활서비스,개인/가정용품수리,가전제품수리,126.775869222235,37.5057191902063,경기도 부천시 신흥로 248
180280,페리카나,음식,닭/오리요리,후라이드/양념치킨,126.804901972293,37.4816253996941,경기도 부천시 경인로 444
180291,별밤지기노래연습장,관광/여가/오락,무도/유흥/가무,노래방,126.761864717726,37.5038162053122,경기도 부천시 석천로183번길 19
180340,금란여인숙,숙박,모텔/여관/여인숙,모텔/여관/여인숙,126.78480400812,37.4847992790417,경기도 부천시 부일로496번길 18
180379,청구공인중개사사무소,부동산,부동산중개,부동산중개,126.800386924943,37.4691272568103,경기도 부천시 소사로102번길 47
180413,오복마트,소매,종합소매점,수퍼마켓,126.771302339684,37.4807220947709,경기도 부천시 경인로150번길 68
180427,부어치킨,음식,닭/오리요리,후라이드/양념치킨,126.795721800243,37.520303785875,경기도 부천시 성곡로 85
180429,소망화장품,소매,화장품소매,화장품판매점,126.776467111073,37.4864071802568,경기도 부천시 신흥로 29
180437,콜핑뉴코아아울렛부천점,소매,운동/경기용품소매,등산용품판매,126.75669087581,37.5041312820545,경기도 부천시 송내대로 239
180451,반석어학보습학원,학문/교육,학원-보습교습입시,학원-입시,126.761247355908,37.5083239070163,경기도 부천시 계남로 106-1
180493,GS25삼정타운점,소매,종합소매점,편의점,126.767857863478,37.5183314393784,경기도 부천시 석천로356번길 30
180494,셀프빨래방24시,생활서비스,세탁/가사서비스,세탁소/빨래방,126.819402540493,37.4690574841788,경기도 부천시 양지로166번길 20
180495,블루네일,생활서비스,이/미용/건강,발/네일케어,126.819530981351,37.468797464875,경기도 부천시 양지로166번길 21
180509,씨엔에스전기통신,소매,가정/주방/인테리어,조명기구/전기용품,126.758047296613,37.4871069970685,경기도 부천시 송내대로42번길 81
180539,폰앤커피,음식,커피점/카페,커피전문점/카페/다방,126.81175228315,37.4888577670954,경기도 부천시 지봉로115번길 10
180573,지제이에스스크린골프,스포츠,실내운동시설,실내골프연습장,126.80337901922,37.515425927223,경기도 부천시 소사로 664
180593,은혜종합화장품,소매,화장품소매,화장품판매점,126.780950508561,37.506925066573,경기도 부천시 계남로295번길 47-18
180632,유림보신탕,음식,별식/퓨전요리,사철탕전문,126.742144830794,37.4927594216687,경기도 부천시 상이로39번길 30-13
180668,방가방가,소매,가방/신발/액세서리,가방/가죽제품소매,126.78073793058,37.4838293158836,경기도 부천시 자유로 43-8
180686,코사마트,소매,종합소매점,종합소매,126.751784440711,37.5094406745669,경기도 부천시 상동로117번길 22
180727,덕수장여관,숙박,모텔/여관/여인숙,모텔/여관/여인숙,126.782880692628,37.5085578237984,경기도 부천시 부천로275번길 46
180790,한아름식당,음식,한식,한식/백반/한정식,126.782979859831,37.5205606122519,경기도 부천시 부천로409번길 29
180793,레이디벅,음식,유흥주점,호프/맥주,126.78120465064,37.4864201099195,경기도 부천시 부일로459번길 7
180830,더존모바일,소매,사진/광학/정밀기기소매,핸드폰소매,126.788242358567,37.4917365462652,경기도 부천시 부천로90번길 67
180832,모바일인포테크,소매,사진/광학/정밀기기소매,핸드폰소매,126.76204727877,37.5030342198275,경기도 부천시 석천로177번길 11
180858,오토오아시스,생활서비스,자동차/이륜차,자동차정비/카센타,126.815826744676,37.5301481573894,경기도 부천시 역곡로 509
180859,신영지물,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,126.763123636664,37.4898903930333,경기도 부천시 석천로30번길 41
180914,멕시카나,음식,닭/오리요리,후라이드/양념치킨,126.776332990093,37.4807652964001,경기도 부천시 경인로194번길 67
180917,부천커텐,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,126.779949804138,37.4836229510967,경기도 부천시 자유로 36
180938,동심어린이집,학문/교육,유아교육,어린이집,126.807901866764,37.4856653365585,경기도 부천시 지봉로34번길 58
180946,최고야왕만두,음식,분식,라면김밥분식,126.769895408246,37.5148026128071,경기도 부천시 중동로 391
180987,반달의상실,소매,의복의류,맞춤양장/양장점,126.764111271504,37.4944599675192,경기도 부천시 중동로161번길 53
181008,고려라온태권도장,학문/교육,학원-예능취미체육,태권도장,126.757526705232,37.4973733169398,경기도 부천시 부흥로 133
181011,대상공인중개사무소,부동산,부동산중개,부동산중개,126.78669578537,37.4859810621809,경기도 부천시 부일로505번길 16
181015,2차중앙프라자,소매,종합소매점,아케이드/쇼핑센타,126.775708693296,37.501005115781,경기도 부천시 중동로248번길 124
181034,웰메이드,소매,의복의류,일반의류,126.783082129017,37.4870882116078,경기도 부천시 부천로 31
181047,성실유리,소매,가정/주방/인테리어,유리/페인트/철물건축자재,126.783078887217,37.4928638263245,경기도 부천시 부천로79번길 38-7
181107,쪼계찜닭,음식,닭/오리요리,찜닭전문점,126.811085613607,37.4874003854762,경기도 부천시 역곡로 24
181122,대우부동산,부동산,부동산중개,부동산중개,126.766051128082,37.4927142181036,경기도 부천시 장말로 215-1
181132,도도에스테틱,생활서비스,이/미용/건강,비만/피부관리,126.776820388829,37.4987189933276,경기도 부천시 신흥로 169
181174,캔모아,음식,커피점/카페,커피전문점/카페/다방,126.763930504863,37.5040540893012,경기도 부천시 석천로 188
181236,러브앤트리,소매,의복의류,일반의류,126.75669087581,37.5041312820545,경기도 부천시 송내대로 239
181274,스타왕돈까스,음식,양식,돈가스전문점,126.761259052636,37.4946102992468,경기도 부천시 석천로 82
181277,쟁반노래연습장,관광/여가/오락,무도/유흥/가무,노래방,126.794938769992,37.4726038982336,경기도 부천시 소사로159번길 12
181278,왕십리곱창,음식,한식,한식/백반/한정식,126.773701584058,37.4916495689419,경기도 부천시 장말로 285
181352,통통김밥,음식,분식,라면김밥분식,126.789482311548,37.519996717671,경기도 부천시 삼작로 252
181378,우리집닭강정,음식,닭/오리요리,후라이드/양념치킨,126.768075302465,37.4899601549401,경기도 부천시 중동로 108-2
181380,HAIR이사랑,생활서비스,이/미용/건강,여성미용실,126.743747290498,37.4929566806548,경기도 부천시 상이로 47
181390,뉴시장이용원,생활서비스,이/미용/건강,남성미용실,126.757854422552,37.4857804471498,경기도 부천시 송내대로30번길 82
181405,대우자동차부성,소매,자동차/자동차용품,자동차판매,126.770266775762,37.5128512395419,경기도 부천시 중동로 370
181412,토핑,소매,의복의류,일반의류,126.782086091756,37.4850596229864,경기도 부천시 부천로 7
181414,구찌헤어갤러리,생활서비스,이/미용/건강,여성미용실,126.778600620978,37.4880150829129,경기도 부천시 부일로431번길 34
181470,니나리치,소매,의복의류,여성의류전문점,126.775299219556,37.5025326300427,경기도 부천시 길주로 300
181477,귀뚜라미홈시스,소매,철물/난방/건설자재소매,보일러/냉난방용품,126.760788068732,37.4923167312954,경기도 부천시 석천로 56
181518,위비스지센,소매,의복의류,일반의류,126.805188459961,37.523256217358,경기도 부천시 소사로 754
181539,SBS당구장,관광/여가/오락,PC/오락/당구/볼링등,당구장,126.752822251678,37.4898902102578,경기도 부천시 상일로94번길 37
181549,주공마트,소매,종합소매점,수퍼마켓,126.802869339188,37.4743784749351,경기도 부천시 은성로 110-1
181589,모던,소매,가정/주방/인테리어,주방용품,126.813641960409,37.528080881631,경기도 부천시 원종로119번길 90
181601,울빛컴퓨터,생활서비스,개인/가정용품수리,컴퓨터수리,126.785765593265,37.5015324112245,경기도 부천시 부천로197번길 19
181611,345탁구클럽,관광/여가/오락,PC/오락/당구/볼링등,탁구장,126.796366763888,37.4787275079065,경기도 부천시 경인옛로38번길 45
181672,오행쑥뜸방,생활서비스,이/미용/건강,비만/피부관리,126.790180437457,37.4823495718208,경기도 부천시 경인로 312
181678,고추밭,소매,의복의류,일반의류,126.782086091756,37.4850596229864,경기도 부천시 부천로 7
181687,오오야스시,음식,일식/수산물,음식점-초밥전문,126.779277035331,37.487445410638,경기도 부천시 신흥로46번길 40
181693,행운공인중개사사무소,부동산,부동산중개,부동산중개,126.802557515089,37.4769162505167,경기도 부천시 안곡로 4
181774,코코이찌방야,음식,양식,카레전문점,126.781716864535,37.4855153452135,경기도 부천시 부천로9번길 24
181775,디엔엠라마다,음식,유흥주점,룸살롱/단란주점,126.756363392407,37.5061461474312,경기도 부천시 길주로 125
181800,품,음식,커피점/카페,커피전문점/카페/다방,126.76491507503,37.5163724935086,경기도 부천시 석천로 328-6
181802,스킨푸드,소매,화장품소매,화장품판매점,126.814269173056,37.4848644163209,경기도 부천시 경인로 532
181805,커피지니어스,음식,커피점/카페,커피전문점/카페/다방,126.777835542948,37.4988826769812,경기도 부천시 신흥로 170
181836,우리음악학원,학문/교육,학원-음악미술무용,피아노/바이올린/기타,126.760716893708,37.4979925014438,경기도 부천시 석천로 107
181852,재희광고기획&119열쇠박사,소매,가정/주방/인테리어,유리/페인트/철물건축자재,126.78259369871,37.4774691013437,경기도 부천시 하우로 266
181887,가구나라,소매,가구소매,일반가구소매,126.786972857011,37.4919217454753,경기도 부천시 부천로90번길 43
181911,GS25내동공단점,소매,종합소매점,편의점,126.779892230408,37.5205197435512,경기도 부천시 삼작로171번길 9
181913,위드미옥길중앙점,소매,종합소매점,편의점,126.819530981351,37.468797464875,경기도 부천시 양지로166번길 21
181926,CU,소매,종합소매점,편의점,126.815065110828,37.5282303251486,경기도 부천시 고강로92번길 41
181954,포스,소매,사진/광학/정밀기기소매,핸드폰소매,126.78263424711,37.4840290791579,경기도 부천시 부천로 1
181995,클럽밸런스5,소매,의약/의료품소매,의료용품소매,126.821995049976,37.5278491389784,경기도 부천시 고리울로51번길 16
182012,동원회,음식,일식/수산물,복전문,126.755594625672,37.4870451454508,경기도 부천시 송내대로42번길 40
182015,부동산일번지,부동산,부동산중개,부동산중개,126.753145804561,37.5030757464525,경기도 부천시 송내대로205번길 70
182035,모녀웰빙한식뷔페,음식,부페,한식부페,126.783711242915,37.5208024153864,경기도 부천시 부천로409번길 16
182128,부천전자담배라미야,소매,건강/미용식품,금연관련제품판매,126.763655531119,37.5035826740785,경기도 부천시 석천로184번길 16
182138,배스킨라빈스31부천상동홈플러스점,음식,패스트푸드,아이스크림판매,126.755014008019,37.5043118464915,경기도 부천시 길주로 118
182142,민촌서예교습소,학문/교육,학원기타,학원(종합),126.764694871429,37.5050261914613,경기도 부천시 길주로 199
182156,쏘자,음식,패스트푸드,패스트푸드,126.821892228071,37.5286320135848,경기도 부천시 고리울로51번길 33
182185,김밥월드,음식,분식,라면김밥분식,126.755297332158,37.5090452517446,경기도 부천시 계남로 60
182193,부천파랑새교육사,소매,유아용품,유아/임부복,126.789151058839,37.5208943551116,경기도 부천시 수도로 219
182221,CU,소매,종합소매점,편의점,126.772314508039,37.5183508198837,경기도 부천시 신흥로389번길 53
182225,641머리깍는사람들,생활서비스,이/미용/건강,여성미용실,126.807874003311,37.4760329310062,경기도 부천시 범안로 64-1
182227,아크로보습학원,학문/교육,학원-보습교습입시,학원-입시,126.764768262742,37.4882136541102,경기도 부천시 부일로 314
182234,한국제노텍,소매,의약/의료품소매,의료용품소매,126.752076038755,37.5075515893089,경기도 부천시 길주로77번길 55-10
182279,김박사해물포차,음식,유흥주점,소주방/포장마차,126.804751122268,37.5173410051854,경기도 부천시 까치로 123
182401,명동손칼국수,음식,분식,국수/만두/칼국수,126.776117267236,37.4995316523827,경기도 부천시 조마루로297번길 43
182404,피자마루,음식,패스트푸드,피자전문,126.810840172959,37.482910734667,경기도 부천시 부광로8번길 39
182416,대성유통,소매,음/식료품소매,청과물소매,126.806258205373,37.4887663363855,경기도 부천시 지봉로77번길 35
182418,경기미용학원,학문/교육,학원-자격/국가고시,학원-미용,126.783578053131,37.4864896238219,경기도 부천시 부천로 26
182480,CU,소매,종합소매점,편의점,126.771770928732,37.4831777887396,경기도 부천시 경인로150번길 18
182484,소사오토바이,생활서비스,자동차/이륜차,자전거판매/수리,126.792086753743,37.4819275687098,경기도 부천시 경인로 330
182548,세븐일레븐,소매,종합소매점,편의점,126.786757498076,37.4863601319402,경기도 부천시 부일로505번길 24
182561,거평샘물,소매,음/식료품소매,생수판매,126.760327226404,37.4900953500586,경기도 부천시 석천로 30
182581,메트로시티,소매,가방/신발/액세서리,가방/가죽제품소매,126.775299219556,37.5025326300427,경기도 부천시 길주로 300
182591,꼼바이꼼유아복,소매,유아용품,유아/임부복,126.804147938485,37.5239484922122,경기도 부천시 원종로 40
182603,슈마커,소매,가방/신발/액세서리,신발소매,126.783699841409,37.4873468635421,경기도 부천시 부천로 36
182615,운동화손세탁이불,생활서비스,세탁/가사서비스,세탁소/빨래방,126.812201192631,37.5276158818596,경기도 부천시 고강로72번길 49
182628,다온유통,소매,음/식료품소매,수산물소매,126.781901202621,37.4943564194839,경기도 부천시 부천로91번길 49
182636,미각찹쌀순대,음식,별식/퓨전요리,순대전문점,126.766076053989,37.5179974755262,경기도 부천시 석천로 350
182652,클라란스,소매,화장품소매,화장품판매점,126.762071535382,37.5043049309835,경기도 부천시 길주로 180
182695,세븐일레븐,소매,종합소매점,편의점,126.808021495805,37.4873875296755,경기도 부천시 지봉로 79
182697,현대세탁소,생활서비스,세탁/가사서비스,세탁소/빨래방,126.766690002357,37.5143727300172,경기도 부천시 약대로19번길 40
182717,용궁별미사계절양념쭈꾸미구이,음식,일식/수산물,낙지/오징어,126.776894032166,37.5046035137185,경기도 부천시 신흥로238번길 22
182757,부천오정청담에이프릴와이즈만외,학문/교육,학원-어학,학원-외국어/어학,126.811444373799,37.5246889161832,경기도 부천시 성지로 64
182802,I텔레콤,소매,사진/광학/정밀기기소매,핸드폰소매,126.766297925635,37.4880224002817,경기도 부천시 부일로 326
182825,장뚜막숯불꼬치,음식,유흥주점,꼬치구이전문점,126.781539791014,37.4880634551041,경기도 부천시 부천로39번길 37
182830,신세대익스프레스,생활서비스,운송/배달/택배,종합이삿짐대행,126.788781626327,37.48845328934,경기도 부천시 부흥로433번길 20
182839,심곡세탁소,생활서비스,세탁/가사서비스,세탁소/빨래방,126.77597883956,37.4906910571262,경기도 부천시 장말로308번길 10
182872,명동손만두,음식,분식,국수/만두/칼국수,126.81252237749,37.5280516083251,경기도 부천시 성지로102번길 26
182880,데상트,소매,의복의류,캐쥬얼/스포츠의류,126.761456888189,37.5038569813088,경기도 부천시 석천로183번길 27
182900,도리엔,음식,한식,한식/백반/한정식,126.752485775027,37.4897244712429,경기도 부천시 상일로94번길 40
182919,베스트체대테권스쿨,학문/교육,학원기타,학원(종합),126.769864534052,37.4815270766644,경기도 부천시 경인로134번길 58
182962,크린위드,생활서비스,세탁/가사서비스,세탁소/빨래방,126.827076332873,37.4655747846638,경기도 부천시 양지로 234-9
182988,금강부동산,부동산,부동산중개,부동산중개,126.777065572091,37.5037943588135,경기도 부천시 계남로260번길 52
183029,등촌샤브칼국수,음식,분식,국수/만두/칼국수,126.812787905072,37.4734333466812,경기도 부천시 양지로67번길 36
183046,대게중동점,음식,일식/수산물,바닷가재/게요리전문,126.776948169388,37.4964316862809,경기도 부천시 부흥로315번길 47
183066,오가네불부리족발보쌈,음식,한식,족발/보쌈전문,126.776537139046,37.4869665484825,경기도 부천시 신흥로 35
183092,세리헤어,생활서비스,이/미용/건강,여성미용실,126.775548989013,37.4879294305279,경기도 부천시 부일로405번길 22
183103,켈빈클라인,소매,의복의류,일반의류,126.775299219556,37.5025326300427,경기도 부천시 길주로 300
183125,시월,음식,양식,정통양식/경양식,126.779473187098,37.4872041573004,경기도 부천시 부일로445번길 21
183130,비에스마트,소매,종합소매점,수퍼마켓,126.794257517178,37.5199104112796,경기도 부천시 삼작로 294
183280,대한검도회부천검도관,학문/교육,학원-예능취미체육,검도도장,126.782474586804,37.4917763554648,경기도 부천시 부흥로 370
183329,소리샘피아노학원,학문/교육,학원-음악미술무용,피아노/바이올린/기타,126.807049767891,37.5186166845752,경기도 부천시 소사로700번길 39
183337,세덴,생활서비스,자동차/이륜차,세차장,126.761195409975,37.4834007519873,경기도 부천시 경인로 54
183341,아트봉크린,생활서비스,세탁/가사서비스,청소/소독,126.771691723014,37.5114874870809,경기도 부천시 중동로356번길 16
183371,동도공인중개사사무소,부동산,부동산중개,부동산중개,126.776653305803,37.4840033389623,경기도 부천시 경인로 189
183382,화호이하롱관,음식,별식/퓨전요리,동남아음식전문점,126.810492862263,37.48770077218,경기도 부천시 역곡로 29
183445,영진기획,소매,사무/문구/컴퓨터,컴퓨터/주변기기,126.772400939068,37.4937354734727,경기도 부천시 심중로124번길 38
183499,주연테크컴퓨터중동꿈마을점,소매,사무/문구/컴퓨터,컴퓨터전문매장,126.781073172357,37.5007722639026,경기도 부천시 계남로334번길 33-4
183500,바디프랜드부천소사직영점,소매,종합소매점,시장/종합상가,126.793148821515,37.481974464306,경기도 부천시 경인옛로 3
183528,본동카페,음식,커피점/카페,커피전문점/카페/다방,126.824226164906,37.5269793489277,경기도 부천시 수주로 37
183531,미광사진관,생활서비스,사진,사진관,126.795303649709,37.4808611469703,경기도 부천시 소사로 253
183545,오즈라운지,음식,유흥주점,호프/맥주,126.761801482656,37.5035362221399,경기도 부천시 석천로177번길 20
183546,안경나라,소매,사진/광학/정밀기기소매,안경원,126.792856782686,37.4811515350006,경기도 부천시 호현로 489
183552,진미즉석반찬점,소매,음/식료품소매,반찬가게,126.759875802029,37.50029933099,경기도 부천시 조마루로 135
183557,세건상사,소매,기타판매업,가정용연료소매,126.790452333914,37.4823163142771,경기도 부천시 경인로 316
183563,영그린훼밀리,생활서비스,세탁/가사서비스,청소/소독,126.757664887403,37.5060967714718,경기도 부천시 길주로 137
183568,유미청과,소매,음/식료품소매,청과물소매,126.799223326198,37.4726114778476,경기도 부천시 은성로76번길 57
183583,제일부동산공인중개사사무소,부동산,부동산중개,부동산중개,126.78552745701,37.4827163095332,경기도 부천시 경인로 270-1
183626,시사왕호보습학원,학문/교육,학원-보습교습입시,학원-입시,126.811868338632,37.4886697160044,경기도 부천시 지봉로115번길 6
183657,용인대국가대표부부태권도장,학문/교육,학원-예능취미체육,태권도장,126.793663279627,37.5202827770977,경기도 부천시 삼작로 289
183685,한우드,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,126.772018553264,37.4860096189375,경기도 부천시 심중로27번길 31
183692,부천몽크실용음악학원,학문/교육,학원기타,학원(종합),126.762500483484,37.5029849068097,경기도 부천시 석천로 171
183719,촌가한정식,음식,한식,한식/백반/한정식,126.79522986964,37.4805270099814,경기도 부천시 소사로 247
183724,라헬,생활서비스,이/미용/건강,비만/피부관리,126.769609262236,37.5032934386467,경기도 부천시 길주로 246
183745,세라젬로하스비엘,소매,의약/의료품소매,의료용품소매,126.780008819379,37.4834703841107,경기도 부천시 경인로 219-1
183764,세유,소매,의복의류,여성의류전문점,126.75527048941,37.4888618213233,경기도 부천시 부일로 223
183784,부천티에스티,생활서비스,자동차/이륜차,자동차정비/카센타,126.781363833362,37.4926298974268,경기도 부천시 신흥로106번길 58
183785,원영토탈인테리어,소매,가정/주방/인테리어,지물판매,126.80954424584,37.4826363816353,경기도 부천시 범안로7번길 83
183797,소망시트,소매,사진/광학/정밀기기소매,필름판매점,126.789664163747,37.4828128240285,경기도 부천시 경인로 305
183801,LG베스트샵소사점,소매,가전제품소매,일반가전제품,126.795252701652,37.478400788997,경기도 부천시 소삼로 20
183807,컴퓨터랜드,소매,사무/문구/컴퓨터,컴퓨터/사무용기기종합,126.767473700576,37.4935400010744,경기도 부천시 중동로 166
183821,신의주보신탕전문점,음식,별식/퓨전요리,사철탕전문,126.786126274846,37.4848399038131,경기도 부천시 부천로10번길 59
183824,이희진지압,관광/여가/오락,요가/단전/마사지,지압원,126.760431500869,37.4906280549633,경기도 부천시 석천로 38
183838,창조보습학원,학문/교육,학원-보습교습입시,학원-입시,126.785854720884,37.5183736613657,경기도 부천시 수도로180번길 21
183902,오케이컴퓨터,소매,사무/문구/컴퓨터,컴퓨터/사무용기기종합,126.776128457677,37.4981531844159,경기도 부천시 조마루로291번길 10
183954,토마토헤어,생활서비스,이/미용/건강,여성미용실,126.768228305061,37.4875289531405,경기도 부천시 부일로342번길 9
183959,실베로학생복,소매,의복의류,일반의류,126.795288426989,37.47194970414,경기도 부천시 소사로 153
183960,극동슈퍼,소매,종합소매점,수퍼마켓,126.774049693906,37.5042496539679,경기도 부천시 중동로280번길 63
183964,센터폴/더클래스원종,소매,의복의류,일반의류,126.805131065128,37.5254361389601,경기도 부천시 소사로 776-1
184000,전쉐프초밥집,음식,일식/수산물,음식점-초밥전문,126.756444588663,37.4896580868724,경기도 부천시 송내대로74번길 44
184063,죠샌드위치,음식,패스트푸드,샌드위치전문점,126.78263424711,37.4840290791579,경기도 부천시 부천로 1
184064,세심태권도,학문/교육,학원-예능취미체육,태권도장,126.747546488219,37.497718436451,경기도 부천시 부흥로 49
184115,영시미떡볶이,음식,분식,떡볶이전문,126.821796162435,37.5261081572569,경기도 부천시 고리울로52번길 19-6
184163,간지남녀,소매,화장품소매,화장품판매점,126.770198602225,37.5032184830199,경기도 부천시 길주로 252
184177,피어나리헤어샵,생활서비스,이/미용/건강,여성미용실,126.806668282063,37.4793365900098,경기도 부천시 범안로 26
184199,깜장붕어,소매,의복의류,일반의류,126.782086091756,37.4850596229864,경기도 부천시 부천로 7
184206,화열수퍼,소매,종합소매점,수퍼마켓,126.793591915414,37.47129265512,경기도 부천시 소사로147번길 35
184207,횡성생고기,음식,한식,한식/백반/한정식,126.807016724887,37.4787544324079,경기도 부천시 범안로 34
184313,부천가스충전소,생활서비스,주유소/충전소,차량가스충전소,126.769799521754,37.5261546110584,경기도 부천시 석천로 445
184391,튼튼아이태권도,학문/교육,학원기타,학원(종합),126.791858175113,37.4919087364923,경기도 부천시 원미로 100
184555,클래식음악학원,학문/교육,학원-음악미술무용,피아노/바이올린/기타,126.749724961456,37.490506214784,경기도 부천시 상일로 72
184563,나비노래클럽,음식,유흥주점,관광/유흥주점,126.776117267236,37.4995316523827,경기도 부천시 조마루로297번길 43
184640,미가인테리어,소매,가정/주방/인테리어,지물판매,126.769196900489,37.4980991846454,경기도 부천시 중동로 204
184719,그린세탁소,생활서비스,세탁/가사서비스,세탁소/빨래방,126.787383011274,37.4945299534748,경기도 부천시 조종로19번길 30
184781,빠삐용,음식,유흥주점,호프/맥주,126.801212223176,37.467000163556,경기도 부천시 소사로78번길 81
184784,늘푸른환경선두건설,소매,가정/주방/인테리어,유리/페인트/철물건축자재,126.783879820226,37.4853123711004,경기도 부천시 부천로10번길 19
184786,페리카나,음식,닭/오리요리,후라이드/양념치킨,126.753376689454,37.4966718383312,경기도 부천시 부흥로 100
184788,장성아헤어네일속눈썹,생활서비스,이/미용/건강,발/네일케어,126.815618728921,37.525415640744,경기도 부천시 역곡로 457
184790,가영이분식,음식,분식,라면김밥분식,126.768841006132,37.4963564786162,경기도 부천시 부흥로 237
184794,E-편한공인중개사,부동산,부동산중개,부동산중개,126.767084477791,37.4793806598279,경기도 부천시 성주로 100-6
184798,우경수학,학문/교육,학원-보습교습입시,학원-입시,126.812683358508,37.4886148373397,경기도 부천시 지봉로 122-1
184810,토암골옛날막창,음식,한식,곱창/양구이전문,126.795258297063,37.4766438179834,경기도 부천시 소사로 205
184811,지현미용실,생활서비스,이/미용/건강,여성미용실,126.784727398361,37.4958091661028,경기도 부천시 조마루로372번길 51
184840,키즈아트미술학원,학문/교육,학원-음악미술무용,서예/서화/미술,126.751554204255,37.4899849402388,경기도 부천시 부일로191번길 30
184867,노블스원룸텔,학문/교육,도서관/독서실,고시원,126.760639451483,37.5033618491892,경기도 부천시 석천로177번길 39
184893,한아름2차세탁소,생활서비스,세탁/가사서비스,세탁소/빨래방,126.753376689454,37.4966718383312,경기도 부천시 부흥로 100
184896,ECC,학문/교육,학원-어학,학원-외국어/어학,126.754908839523,37.5072390930461,경기도 부천시 송내대로265번길 67
184912,테크노피아,부동산,분양,건물분양-종합,126.762620578976,37.5053018204542,경기도 부천시 길주로 181
184958,신박사,생활서비스,자동차/이륜차,자동차정비/카센타,126.802621422812,37.5168238636219,경기도 부천시 소사로669번길 23
185014,미스터큐,음식,유흥주점,호프/맥주,126.800784637877,37.5241576665544,경기도 부천시 원종로 7
185019,뚜레쥬르상동라일락점,음식,제과제빵떡케익,제과점,126.753440518314,37.5125577127765,경기도 부천시 도약로 35
185066,철물마트,소매,가정/주방/인테리어,유리/페인트/철물건축자재,126.752375141771,37.5120058448455,경기도 부천시 도약로 36
185115,TOP공인중개사무소,부동산,부동산중개,부동산중개,126.768940588218,37.4923569199027,경기도 부천시 장말로 243
185121,한아름공인중개사,부동산,부동산중개,부동산중개,126.750575304742,37.4944437193292,경기도 부천시 장말로 71
185129,씨스카페,음식,커피점/카페,커피전문점/카페/다방,126.77237149393,37.4948434412301,경기도 부천시 부흥로 268
